Total_Permits_Group,PredictedProb,LL,UL,Grouping_Var,Grouping
164,0.100358217,0.071170815,0.141496351,Male,Gender
171,0.118669149,0.083771476,0.169190474,Male,Gender
178,0.092852614,0.068336968,0.126497336,Male,Gender
185,0.102823006,0.073812861,0.14132578,Male,Gender
192,0.089185402,0.058914173,0.134054624,Male,Gender
199,0.097867684,0.069762033,0.136249123,Male,Gender
206,0.091305068,0.062251256,0.134526731,Male,Gender
213,0.09820272,0.069275794,0.137248066,Male,Gender
220,0.102679302,0.076044775,0.137322726,Male,Gender
227,0.086831361,0.059702667,0.12749311,Male,Gender
234,0.101182755,0.073538745,0.137905113,Male,Gender
241,0.121846809,0.088517834,0.165536797,Male,Gender
248,0.112809517,0.081795354,0.153544478,Male,Gender
255,0.097592218,0.067385488,0.140655619,Male,Gender
262,0.102100393,0.073127033,0.142135927,Male,Gender
269,0.116624875,0.08202859,0.16278859,Male,Gender
276,0.082686362,0.059975731,0.113150273,Male,Gender
283,0.07907592,0.049299489,0.125404049,Male,Gender
290,0.091870302,0.06482827,0.128378267,Male,Gender
297,0.086226005,0.060199681,0.121999701,Male,Gender
304,0.06139676,0.040408572,0.09237288,Male,Gender
311,0.086047875,0.058866532,0.124223668,Male,Gender
318,0.027462017,0.013889833,0.053888575,Male,Gender
325,0.058358017,0.034498518,0.09793283,Male,Gender
332,0.119395595,0.078477067,0.178994237,Male,Gender
339,0.082859846,0.06084425,0.111963822,Male,Gender
346,0.090690442,0.062580473,0.131053198,Male,Gender
353,0.06135067,0.042102237,0.089050702,Male,Gender
360,0.122972289,0.086634927,0.171373824,Male,Gender
367,0.112387693,0.07105457,0.176316923,Male,Gender
374,0.090518986,0.056327591,0.147485905,Male,Gender
381,0.139358598,0.097185011,0.195843599,Male,Gender
388,0.084917035,0.059870804,0.11913156,Male,Gender
402,0.080760275,0.054858512,0.117500447,Male,Gender
409,0.108917497,0.073231408,0.158542917,Male,Gender
416,0.097343934,0.068766836,0.135802036,Male,Gender
423,0.080306056,0.054386636,0.116841993,Male,Gender
430,0.075036661,0.048591868,0.117729731,Male,Gender
437,0.035494873,0.024166837,0.051850704,Male,Gender
451,0.130132058,0.084653655,0.194375262,Male,Gender
458,0.087718576,0.055947917,0.134702474,Male,Gender
465,0.169607552,0.112953057,0.24699096,Male,Gender
472,0.066293272,0.047568656,0.091679042,Male,Gender
479,0.105467271,0.063689422,0.171286039,Male,Gender
493,0.09738746,0.062292186,0.148966202,Male,Gender
500,0.066403781,0.041508225,0.105671533,Male,Gender
507,0.102294391,0.069139962,0.148805747,Male,Gender
514,0.071958134,0.026974631,0.176715473,Male,Gender
521,0.105101211,0.068889001,0.1571363,Male,Gender
528,0.085795921,0.057110505,0.126949536,Male,Gender
535,0.076463985,0.039697094,0.140938779,Male,Gender
542,0.071554502,0.044050562,0.113836759,Male,Gender
556,0.03537261,0.019733425,0.066769993,Male,Gender
563,0.07166691,0.04164067,0.120534189,Male,Gender
577,0.072109382,0.043053027,0.117405805,Male,Gender
591,0.082639647,0.051416741,0.130515247,Male,Gender
598,0.125871888,0.073721161,0.20658308,Male,Gender
605,0.107846418,0.066284191,0.172762323,Male,Gender
612,0.097095812,0.060710381,0.152649221,Male,Gender
619,0.057465505,0.031504578,0.102626716,Male,Gender
626,0.157766033,0.106441501,0.226473111,Male,Gender
633,0.077201072,0.045074445,0.12912943,Male,Gender
640,0.058996866,0.035206138,0.098337366,Male,Gender
654,0.091088592,0.052012765,0.154512868,Male,Gender
661,0.142269265,0.077602206,0.246427624,Male,Gender
668,0.073665886,0.045123065,0.120060989,Male,Gender
675,0.123248016,0.081658584,0.181825446,Male,Gender
682,0.135912647,0.086693911,0.203908661,Male,Gender
703,0.094346798,0.062473144,0.140060504,Male,Gender
710,0.173864488,0.109693348,0.264408364,Male,Gender
717,0.070967631,0.04381757,0.112953061,Male,Gender
724,0.165165696,0.105227547,0.249716693,Male,Gender
731,0.061055597,0.039901818,0.092432125,Male,Gender
752,0.154425244,0.098283536,0.234489309,Male,Gender
759,0.187967303,0.119475709,0.283099076,Male,Gender
766,0.093667914,0.048172453,0.180147584,Male,Gender
773,0.162286458,0.080595132,0.29978161,Male,Gender
787,0.086208269,0.04613225,0.155426292,Male,Gender
794,0.098311068,0.05442766,0.173908337,Male,Gender
808,0.091256429,0.05783667,0.141095185,Male,Gender
815,0.103287079,0.060720741,0.170369203,Male,Gender
885,0.067327916,0.036536861,0.120813939,Male,Gender
899,0.097097164,0.048624223,0.188049775,Male,Gender
948,0.248904632,0.123007767,0.439134598,Male,Gender
1011,0.06826408,0.034353074,0.131104896,Male,Gender
1032,0.208284589,0.10506287,0.370064926,Male,Gender
1228,0.286432795,0.105980209,0.576135775,Male,Gender
1284,0.400649918,0.165652217,0.692355718,Male,Gender
3,0.15212401,0.021202555,0.59769125,Trans,Gender
59,0.121312109,0.016196592,0.536559391,Trans,Gender
66,0.120528328,0.016205881,0.532614539,Trans,Gender
73,0.103678834,0.013803166,0.488740987,Trans,Gender
115,0.140593982,0.017724769,0.597288036,Trans,Gender
164,0.089110402,0.011521955,0.45086431,Trans,Gender
3,0.141321847,0.101911809,0.196190319,No,High_School_Grad
10,0.133290763,0.096053811,0.18291956,No,High_School_Grad
17,0.133439359,0.097329315,0.181142266,No,High_School_Grad
24,0.121370938,0.089293829,0.164723607,No,High_School_Grad
31,0.125880435,0.097662866,0.16194927,No,High_School_Grad
38,0.126618861,0.095324586,0.167874673,No,High_School_Grad
45,0.114892085,0.088106694,0.1491525,No,High_School_Grad
52,0.120569071,0.09123367,0.159039133,No,High_School_Grad
59,0.116948677,0.088946821,0.153999145,No,High_School_Grad
66,0.119561705,0.090308316,0.15952582,No,High_School_Grad
73,0.116755045,0.088879796,0.15384176,No,High_School_Grad
80,0.113690596,0.086245416,0.149796105,No,High_School_Grad
87,0.11564975,0.088726128,0.150414166,No,High_School_Grad
94,0.119069471,0.090219099,0.1567022,No,High_School_Grad
101,0.116418759,0.089035772,0.151967649,No,High_School_Grad
108,0.117421493,0.08979647,0.153581095,No,High_School_Grad
115,0.115329743,0.088588009,0.150745427,No,High_School_Grad
122,0.109558097,0.084131147,0.142649612,No,High_School_Grad
129,0.118537889,0.089635089,0.156539963,No,High_School_Grad
136,0.101106888,0.076923184,0.133171946,No,High_School_Grad
143,0.113227857,0.086279912,0.149025318,No,High_School_Grad
150,0.113948262,0.085696857,0.151195715,No,High_School_Grad
157,0.111160416,0.083106403,0.148632931,No,High_School_Grad
164,0.101148643,0.073494276,0.141490091,No,High_School_Grad
171,0.106759355,0.078307608,0.146437046,No,High_School_Grad
178,0.101541716,0.07486141,0.137196026,No,High_School_Grad
185,0.093469751,0.068774496,0.126671759,No,High_School_Grad
192,0.098497643,0.068842448,0.139818395,No,High_School_Grad
199,0.079006996,0.05643222,0.110395841,No,High_School_Grad
206,0.084635747,0.058057532,0.12333423,No,High_School_Grad
213,0.095131124,0.067458512,0.132993074,No,High_School_Grad
220,0.095554703,0.070132261,0.129716266,No,High_School_Grad
227,0.09293383,0.064369542,0.134379102,No,High_School_Grad
234,0.087980013,0.06295763,0.122061611,No,High_School_Grad
241,0.109757524,0.081293453,0.146875407,No,High_School_Grad
248,0.097010593,0.070486713,0.132384872,No,High_School_Grad
255,0.096674986,0.066413638,0.139931851,No,High_School_Grad
262,0.092891762,0.066727054,0.128631183,No,High_School_Grad
269,0.084176602,0.060381113,0.11640657,No,High_School_Grad
276,0.099952285,0.071672577,0.1378596,No,High_School_Grad
283,0.079669227,0.052446642,0.121592299,No,High_School_Grad
290,0.083886631,0.06065495,0.114861606,No,High_School_Grad
297,0.074813459,0.053371212,0.104418995,No,High_School_Grad
304,0.062694182,0.041913742,0.093006413,No,High_School_Grad
311,0.073094732,0.051177947,0.103489008,No,High_School_Grad
318,0.044380271,0.028621055,0.070777097,No,High_School_Grad
325,0.079997882,0.052890404,0.120570909,No,High_School_Grad
332,0.095754838,0.063524882,0.142469509,No,High_School_Grad
339,0.092243121,0.067157074,0.125256503,No,High_School_Grad
346,0.090337922,0.062522106,0.12972937,No,High_School_Grad
353,0.101719845,0.059703508,0.166871081,No,High_School_Grad
360,0.115044813,0.077883302,0.166060362,No,High_School_Grad
367,0.080909498,0.050339143,0.129210036,No,High_School_Grad
374,0.081500084,0.050270765,0.129796024,No,High_School_Grad
381,0.088187416,0.058980146,0.129463223,No,High_School_Grad
388,0.091855083,0.064038405,0.130086547,No,High_School_Grad
395,0.090467542,0.06145808,0.132257431,No,High_School_Grad
402,0.076890733,0.053402623,0.109371102,No,High_School_Grad
409,0.097546374,0.064976628,0.143514074,No,High_School_Grad
416,0.09377676,0.062571233,0.138652875,No,High_School_Grad
423,0.08395499,0.057295267,0.121153871,No,High_School_Grad
430,0.080607369,0.055214379,0.118541861,No,High_School_Grad
437,0.089034406,0.06523995,0.120221657,No,High_School_Grad
444,0.069264627,0.044102911,0.107631666,No,High_School_Grad
451,0.08816771,0.054916669,0.139874039,No,High_School_Grad
458,0.061986792,0.038658272,0.097709222,No,High_School_Grad
465,0.096361296,0.06774479,0.13560477,No,High_School_Grad
472,0.054597509,0.033853607,0.087650809,No,High_School_Grad
479,0.084003394,0.052300162,0.132105864,No,High_School_Grad
486,0.054051739,0.033498582,0.086147435,No,High_School_Grad
493,0.080278621,0.051540524,0.122994085,No,High_School_Grad
500,0.085484516,0.051700674,0.138440631,No,High_School_Grad
507,0.102500657,0.06279115,0.164239108,No,High_School_Grad
514,0.069953492,0.037815758,0.131931063,No,High_School_Grad
521,0.094399158,0.062030139,0.141319015,No,High_School_Grad
528,0.067968508,0.041579715,0.10944243,No,High_School_Grad
535,0.062832124,0.034576302,0.110972699,No,High_School_Grad
542,0.099115853,0.061265891,0.15645783,No,High_School_Grad
549,0.054102428,0.032497414,0.088602483,No,High_School_Grad
556,0.05433115,0.032948721,0.089776422,No,High_School_Grad
563,0.071509371,0.041861324,0.11974714,No,High_School_Grad
570,0.080193549,0.048269353,0.130574006,No,High_School_Grad
577,0.10316504,0.06698403,0.155973501,No,High_School_Grad
584,0.122313245,0.063364316,0.223043886,No,High_School_Grad
591,0.069176106,0.041181265,0.114492234,No,High_School_Grad
598,0.078664851,0.049519596,0.123087807,No,High_School_Grad
605,0.16248102,0.108014895,0.237503437,No,High_School_Grad
612,0.094197468,0.058065186,0.14923973,No,High_School_Grad
619,0.057137333,0.032689991,0.098046236,No,High_School_Grad
626,0.125266646,0.075454656,0.203560741,No,High_School_Grad
633,0.057113152,0.034624697,0.092473261,No,High_School_Grad
640,0.040940781,0.024876969,0.067475733,No,High_School_Grad
647,0.048875435,0.028457897,0.082758777,No,High_School_Grad
654,0.074694892,0.04455245,0.122467798,No,High_School_Grad
661,0.158444544,0.087797472,0.265517397,No,High_School_Grad
668,0.055626036,0.035440271,0.086988463,No,High_School_Grad
675,0.089801255,0.043384599,0.176705256,No,High_School_Grad
682,0.105803209,0.06806217,0.158336166,No,High_School_Grad
689,0.084190983,0.050637292,0.136775084,No,High_School_Grad
696,0.070755028,0.044414782,0.110924611,No,High_School_Grad
703,0.082452595,0.053539249,0.125005135,No,High_School_Grad
710,0.134361267,0.080477278,0.215631361,No,High_School_Grad
717,0.064138313,0.040654514,0.099788693,No,High_School_Grad
724,0.040185633,0.024365373,0.065677521,No,High_School_Grad
731,0.057408247,0.037715219,0.0864874,No,High_School_Grad
738,0.055805363,0.035942507,0.085669565,No,High_School_Grad
745,0.049436688,0.03086355,0.078283968,No,High_School_Grad
752,0.093393638,0.057008015,0.148631079,No,High_School_Grad
759,0.144708664,0.093005209,0.218009587,No,High_School_Grad
766,0.080835163,0.043404703,0.149644075,No,High_School_Grad
773,0.162286458,0.080595132,0.29978161,No,High_School_Grad
780,0.086657798,0.052019644,0.14093148,No,High_School_Grad
787,0.080336237,0.04741531,0.133355904,No,High_School_Grad
794,0.099994799,0.059939916,0.163931295,No,High_School_Grad
801,0.054368986,0.033611564,0.086807455,No,High_School_Grad
808,0.080212716,0.048276134,0.130876028,No,High_School_Grad
815,0.104245664,0.061067749,0.172406163,No,High_School_Grad
850,0.095525395,0.055716684,0.162452723,No,High_School_Grad
885,0.069413706,0.035760014,0.130812252,No,High_School_Grad
899,0.08368996,0.045976902,0.149385036,No,High_School_Grad
948,0.248904632,0.123007767,0.439134598,No,High_School_Grad
1011,0.06826408,0.034353074,0.131104896,No,High_School_Grad
1032,0.205627358,0.102214181,0.370049299,No,High_School_Grad
1228,0.286432795,0.105980209,0.576135775,No,High_School_Grad
1270,0.376932419,0.143536215,0.685905616,No,High_School_Grad
1284,0.400649918,0.165652217,0.692355718,No,High_School_Grad
NA,0.253440728,0.073892088,0.590901877,No,High_School_Grad
3,0.145380819,0.10211631,0.203417234,Yes,High_School_Grad
10,0.128123947,0.090445479,0.179402745,Yes,High_School_Grad
17,0.101369976,0.073759069,0.138004756,Yes,High_School_Grad
24,0.09720284,0.071390716,0.131054902,Yes,High_School_Grad
31,0.119194573,0.085193957,0.16509795,Yes,High_School_Grad
38,0.113522755,0.080005421,0.16080004,Yes,High_School_Grad
45,0.128014002,0.093984129,0.172232244,Yes,High_School_Grad
52,0.130667479,0.091675656,0.182882994,Yes,High_School_Grad
59,0.129295767,0.095250793,0.174350376,Yes,High_School_Grad
66,0.127907518,0.090417677,0.178258795,Yes,High_School_Grad
73,0.127561845,0.09330312,0.17274652,Yes,High_School_Grad
80,0.1162749,0.082120094,0.162583545,Yes,High_School_Grad
87,0.118914945,0.084606794,0.164514084,Yes,High_School_Grad
94,0.124839188,0.090207664,0.170875785,Yes,High_School_Grad
101,0.121256257,0.088883328,0.164176203,Yes,High_School_Grad
108,0.125063314,0.089924942,0.172976424,Yes,High_School_Grad
115,0.134011829,0.09773609,0.182703983,Yes,High_School_Grad
122,0.125332144,0.086037124,0.181232751,Yes,High_School_Grad
129,0.134585191,0.095776099,0.186416669,Yes,High_School_Grad
136,0.136991055,0.099030097,0.187133652,Yes,High_School_Grad
143,0.122357343,0.09128651,0.162127564,Yes,High_School_Grad
150,0.120918006,0.088266137,0.164346769,Yes,High_School_Grad
157,0.108792273,0.079541041,0.147250715,Yes,High_School_Grad
164,0.11730251,0.083021169,0.164867302,Yes,High_School_Grad
171,0.131880973,0.092174254,0.186254989,Yes,High_School_Grad
178,0.1002881,0.07226808,0.137441428,Yes,High_School_Grad
185,0.117846739,0.07879437,0.17139743,Yes,High_School_Grad
192,0.097937236,0.063719007,0.148747517,Yes,High_School_Grad
199,0.118177507,0.083256412,0.16513618,Yes,High_School_Grad
206,0.072295799,0.051800474,0.100019149,Yes,High_School_Grad
213,0.105891915,0.076309759,0.144944725,Yes,High_School_Grad
220,0.089173557,0.064177191,0.122596384,Yes,High_School_Grad
227,0.089292603,0.063907474,0.12344476,Yes,High_School_Grad
234,0.118852216,0.08445491,0.164859507,Yes,High_School_Grad
241,0.153147745,0.108906781,0.210502956,Yes,High_School_Grad
248,0.125615351,0.092316107,0.168496483,Yes,High_School_Grad
255,0.131802476,0.095245775,0.178829379,Yes,High_School_Grad
262,0.129044806,0.091581729,0.178652771,Yes,High_School_Grad
269,0.12103566,0.086102992,0.167039145,Yes,High_School_Grad
276,0.068828786,0.046866466,0.099986129,Yes,High_School_Grad
283,0.077547074,0.055184969,0.107835298,Yes,High_School_Grad
290,0.073270431,0.051345479,0.103560042,Yes,High_School_Grad
297,0.062249263,0.042595367,0.090085074,Yes,High_School_Grad
304,0.082149123,0.055854312,0.119107398,Yes,High_School_Grad
311,0.129634694,0.088583155,0.185872066,Yes,High_School_Grad
318,0.077848726,0.052074208,0.11488952,Yes,High_School_Grad
332,0.08249223,0.058757829,0.114584588,Yes,High_School_Grad
339,0.079150783,0.056780283,0.109251197,Yes,High_School_Grad
346,0.064273047,0.04299047,0.095045253,Yes,High_School_Grad
353,0.144898317,0.089718679,0.230160085,Yes,High_School_Grad
360,0.106580188,0.075296064,0.148916083,Yes,High_School_Grad
374,0.070061571,0.039687705,0.123489519,Yes,High_School_Grad
381,0.12608942,0.090365704,0.17324586,Yes,High_School_Grad
388,0.102215403,0.067851252,0.151423218,Yes,High_School_Grad
402,0.054041793,0.034673863,0.083421534,Yes,High_School_Grad
409,0.114719261,0.081820085,0.158562468,Yes,High_School_Grad
416,0.025626632,0.013948109,0.046621071,Yes,High_School_Grad
423,0.090864617,0.05973696,0.135872271,Yes,High_School_Grad
430,0.092201522,0.062060635,0.13492023,Yes,High_School_Grad
437,0.048053839,0.03155204,0.072539672,Yes,High_School_Grad
451,0.164809595,0.103299276,0.252627814,Yes,High_School_Grad
458,0.112406717,0.072972645,0.169393315,Yes,High_School_Grad
465,0.146683991,0.093545365,0.222032307,Yes,High_School_Grad
472,0.068318856,0.044849939,0.102747441,Yes,High_School_Grad
479,0.069575906,0.038917089,0.121986057,Yes,High_School_Grad
486,0.077363192,0.048603468,0.120984069,Yes,High_School_Grad
493,0.082722535,0.050072423,0.133666669,Yes,High_School_Grad
500,0.059259665,0.037813752,0.091709246,Yes,High_School_Grad
514,0.122985009,0.047610292,0.282316905,Yes,High_School_Grad
528,0.066168672,0.04173836,0.103356219,Yes,High_School_Grad
535,0.071624503,0.029594472,0.164448291,Yes,High_School_Grad
542,0.077609806,0.044160468,0.132727935,Yes,High_School_Grad
556,0.028810671,0.017058233,0.048262508,Yes,High_School_Grad
563,0.056904611,0.033780113,0.094314006,Yes,High_School_Grad
570,0.05630481,0.030396536,0.101731938,Yes,High_School_Grad
577,0.071521134,0.037985937,0.131573115,Yes,High_School_Grad
591,0.082972167,0.048240368,0.13905646,Yes,High_School_Grad
598,0.114841018,0.065757366,0.192425973,Yes,High_School_Grad
605,0.069096123,0.035528197,0.130101584,Yes,High_School_Grad
619,0.069741561,0.038334563,0.12376689,Yes,High_School_Grad
626,0.117405855,0.063915103,0.205820205,Yes,High_School_Grad
633,0.077201072,0.045074445,0.12912943,Yes,High_School_Grad
647,0.03269692,0.016192298,0.064914485,Yes,High_School_Grad
654,0.068272583,0.031662149,0.141048948,Yes,High_School_Grad
675,0.123248016,0.081658584,0.181825446,Yes,High_School_Grad
682,0.129059333,0.082089096,0.196903006,Yes,High_School_Grad
710,0.183426575,0.124425264,0.262032837,Yes,High_School_Grad
724,0.165165696,0.105227547,0.249716693,Yes,High_School_Grad
731,0.073097989,0.046404385,0.113387156,Yes,High_School_Grad
752,0.159310672,0.104529165,0.235259317,Yes,High_School_Grad
794,0.117901366,0.072850714,0.185244919,Yes,High_School_Grad
843,0.082287595,0.046945791,0.140318257,Yes,High_School_Grad
3,0.142133642,0.101952709,0.197635702,None,None
10,0.132478834,0.095172502,0.182366918,None,None
17,0.127531841,0.092987428,0.173195883,None,None
24,0.117342922,0.086309977,0.159112156,None,None
31,0.124281642,0.094681171,0.162702215,None,None
38,0.123047196,0.091146632,0.165945228,None,None
45,0.116589447,0.088866959,0.15213794,None,None
52,0.121768882,0.091286183,0.161872067,None,None
59,0.118732938,0.089857799,0.156940074,None,None
66,0.121081187,0.090328227,0.162936443,None,None
73,0.118784376,0.08971042,0.157391749,None,None
80,0.114093176,0.085602778,0.151788118,None,None
87,0.11609427,0.088165328,0.152333709,None,None
94,0.120066186,0.090217123,0.159150678,None,None
101,0.117318193,0.089007429,0.154237581,None,None
108,0.118543719,0.089815336,0.15642936,None,None
115,0.117955566,0.089873799,0.155237298,None,None
122,0.111637633,0.084382417,0.147736135,None,None
129,0.120494877,0.090383993,0.160183463,None,None
136,0.104823973,0.079213143,0.138761605,None,None
143,0.114649662,0.087059628,0.151065832,None,None
150,0.114924914,0.086056883,0.153038538,None,None
157,0.11080958,0.082578202,0.148428159,None,None
164,0.103392236,0.074817456,0.144736926,None,None
171,0.110946292,0.080618716,0.15307337,None,None
178,0.101377308,0.074521301,0.13722821,None,None
185,0.096572277,0.070049753,0.132364117,None,None
192,0.098388675,0.067846224,0.141554613,None,None
199,0.084447345,0.060157802,0.117998666,None,None
206,0.08401875,0.057744679,0.122168476,None,None
213,0.096713594,0.068760166,0.13475067,None,None
220,0.094465239,0.069115542,0.128500677,None,None
227,0.092431591,0.064305808,0.132870917,None,None
234,0.095895963,0.068469753,0.133035431,None,None
241,0.119618938,0.08756921,0.161336214,None,None
248,0.10082456,0.073397299,0.137199754,None,None
255,0.10478133,0.073067208,0.148908203,None,None
262,0.097145061,0.069651134,0.134516076,None,None
269,0.088783984,0.063596348,0.122735642,None,None
276,0.096988142,0.06931009,0.134252603,None,None
283,0.07907974,0.053207289,0.11777091,None,None
290,0.081831883,0.058853117,0.112674207,None,None
297,0.07230062,0.051216043,0.101552211,None,None
304,0.069560632,0.046833943,0.102218526,None,None
311,0.079046307,0.055115337,0.112160909,None,None
318,0.057767653,0.038002316,0.088422066,None,None
325,0.079997882,0.052890404,0.120570909,None,None
332,0.092807592,0.062465537,0.13627286,None,None
339,0.087006186,0.063006357,0.118854381,None,None
346,0.088332932,0.061019672,0.127061361,None,None
353,0.108916257,0.064706037,0.177419249,None,None
360,0.1108125,0.076589683,0.157488223,None,None
367,0.080909498,0.050339143,0.129210036,None,None
374,0.078808669,0.047780633,0.12831214,None,None
381,0.097662917,0.066826536,0.140408882,None,None
388,0.093448978,0.064624997,0.133369112,None,None
395,0.090467542,0.06145808,0.132257431,None,None
402,0.06832238,0.046379338,0.099640014,None,None
409,0.099263662,0.066660973,0.145018913,None,None
416,0.087581294,0.058150949,0.130286347,None,None
423,0.085336915,0.057783606,0.124097551,None,None
430,0.084085615,0.057268256,0.123455372,None,None
437,0.075374217,0.054010647,0.104327662,None,None
444,0.069264627,0.044102911,0.107631666,None,None
451,0.100941358,0.062980437,0.158666335,None,None
458,0.074591773,0.047236865,0.115630245,None,None
465,0.113135528,0.076344982,0.164413949,None,None
472,0.056557701,0.035424511,0.089807471,None,None
479,0.07678965,0.045608626,0.127045961,None,None
486,0.06337632,0.039540536,0.100082088,None,None
493,0.08068594,0.05129584,0.124772849,None,None
500,0.078928303,0.048228944,0.126757785,None,None
507,0.102500657,0.06279115,0.164239108,None,None
514,0.075845882,0.03890404,0.148640601,None,None
521,0.094399158,0.062030139,0.141319015,None,None
528,0.067711388,0.041602378,0.108572971,None,None
535,0.067228314,0.032085387,0.137710495,None,None
542,0.084778488,0.049862276,0.1406379,None,None
549,0.054102428,0.032497414,0.088602483,None,None
556,0.051779102,0.031359672,0.085625031,None,None
563,0.069422977,0.040706865,0.116113835,None,None
570,0.073368195,0.043162834,0.122333415,None,None
577,0.095254063,0.059734506,0.149873404,None,None
584,0.122313245,0.063364316,0.223043886,None,None
591,0.071146971,0.042189708,0.118001409,None,None
598,0.093135318,0.056014704,0.150823073,None,None
605,0.139134796,0.089893221,0.210652974,None,None
612,0.094197468,0.058065186,0.14923973,None,None
619,0.063439447,0.035512277,0.110906563,None,None
626,0.124143676,0.073806148,0.203883521,None,None
633,0.061130736,0.036714646,0.099804495,None,None
640,0.040940781,0.024876969,0.067475733,None,None
647,0.045639732,0.026004777,0.079189919,None,None
654,0.073624507,0.042404066,0.125564657,None,None
661,0.158444544,0.087797472,0.265517397,None,None
668,0.055626036,0.035440271,0.086988463,None,None
675,0.106524636,0.062521592,0.179265351,None,None
682,0.11161724,0.071568901,0.167977876,None,None
689,0.084190983,0.050637292,0.136775084,None,None
696,0.070755028,0.044414782,0.110924611,None,None
703,0.082452595,0.053539249,0.125005135,None,None
710,0.141370597,0.086755561,0.222260143,None,None
717,0.064138313,0.040654514,0.099788693,None,None
724,0.071430649,0.044580916,0.111687314,None,None
731,0.061028956,0.039720411,0.092695036,None,None
738,0.055805363,0.035942507,0.085669565,None,None
745,0.049436688,0.03086355,0.078283968,None,None
752,0.109872897,0.068888303,0.170288138,None,None
759,0.144708664,0.093005209,0.218009587,None,None
766,0.080835163,0.043404703,0.149644075,None,None
773,0.162286458,0.080595132,0.29978161,None,None
780,0.086657798,0.052019644,0.14093148,None,None
787,0.080336237,0.04741531,0.133355904,None,None
794,0.10223312,0.061553766,0.166595498,None,None
801,0.054368986,0.033611564,0.086807455,None,None
808,0.080212716,0.048276134,0.130876028,None,None
815,0.104245664,0.061067749,0.172406163,None,None
843,0.082287595,0.046945791,0.140318257,None,None
850,0.095525395,0.055716684,0.162452723,None,None
885,0.069413706,0.035760014,0.130812252,None,None
899,0.08368996,0.045976902,0.149385036,None,None
948,0.248904632,0.123007767,0.439134598,None,None
1011,0.06826408,0.034353074,0.131104896,None,None
1032,0.205627358,0.102214181,0.370049299,None,None
1228,0.286432795,0.105980209,0.576135775,None,None
1270,0.376932419,0.143536215,0.685905616,None,None
1284,0.400649918,0.165652217,0.692355718,None,None
NA,0.253440728,0.073892088,0.590901877,None,None
3,0.139639842,0.101431821,0.192155229,No Change,Relationship_Status
10,0.1263217,0.093147448,0.169890956,No Change,Relationship_Status
17,0.124089607,0.092154486,0.16569741,No Change,Relationship_Status
24,0.117342922,0.086309977,0.159112156,No Change,Relationship_Status
31,0.121914149,0.095182484,0.155294322,No Change,Relationship_Status
38,0.12210359,0.090954344,0.163785666,No Change,Relationship_Status
45,0.114775935,0.08816771,0.148691753,No Change,Relationship_Status
52,0.120245235,0.091024414,0.158267267,No Change,Relationship_Status
59,0.117755534,0.089526765,0.155004344,No Change,Relationship_Status
66,0.119177799,0.089477585,0.15960847,No Change,Relationship_Status
73,0.117406589,0.089320602,0.154480002,No Change,Relationship_Status
80,0.112826942,0.08534485,0.148901347,No Change,Relationship_Status
87,0.115005638,0.087836664,0.150081983,No Change,Relationship_Status
94,0.11876662,0.08990742,0.156252143,No Change,Relationship_Status
101,0.116184492,0.088666506,0.151889083,No Change,Relationship_Status
108,0.117379698,0.089824595,0.153262735,No Change,Relationship_Status
115,0.116389976,0.089404139,0.151991892,No Change,Relationship_Status
122,0.110394012,0.084278841,0.14456137,No Change,Relationship_Status
129,0.117638,0.089646121,0.15406191,No Change,Relationship_Status
136,0.104664613,0.079309897,0.138113648,No Change,Relationship_Status
143,0.114079579,0.087215935,0.1491735,No Change,Relationship_Status
150,0.11320129,0.085627634,0.149219429,No Change,Relationship_Status
157,0.110112575,0.08231783,0.147065846,No Change,Relationship_Status
164,0.101754073,0.074415163,0.141096833,No Change,Relationship_Status
171,0.109062438,0.080407829,0.148013202,No Change,Relationship_Status
178,0.101377308,0.074521301,0.13722821,No Change,Relationship_Status
185,0.093889025,0.068846479,0.127525819,No Change,Relationship_Status
192,0.098462495,0.068355427,0.140578091,No Change,Relationship_Status
199,0.084447345,0.060157802,0.117998666,No Change,Relationship_Status
206,0.083124347,0.057945912,0.119062014,No Change,Relationship_Status
213,0.096713594,0.068760166,0.13475067,No Change,Relationship_Status
220,0.094465239,0.069115542,0.128500677,No Change,Relationship_Status
227,0.092006401,0.065432552,0.128981455,No Change,Relationship_Status
234,0.095207919,0.06850638,0.130962232,No Change,Relationship_Status
241,0.119618938,0.08756921,0.161336214,No Change,Relationship_Status
248,0.10082456,0.073397299,0.137199754,No Change,Relationship_Status
255,0.104135431,0.074521149,0.143515771,No Change,Relationship_Status
262,0.097145061,0.069651134,0.134516076,No Change,Relationship_Status
269,0.088783984,0.063596348,0.122735642,No Change,Relationship_Status
276,0.096988142,0.06931009,0.134252603,No Change,Relationship_Status
283,0.073716398,0.051130188,0.106908623,No Change,Relationship_Status
290,0.081831883,0.058853117,0.112674207,No Change,Relationship_Status
297,0.07230062,0.051216043,0.101552211,No Change,Relationship_Status
304,0.069560632,0.046833943,0.102218526,No Change,Relationship_Status
311,0.079046307,0.055115337,0.112160909,No Change,Relationship_Status
318,0.057767653,0.038002316,0.088422066,No Change,Relationship_Status
325,0.079997882,0.052890404,0.120570909,No Change,Relationship_Status
332,0.083250455,0.059164849,0.115987817,No Change,Relationship_Status
339,0.087006186,0.063006357,0.118854381,No Change,Relationship_Status
