Des_Age,PredictedProb,LL,UL,Grouping_Var,Grouping
53,0.096347494,0.070582121,0.132143823,No,High_School_Grad
54,0.093476512,0.068454424,0.12935785,No,High_School_Grad
55,0.087474597,0.064921922,0.118096191,No,High_School_Grad
56,0.086368715,0.062603949,0.119705015,No,High_School_Grad
57,0.083725757,0.060920799,0.115558009,No,High_School_Grad
58,0.088562173,0.064767001,0.121817716,No,High_School_Grad
59,0.083454309,0.05958182,0.117440005,No,High_School_Grad
60,0.079072443,0.058423442,0.107399349,No,High_School_Grad
61,0.077783372,0.057115543,0.106314936,No,High_School_Grad
62,0.079643016,0.059059106,0.107602559,No,High_School_Grad
63,0.081136141,0.058034779,0.114065678,No,High_School_Grad
64,0.077772521,0.056621522,0.10706774,No,High_School_Grad
65,0.077768447,0.056479208,0.107613882,No,High_School_Grad
66,0.073174359,0.052147885,0.103721142,No,High_School_Grad
67,0.068555014,0.050706409,0.092813039,No,High_School_Grad
68,0.062506132,0.045935493,0.085460828,No,High_School_Grad
69,0.06770559,0.049692101,0.092784412,No,High_School_Grad
70,0.06349498,0.046183705,0.087627585,No,High_School_Grad
71,0.067896746,0.048001776,0.097066632,No,High_School_Grad
72,0.062375886,0.045741824,0.084992306,No,High_School_Grad
73,0.066036111,0.046763428,0.093465552,No,High_School_Grad
74,0.06473845,0.045327169,0.093286867,No,High_School_Grad
75,0.061924244,0.045538487,0.08416889,No,High_School_Grad
76,0.055504803,0.040397586,0.076672541,No,High_School_Grad
77,0.058453613,0.042690445,0.079936932,No,High_School_Grad
78,0.056823016,0.04176422,0.077175282,No,High_School_Grad
79,0.053797952,0.039364426,0.073314183,No,High_School_Grad
80,0.060376156,0.04041439,0.089785584,No,High_School_Grad
81,0.048955894,0.033361551,0.072310062,No,High_School_Grad
82,0.051443646,0.032510649,0.0811174,No,High_School_Grad
83,0.048899605,0.032276815,0.074397962,No,High_School_Grad
84,0.043050394,0.03108863,0.059345516,No,High_School_Grad
85,0.03817026,0.0261354,0.055913975,No,High_School_Grad
86,0.036595089,0.024608797,0.054421419,No,High_School_Grad
87,0.041111885,0.028541012,0.058990913,No,High_School_Grad
88,0.041488298,0.029095518,0.058816398,No,High_School_Grad
89,0.044551344,0.027081958,0.07716039,No,High_School_Grad
90,0.036267833,0.025275435,0.05195047,No,High_School_Grad
91,0.040275234,0.027667163,0.058406508,No,High_School_Grad
92,0.036442763,0.024615879,0.053695903,No,High_School_Grad
93,0.046623699,0.033482818,0.064577348,No,High_School_Grad
94,0.031046007,0.019115244,0.050043431,No,High_School_Grad
16,0.165140571,0.098062922,0.264638556,Yes,High_School_Grad
17,0.245811174,0.170781583,0.341712919,Yes,High_School_Grad
18,0.158178611,0.119741241,0.2060661,Yes,High_School_Grad
19,0.233129551,0.179416144,0.297251698,Yes,High_School_Grad
20,0.20791806,0.14684086,0.286856768,Yes,High_School_Grad
21,0.180197974,0.124697951,0.25449574,Yes,High_School_Grad
22,0.186773216,0.131131515,0.260531525,Yes,High_School_Grad
23,0.195377546,0.144276681,0.25971193,Yes,High_School_Grad
24,0.192936623,0.14190464,0.25869461,Yes,High_School_Grad
25,0.179586865,0.132235609,0.239673594,Yes,High_School_Grad
26,0.187114028,0.138120924,0.249886551,Yes,High_School_Grad
27,0.178055452,0.131311664,0.238663873,Yes,High_School_Grad
28,0.170572229,0.129738842,0.22140633,Yes,High_School_Grad
29,0.180440015,0.130600574,0.245730912,Yes,High_School_Grad
30,0.167675181,0.118483637,0.23443458,Yes,High_School_Grad
31,0.154551686,0.105642903,0.221739854,Yes,High_School_Grad
32,0.159425521,0.109241333,0.227518118,Yes,High_School_Grad
33,0.173254923,0.122610132,0.239734331,Yes,High_School_Grad
34,0.152019969,0.106628805,0.214454335,Yes,High_School_Grad
35,0.141602104,0.098708985,0.201563465,Yes,High_School_Grad
36,0.15013526,0.106163599,0.207565277,Yes,High_School_Grad
37,0.15240234,0.106217821,0.215196868,Yes,High_School_Grad
38,0.14759762,0.108257938,0.197651668,Yes,High_School_Grad
39,0.145731465,0.101594702,0.204425357,Yes,High_School_Grad
40,0.137347591,0.101061595,0.184916106,Yes,High_School_Grad
41,0.136656742,0.097723706,0.188332637,Yes,High_School_Grad
42,0.137223285,0.100669436,0.18554527,Yes,High_School_Grad
43,0.122253424,0.086974625,0.170217234,Yes,High_School_Grad
44,0.140432425,0.10069894,0.195041268,Yes,High_School_Grad
45,0.14011978,0.098803403,0.195028221,Yes,High_School_Grad
46,0.128290168,0.093807726,0.174231011,Yes,High_School_Grad
47,0.130904616,0.090693428,0.186767138,Yes,High_School_Grad
48,0.121580528,0.084187767,0.174061632,Yes,High_School_Grad
49,0.10482036,0.074450688,0.147045303,Yes,High_School_Grad
50,0.111073801,0.080041596,0.153166864,Yes,High_School_Grad
51,0.12267665,0.085536356,0.174985984,Yes,High_School_Grad
52,0.122941906,0.085164172,0.176296355,Yes,High_School_Grad
53,0.109494523,0.078019573,0.152797937,Yes,High_School_Grad
54,0.103366449,0.071884417,0.147015769,Yes,High_School_Grad
55,0.10667786,0.075350421,0.148709367,Yes,High_School_Grad
56,0.103885795,0.074248339,0.144519227,Yes,High_School_Grad
57,0.104369986,0.073625147,0.146674286,Yes,High_School_Grad
58,0.106368198,0.076194445,0.147337267,Yes,High_School_Grad
59,0.106648723,0.075131551,0.151051724,Yes,High_School_Grad
60,0.108773768,0.074514483,0.15878313,Yes,High_School_Grad
61,0.093729965,0.068356541,0.128719091,Yes,High_School_Grad
62,0.102959514,0.072258283,0.14603667,Yes,High_School_Grad
63,0.087012582,0.062156894,0.120998294,Yes,High_School_Grad
64,0.086469561,0.061465231,0.121651625,Yes,High_School_Grad
65,0.086076613,0.060268968,0.122236527,Yes,High_School_Grad
66,0.09146605,0.066446966,0.126259886,Yes,High_School_Grad
67,0.098448748,0.070266934,0.137332893,Yes,High_School_Grad
68,0.085835149,0.062234699,0.117577666,Yes,High_School_Grad
69,0.089531513,0.059391464,0.136060468,Yes,High_School_Grad
70,0.076388662,0.054014301,0.108181431,Yes,High_School_Grad
71,0.076390504,0.05350967,0.108749176,Yes,High_School_Grad
72,0.078173522,0.054236496,0.1130372,Yes,High_School_Grad
73,0.082101007,0.059632426,0.113231887,Yes,High_School_Grad
74,0.075186098,0.054931547,0.102586585,Yes,High_School_Grad
75,0.071603046,0.051994222,0.097933891,Yes,High_School_Grad
76,0.074217826,0.053294314,0.102595549,Yes,High_School_Grad
77,0.080479971,0.052514912,0.122454998,Yes,High_School_Grad
78,0.075575079,0.047048877,0.120836967,Yes,High_School_Grad
79,0.059619683,0.042218881,0.083634702,Yes,High_School_Grad
80,0.071028641,0.051168331,0.097947061,Yes,High_School_Grad
81,0.065763053,0.047335366,0.090793044,Yes,High_School_Grad
82,0.065545724,0.045665165,0.093391211,Yes,High_School_Grad
83,0.058487785,0.040369869,0.085002326,Yes,High_School_Grad
84,0.063564812,0.044118323,0.091136132,Yes,High_School_Grad
85,0.069590202,0.049827141,0.097067637,Yes,High_School_Grad
86,0.06433687,0.035884766,0.112710644,Yes,High_School_Grad
87,0.055518034,0.033147261,0.094547196,Yes,High_School_Grad
88,0.034978091,0.02377986,0.051173277,Yes,High_School_Grad
89,0.052673326,0.037894658,0.072791283,Yes,High_School_Grad
90,0.06428116,0.04414141,0.092773003,Yes,High_School_Grad
91,0.075219616,0.054758417,0.102497359,Yes,High_School_Grad
92,0.053709737,0.037376015,0.076613369,Yes,High_School_Grad
15,0.099308563,0.058543028,0.163529861,None,None
16,0.145986919,0.102144805,0.205973489,None,None
17,0.176315824,0.129531762,0.236364015,None,None
18,0.161257823,0.122734212,0.211436569,None,None
19,0.166270608,0.125738687,0.218814909,None,None
20,0.164529336,0.124029673,0.216334066,None,None
21,0.16852427,0.128050214,0.219862935,None,None
22,0.168003211,0.126102867,0.221683012,None,None
23,0.169188932,0.129074721,0.22015696,None,None
24,0.162456925,0.123362137,0.212341247,None,None
25,0.162483693,0.126283785,0.208011959,None,None
26,0.160506411,0.122495392,0.209024391,None,None
27,0.153278939,0.116425375,0.201332609,None,None
28,0.154239319,0.118096162,0.200587307,None,None
29,0.152514941,0.115169814,0.200828534,None,None
30,0.150486497,0.111937258,0.203073432,None,None
31,0.146067448,0.108602574,0.195192094,None,None
32,0.143814594,0.106088144,0.195665906,None,None
33,0.140832727,0.10532129,0.187408062,None,None
34,0.135708535,0.101212525,0.181265678,None,None
35,0.132483911,0.098174925,0.178504258,None,None
36,0.128193675,0.095745973,0.171169527,None,None
37,0.132201512,0.09764617,0.178207535,None,None
38,0.131834138,0.098267283,0.175772022,None,None
39,0.129407055,0.093954058,0.176831734,None,None
40,0.121602402,0.091479234,0.160977179,None,None
41,0.114081643,0.084790032,0.152963657,None,None
42,0.120828935,0.0901864,0.161008754,None,None
43,0.1143861,0.083786211,0.155266777,None,None
44,0.115522737,0.083762797,0.158660096,None,None
45,0.116168859,0.084636352,0.160386853,None,None
46,0.111803496,0.083248837,0.151549994,None,None
47,0.11296655,0.083748747,0.151995581,None,None
48,0.102779235,0.077421146,0.136625002,None,None
49,0.102849886,0.076314591,0.138868339,None,None
50,0.104913399,0.077849795,0.142469439,None,None
51,0.101685609,0.073909637,0.141583038,None,None
52,0.101733844,0.074752662,0.140026612,None,None
53,0.09840838,0.071747992,0.135381495,None,None
54,0.095011158,0.068986664,0.132097872,None,None
55,0.091026646,0.066850893,0.123758743,None,None
56,0.089891703,0.064945837,0.124695583,None,None
57,0.088653734,0.06395345,0.122985766,None,None
58,0.091727688,0.066798546,0.126354525,None,None
59,0.088830498,0.063186062,0.125230801,None,None
60,0.085359585,0.061829575,0.118276208,None,None
61,0.081244648,0.059555449,0.111177853,None,None
62,0.08458894,0.061858932,0.115755249,None,None
63,0.082424835,0.058938752,0.115585989,None,None
64,0.079818883,0.057761218,0.110499242,None,None
65,0.079639655,0.057332757,0.110907271,None,None
66,0.078245323,0.056111987,0.109969507,None,None
67,0.076486004,0.055895936,0.104624429,None,None
68,0.067656694,0.049534019,0.092551558,None,None
69,0.070665037,0.051007269,0.098652352,None,None
70,0.066384943,0.047938839,0.092234482,None,None
71,0.06954831,0.049072756,0.099338238,None,None
72,0.067144983,0.048306253,0.093458689,None,None
73,0.069067224,0.049191541,0.097195049,None,None
74,0.067872744,0.048208482,0.096076783,None,None
75,0.063909639,0.04686274,0.08699248,None,None
76,0.061414179,0.044470237,0.084858754,None,None
77,0.062006251,0.044275037,0.086794685,None,None
78,0.059783868,0.04259864,0.084069232,None,None
79,0.054962298,0.039935317,0.075378287,None,None
80,0.063618216,0.043687329,0.092269512,None,None
81,0.051356917,0.03535781,0.074950488,None,None
82,0.056480103,0.037208691,0.085500904,None,None
83,0.051719658,0.034657125,0.077516892,None,None
84,0.053307603,0.037603477,0.075240824,None,None
85,0.047147387,0.032904469,0.067672164,None,None
86,0.040062811,0.026018293,0.061707572,None,None
87,0.045913935,0.030076429,0.070843008,None,None
88,0.039860746,0.027766604,0.056905618,None,None
89,0.047597088,0.03113672,0.075521975,None,None
90,0.047473164,0.032821825,0.068279483,None,None
91,0.049011329,0.034439976,0.069429221,None,None
92,0.042198421,0.028869257,0.061335058,None,None
93,0.046623699,0.033482818,0.064577348,None,None
94,0.031046007,0.019115244,0.050043431,None,None
15,0.099308563,0.058543028,0.163529861,No Change,Relationship_Status
16,0.145986919,0.102144805,0.205973489,No Change,Relationship_Status
17,0.176315824,0.129531762,0.236364015,No Change,Relationship_Status
18,0.161257823,0.122734212,0.211436569,No Change,Relationship_Status
19,0.166270608,0.125738687,0.218814909,No Change,Relationship_Status
20,0.164529336,0.124029673,0.216334066,No Change,Relationship_Status
21,0.16852427,0.128050214,0.219862935,No Change,Relationship_Status
22,0.167982347,0.126450875,0.220935357,No Change,Relationship_Status
23,0.169188932,0.129074721,0.22015696,No Change,Relationship_Status
24,0.16122854,0.123282228,0.209328211,No Change,Relationship_Status
25,0.162201709,0.12643391,0.206976296,No Change,Relationship_Status
26,0.159763968,0.123030528,0.206046432,No Change,Relationship_Status
27,0.153210918,0.117072086,0.199844561,No Change,Relationship_Status
28,0.154044708,0.118219922,0.199828142,No Change,Relationship_Status
29,0.149324017,0.114394048,0.194043436,No Change,Relationship_Status
30,0.149590541,0.111562816,0.201494706,No Change,Relationship_Status
31,0.144898223,0.108075905,0.193216796,No Change,Relationship_Status
32,0.141946288,0.105763919,0.19145463,No Change,Relationship_Status
33,0.140145133,0.105139713,0.18595272,No Change,Relationship_Status
34,0.133192563,0.100359326,0.176328276,No Change,Relationship_Status
35,0.130821526,0.097584301,0.175276172,No Change,Relationship_Status
36,0.126612324,0.095395599,0.167673014,No Change,Relationship_Status
37,0.128336828,0.096091824,0.171050415,No Change,Relationship_Status
38,0.127237884,0.096742609,0.166699647,No Change,Relationship_Status
39,0.122295502,0.091041425,0.163781313,No Change,Relationship_Status
40,0.120760102,0.091217811,0.159238033,No Change,Relationship_Status
41,0.11253041,0.084201959,0.150015822,No Change,Relationship_Status
42,0.118488106,0.089465418,0.156175831,No Change,Relationship_Status
43,0.1143861,0.083786211,0.155266777,No Change,Relationship_Status
44,0.114494449,0.083265681,0.156902906,No Change,Relationship_Status
45,0.112054484,0.082750799,0.153201123,No Change,Relationship_Status
46,0.111803496,0.083248837,0.151549994,No Change,Relationship_Status
47,0.108152297,0.081918273,0.142706648,No Change,Relationship_Status
48,0.101316046,0.076843569,0.133835882,No Change,Relationship_Status
49,0.101416505,0.076196026,0.135101886,No Change,Relationship_Status
50,0.104913399,0.077849795,0.142469439,No Change,Relationship_Status
51,0.101340596,0.073843673,0.140757562,No Change,Relationship_Status
52,0.099402815,0.074059724,0.135045444,No Change,Relationship_Status
53,0.096742641,0.071314554,0.131625976,No Change,Relationship_Status
54,0.092888159,0.067987273,0.128363684,No Change,Relationship_Status
55,0.088006268,0.065510955,0.118300065,No Change,Relationship_Status
56,0.088009217,0.064441187,0.12045746,No Change,Relationship_Status
57,0.086148554,0.062890253,0.118291091,No Change,Relationship_Status
58,0.089503473,0.065867037,0.122163003,No Change,Relationship_Status
59,0.086322877,0.062563477,0.119459833,No Change,Relationship_Status
60,0.084192807,0.061217183,0.116348837,No Change,Relationship_Status
61,0.080632866,0.059626584,0.109223451,No Change,Relationship_Status
62,0.084014456,0.061978249,0.113819919,No Change,Relationship_Status
63,0.081274408,0.059057181,0.111774218,No Change,Relationship_Status
64,0.07901124,0.057439359,0.108905299,No Change,Relationship_Status
65,0.078234202,0.056796778,0.108065516,No Change,Relationship_Status
66,0.078066831,0.056184183,0.109266887,No Change,Relationship_Status
67,0.075421087,0.055618285,0.102150545,No Change,Relationship_Status
68,0.067588188,0.049889699,0.091502106,No Change,Relationship_Status
69,0.06924414,0.050439699,0.095821261,No Change,Relationship_Status
70,0.066384943,0.047938839,0.092234482,No Change,Relationship_Status
71,0.068343512,0.048610291,0.096876356,No Change,Relationship_Status
72,0.065763828,0.048165237,0.089594077,No Change,Relationship_Status
73,0.066480946,0.048235494,0.091821279,No Change,Relationship_Status
74,0.067872744,0.048208482,0.096076783,No Change,Relationship_Status
75,0.063909639,0.04686274,0.08699248,No Change,Relationship_Status
76,0.061414179,0.044470237,0.084858754,No Change,Relationship_Status
77,0.059728743,0.043461347,0.081906617,No Change,Relationship_Status
78,0.057950642,0.042289457,0.079223376,No Change,Relationship_Status
79,0.054962298,0.039935317,0.075378287,No Change,Relationship_Status
80,0.057118878,0.04108687,0.079052406,No Change,Relationship_Status
81,0.049258332,0.034678376,0.070161526,No Change,Relationship_Status
82,0.050186934,0.034339421,0.073433749,No Change,Relationship_Status
83,0.051719658,0.034657125,0.077516892,No Change,Relationship_Status
84,0.053307603,0.037603477,0.075240824,No Change,Relationship_Status
85,0.047147387,0.032904469,0.067672164,No Change,Relationship_Status
86,0.040062811,0.026018293,0.061707572,No Change,Relationship_Status
87,0.045913935,0.030076429,0.070843008,No Change,Relationship_Status
88,0.039860746,0.027766604,0.056905618,No Change,Relationship_Status
89,0.047597088,0.03113672,0.075521975,No Change,Relationship_Status
90,0.047473164,0.032821825,0.068279483,No Change,Relationship_Status
91,0.049011329,0.034439976,0.069429221,No Change,Relationship_Status
92,0.042198421,0.028869257,0.061335058,No Change,Relationship_Status
93,0.046623699,0.033482818,0.064577348,No Change,Relationship_Status
94,0.031046007,0.019115244,0.050043431,No Change,Relationship_Status
26,0.213430615,0.111045762,0.370835327,Got Divorced,Relationship_Status
29,0.311578879,0.185458553,0.473598942,Got Divorced,Relationship_Status
30,0.284879827,0.168103655,0.439882417,Got Divorced,Relationship_Status
31,0.330805105,0.191816359,0.507289227,Got Divorced,Relationship_Status
33,0.23365794,0.12983419,0.383879195,Got Divorced,Relationship_Status
34,0.233831437,0.134487257,0.373824368,Got Divorced,Relationship_Status
36,0.28682239,0.166774952,0.446931585,Got Divorced,Relationship_Status
37,0.266518887,0.158598337,0.411908801,Got Divorced,Relationship_Status
38,0.289669823,0.16768743,0.450858775,Got Divorced,Relationship_Status
39,0.268576881,0.153325642,0.426811396,Got Divorced,Relationship_Status
42,0.292450889,0.171441572,0.452252011,Got Divorced,Relationship_Status
44,0.252285056,0.149879225,0.392366451,Got Divorced,Relationship_Status
45,0.259237933,0.152987556,0.404080076,Got Divorced,Relationship_Status
47,0.259740648,0.15113608,0.408339005,Got Divorced,Relationship_Status
48,0.263433503,0.155911147,0.409163234,Got Divorced,Relationship_Status
49,0.170319555,0.092878159,0.291913873,Got Divorced,Relationship_Status
52,0.196196207,0.110496625,0.324439827,Got Divorced,Relationship_Status
53,0.183938531,0.092838804,0.331372707,Got Divorced,Relationship_Status
54,0.225588172,0.133354675,0.355108993,Got Divorced,Relationship_Status
55,0.259534315,0.151620124,0.402467643,Got Divorced,Relationship_Status
56,0.204208243,0.11746793,0.33097806,Got Divorced,Relationship_Status
57,0.308570154,0.187839306,0.462691083,Got Divorced,Relationship_Status
58,0.189593164,0.107784971,0.31078149,Got Divorced,Relationship_Status
59,0.15586096,0.085097688,0.26660629,Got Divorced,Relationship_Status
60,0.244041307,0.145114832,0.380398606,Got Divorced,Relationship_Status
61,0.11902736,0.064573988,0.209141063,Got Divorced,Relationship_Status
62,0.169264689,0.088871036,0.298553203,Got Divorced,Relationship_Status
63,0.136829131,0.062701786,0.276015915,Got Divorced,Relationship_Status
64,0.175120789,0.095740553,0.298584461,Got Divorced,Relationship_Status
65,0.156236853,0.086543642,0.265782893,Got Divorced,Relationship_Status
71,0.155089005,0.081907711,0.2741318,Got Divorced,Relationship_Status
73,0.174229637,0.097117363,0.292719468,Got Divorced,Relationship_Status
80,0.174336305,0.09574832,0.296292009,Got Divorced,Relationship_Status
82,0.138291299,0.074509202,0.242373911,Got Divorced,Relationship_Status
22,0.170256568,0.088517995,0.302429785,Got Married,Relationship_Status
24,0.221828864,0.127224399,0.357971306,Got Married,Relationship_Status
25,0.203089439,0.104665736,0.357147454,Got Married,Relationship_Status
26,0.179987159,0.099555095,0.303985382,Got Married,Relationship_Status
27,0.157224161,0.078916124,0.287639415,Got Married,Relationship_Status
28,0.185377007,0.098294634,0.322053826,Got Married,Relationship_Status
29,0.227622203,0.125525196,0.376899451,Got Married,Relationship_Status
32,0.231002222,0.121218637,0.392192114,Got Married,Relationship_Status
35,0.235551767,0.134793635,0.378645615,Got Married,Relationship_Status
36,0.150876489,0.082830593,0.258813579,Got Married,Relationship_Status
37,0.227793687,0.115300266,0.400372258,Got Married,Relationship_Status
38,0.145576482,0.077231824,0.257586298,Got Married,Relationship_Status
39,0.222940281,0.120398446,0.375530186,Got Married,Relationship_Status
40,0.21678227,0.121020051,0.357500647,Got Married,Relationship_Status
41,0.266102481,0.142421183,0.441851439,Got Married,Relationship_Status
42,0.162593149,0.088852309,0.278781432,Got Married,Relationship_Status
45,0.213601582,0.120933503,0.349080739,Got Married,Relationship_Status
47,0.16439937,0.08786334,0.287036279,Got Married,Relationship_Status
48,0.142581967,0.078059186,0.246196192,Got Married,Relationship_Status
49,0.117032543,0.061013772,0.212499542,Got Married,Relationship_Status
51,0.163442851,0.085717146,0.289343267,Got Married,Relationship_Status
52,0.163857472,0.088111048,0.284407192,Got Married,Relationship_Status
53,0.163627621,0.089883281,0.279264695,Got Married,Relationship_Status
54,0.196889847,0.111146552,0.324621767,Got Married,Relationship_Status
55,0.177740912,0.095306404,0.306308168,Got Married,Relationship_Status
56,0.132162409,0.071902306,0.230078146,Got Married,Relationship_Status
57,0.141442316,0.076172388,0.246049298,Got Married,Relationship_Status
59,0.119822351,0.063854662,0.213736569,Got Married,Relationship_Status
61,0.082763724,0.040555359,0.161506179,Got Married,Relationship_Status
62,0.079305279,0.040656887,0.149185113,Got Married,Relationship_Status
63,0.091294021,0.048662146,0.164803467,Got Married,Relationship_Status
66,0.096094516,0.048892401,0.180231493,Got Married,Relationship_Status
67,0.127602044,0.069223199,0.223370828,Got Married,Relationship_Status
68,0.070225672,0.036196038,0.131906022,Got Married,Relationship_Status
69,0.15307709,0.08392635,0.26285561,Got Married,Relationship_Status
72,0.10236444,0.051902156,0.192006282,Got Married,Relationship_Status
73,0.095804977,0.050024116,0.175732889,Got Married,Relationship_Status
77,0.130331499,0.068685718,0.233436705,Got Married,Relationship_Status
78,0.09278193,0.04816393,0.171294652,Got Married,Relationship_Status
80,0.089386246,0.046235974,0.165806231,Got Married,Relationship_Status
81,0.093328598,0.04894649,0.170729728,Got Married,Relationship_Status
15,0.099308563,0.058543028,0.163529861,No Change,Dependent_Status
16,0.145986919,0.102144805,0.205973489,No Change,Dependent_Status
17,0.176315824,0.129531762,0.236364015,No Change,Dependent_Status
18,0.161257823,0.122734212,0.211436569,No Change,Dependent_Status
19,0.166557689,0.127608588,0.215997902,No Change,Dependent_Status
20,0.163454984,0.123908719,0.21392386,No Change,Dependent_Status
21,0.166539127,0.127202407,0.216363582,No Change,Dependent_Status
22,0.168293347,0.127964684,0.219379823,No Change,Dependent_Status
23,0.166441515,0.128059457,0.215122831,No Change,Dependent_Status
24,0.161091489,0.123170945,0.209368831,No Change,Dependent_Status
25,0.159143087,0.125212938,0.201392261,No Change,Dependent_Status
26,0.157999378,0.121552362,0.204493373,No Change,Dependent_Status
27,0.153020581,0.117073698,0.199823977,No Change,Dependent_Status
28,0.153861368,0.118822108,0.198442558,No Change,Dependent_Status
29,0.150270053,0.116067626,0.193736935,No Change,Dependent_Status
30,0.148762199,0.111536595,0.200002367,No Change,Dependent_Status
31,0.143232954,0.107710207,0.189714088,No Change,Dependent_Status
32,0.141821874,0.105722858,0.191707222,No Change,Dependent_Status
33,0.139013009,0.105613318,0.182440416,No Change,Dependent_Status
34,0.132566737,0.100344975,0.175095529,No Change,Dependent_Status
35,0.130343946,0.097960551,0.173317713,No Change,Dependent_Status
36,0.130267409,0.098312703,0.172305877,No Change,Dependent_Status
37,0.132951491,0.099391084,0.177226157,No Change,Dependent_Status
38,0.131357137,0.099073223,0.173204365,No Change,Dependent_Status
39,0.123838403,0.092123266,0.165876963,No Change,Dependent_Status
40,0.119812305,0.09230084,0.155010281,No Change,Dependent_Status
41,0.110708891,0.083206685,0.147133087,No Change,Dependent_Status
42,0.119385038,0.09103151,0.155955507,No Change,Dependent_Status
43,0.113176059,0.084118277,0.151403806,No Change,Dependent_Status
44,0.113562802,0.084664652,0.151323768,No Change,Dependent_Status
45,0.114150144,0.08437592,0.156020057,No Change,Dependent_Status
46,0.110898475,0.083525832,0.149169486,No Change,Dependent_Status
47,0.111838548,0.084330905,0.14788284,No Change,Dependent_Status
48,0.102120739,0.078172784,0.133663128,No Change,Dependent_Status
49,0.101054731,0.075884367,0.135070834,No Change,Dependent_Status
50,0.104413511,0.077973251,0.141247346,No Change,Dependent_Status
51,0.099325341,0.073628857,0.134656044,No Change,Dependent_Status
52,0.098488691,0.073502251,0.133929896,No Change,Dependent_Status
53,0.096172304,0.071315597,0.130014289,No Change,Dependent_Status
54,0.09446454,0.069617051,0.128225238,No Change,Dependent_Status
55,0.089082461,0.066776458,0.118978841,No Change,Dependent_Status
56,0.089564845,0.065371494,0.12301568,No Change,Dependent_Status
57,0.086782591,0.063201733,0.119481003,No Change,Dependent_Status
58,0.093278262,0.068960325,0.126344285,No Change,Dependent_Status
59,0.087770411,0.063146618,0.122621996,No Change,Dependent_Status
60,0.085641749,0.062344401,0.118151019,No Change,Dependent_Status
61,0.080013966,0.059080416,0.108815951,No Change,Dependent_Status
62,0.083885095,0.061689942,0.114233635,No Change,Dependent_Status
63,0.081787926,0.058661567,0.114484814,No Change,Dependent_Status
64,0.080073547,0.058195868,0.110423098,No Change,Dependent_Status
65,0.079044622,0.057367413,0.109259749,No Change,Dependent_Status
66,0.077978923,0.056310211,0.108756479,No Change,Dependent_Status
67,0.07584794,0.055638069,0.103403657,No Change,Dependent_Status
68,0.067788466,0.049666605,0.092670935,No Change,Dependent_Status
69,0.070180605,0.050711865,0.097921165,No Change,Dependent_Status
70,0.065779568,0.047527807,0.091398179,No Change,Dependent_Status
71,0.06820864,0.049003208,0.09543982,No Change,Dependent_Status
72,0.066030899,0.048093012,0.090647757,No Change,Dependent_Status
73,0.069067224,0.049191541,0.097195049,No Change,Dependent_Status
74,0.068260499,0.048563624,0.096484623,No Change,Dependent_Status
75,0.065245904,0.047951159,0.088465797,No Change,Dependent_Status
76,0.061414179,0.044470237,0.084858754,No Change,Dependent_Status
77,0.062031193,0.044376901,0.086683737,No Change,Dependent_Status
78,0.059783868,0.04259864,0.084069232,No Change,Dependent_Status
79,0.054962298,0.039935317,0.075378287,No Change,Dependent_Status
80,0.064541004,0.044400321,0.093443741,No Change,Dependent_Status
81,0.051570143,0.035580892,0.075140239,No Change,Dependent_Status
82,0.056480103,0.037208691,0.085500904,No Change,Dependent_Status
83,0.051719658,0.034657125,0.077516892,No Change,Dependent_Status
84,0.053307603,0.037603477,0.075240824,No Change,Dependent_Status
85,0.047147387,0.032904469,0.067672164,No Change,Dependent_Status
86,0.040062811,0.026018293,0.061707572,No Change,Dependent_Status
87,0.045913935,0.030076429,0.070843008,No Change,Dependent_Status
88,0.039860746,0.027766604,0.056905618,No Change,Dependent_Status
89,0.047597088,0.03113672,0.075521975,No Change,Dependent_Status
90,0.042894792,0.030033438,0.061020636,No Change,Dependent_Status
91,0.049011329,0.034439976,0.069429221,No Change,Dependent_Status
92,0.042198421,0.028869257,0.061335058,No Change,Dependent_Status
93,0.046623699,0.033482818,0.064577348,No Change,Dependent_Status
94,0.031046007,0.019115244,0.050043431,No Change,Dependent_Status
19,0.176323961,0.125369099,0.242223008,Empty Nester,Dependent_Status
20,0.107434857,0.070584661,0.160069681,Empty Nester,Dependent_Status
21,0.155287419,0.107647141,0.218848094,Empty Nester,Dependent_Status
22,0.180603614,0.117338247,0.269821581,Empty Nester,Dependent_Status
23,0.191090462,0.142100376,0.251990896,Empty Nester,Dependent_Status
24,0.192220013,0.134443096,0.267376688,Empty Nester,Dependent_Status
25,0.164192037,0.110669166,0.243101137,Empty Nester,Dependent_Status
26,0.168655076,0.119925346,0.232069456,Empty Nester,Dependent_Status
27,0.154908514,0.110207014,0.214472048,Empty Nester,Dependent_Status
28,0.116247397,0.079967676,0.166300253,Empty Nester,Dependent_Status
29,0.159335046,0.10296082,0.239772951,Empty Nester,Dependent_Status
30,0.138651699,0.097029618,0.194461663,Empty Nester,Dependent_Status
31,0.209400832,0.136195501,0.304305417,Empty Nester,Dependent_Status
32,0.138055698,0.096042624,0.194412488,Empty Nester,Dependent_Status
33,0.143320738,0.100607236,0.200346797,Empty Nester,Dependent_Status
34,0.146933407,0.102768204,0.205627577,Empty Nester,Dependent_Status
35,0.14899789,0.103127372,0.211846384,Empty Nester,Dependent_Status
36,0.126150465,0.088709393,0.176920491,Empty Nester,Dependent_Status
