Des_Age,PredictedProb,LL,UL,Grouping_Var,Grouping
37,0.107907127,0.071792761,0.160093625,Empty Nester,Dependent_Status
38,0.129356608,0.085819382,0.191868912,Empty Nester,Dependent_Status
39,0.154227453,0.098950656,0.231740423,Empty Nester,Dependent_Status
40,0.129439949,0.090418688,0.181976412,Empty Nester,Dependent_Status
41,0.117798103,0.082479082,0.165833061,Empty Nester,Dependent_Status
42,0.140693886,0.095092994,0.202912277,Empty Nester,Dependent_Status
43,0.119356629,0.083607978,0.167726007,Empty Nester,Dependent_Status
44,0.119505448,0.076498158,0.185117059,Empty Nester,Dependent_Status
45,0.128103412,0.087959927,0.183488317,Empty Nester,Dependent_Status
46,0.112023714,0.078663461,0.157906524,Empty Nester,Dependent_Status
47,0.111762378,0.077545213,0.159308167,Empty Nester,Dependent_Status
48,0.109889166,0.076019986,0.156920415,Empty Nester,Dependent_Status
49,0.10833972,0.075907798,0.152982958,Empty Nester,Dependent_Status
50,0.101983809,0.071973677,0.142653925,Empty Nester,Dependent_Status
51,0.108582516,0.067438448,0.184837797,Empty Nester,Dependent_Status
52,0.127788773,0.087355707,0.184351469,Empty Nester,Dependent_Status
53,0.117083357,0.077626348,0.17377754,Empty Nester,Dependent_Status
54,0.106434283,0.073280619,0.152950614,Empty Nester,Dependent_Status
55,0.112241968,0.073412516,0.165873193,Empty Nester,Dependent_Status
56,0.094339368,0.06242125,0.141758585,Empty Nester,Dependent_Status
57,0.100826556,0.069518198,0.144120033,Empty Nester,Dependent_Status
58,0.078209601,0.050836848,0.119798911,Empty Nester,Dependent_Status
59,0.101046114,0.065766764,0.151816118,Empty Nester,Dependent_Status
60,0.072554753,0.048803747,0.107654849,Empty Nester,Dependent_Status
61,0.09450624,0.064130652,0.137367634,Empty Nester,Dependent_Status
62,0.105227703,0.071298042,0.152319186,Empty Nester,Dependent_Status
63,0.077023546,0.052208307,0.112334888,Empty Nester,Dependent_Status
64,0.074656672,0.051155949,0.108098483,Empty Nester,Dependent_Status
65,0.077665193,0.051665398,0.115163625,Empty Nester,Dependent_Status
66,0.086208269,0.04613225,0.155426292,Empty Nester,Dependent_Status
67,0.08942744,0.058890817,0.133401846,Empty Nester,Dependent_Status
68,0.057642066,0.03945748,0.083478952,Empty Nester,Dependent_Status
69,0.098762086,0.068140708,0.141061185,Empty Nester,Dependent_Status
70,0.083335466,0.059447729,0.115650951,Empty Nester,Dependent_Status
71,0.066831279,0.045941572,0.096261196,Empty Nester,Dependent_Status
72,0.097646616,0.056864436,0.165216548,Empty Nester,Dependent_Status
75,0.013131554,0.005502836,0.031006414,Empty Nester,Dependent_Status
81,0.047092387,0.030896182,0.071155474,Empty Nester,Dependent_Status
90,0.06578665,0.043975376,0.097314872,Empty Nester,Dependent_Status
19,0.156578862,0.095537593,0.252887231,Had Child,Dependent_Status
20,0.214026434,0.153110778,0.291465273,Had Child,Dependent_Status
21,0.205360552,0.148698747,0.277357311,Had Child,Dependent_Status
22,0.157940446,0.111319584,0.219250805,Had Child,Dependent_Status
23,0.187154281,0.134727079,0.254734424,Had Child,Dependent_Status
24,0.169710435,0.121305148,0.232467289,Had Child,Dependent_Status
25,0.200883372,0.145939449,0.269693328,Had Child,Dependent_Status
26,0.184845117,0.134468088,0.248853395,Had Child,Dependent_Status
27,0.155747549,0.110838952,0.214712242,Had Child,Dependent_Status
28,0.175572858,0.118782854,0.253659004,Had Child,Dependent_Status
29,0.167130276,0.115013436,0.23655854,Had Child,Dependent_Status
30,0.173859585,0.125183947,0.236687883,Had Child,Dependent_Status
31,0.156519599,0.109706291,0.219188212,Had Child,Dependent_Status
32,0.165769738,0.114953437,0.233796063,Had Child,Dependent_Status
33,0.156764668,0.105641058,0.226802817,Had Child,Dependent_Status
34,0.158774976,0.108816983,0.224711682,Had Child,Dependent_Status
35,0.150411296,0.095573319,0.230863594,Had Child,Dependent_Status
36,0.10837675,0.074496162,0.155313596,Had Child,Dependent_Status
37,0.144374407,0.100873926,0.203109441,Had Child,Dependent_Status
38,0.136888913,0.098043719,0.188264829,Had Child,Dependent_Status
39,0.15556367,0.1060334,0.221597979,Had Child,Dependent_Status
40,0.130879717,0.08341618,0.199589382,Had Child,Dependent_Status
41,0.151320024,0.106327338,0.210894022,Had Child,Dependent_Status
42,0.111309382,0.075550543,0.161448747,Had Child,Dependent_Status
43,0.124185412,0.07777677,0.196095169,Had Child,Dependent_Status
44,0.134951521,0.089566764,0.20003741,Had Child,Dependent_Status
45,0.120003094,0.07906568,0.177911402,Had Child,Dependent_Status
46,0.12681479,0.088981204,0.177829483,Had Child,Dependent_Status
47,0.14841918,0.088656777,0.241467005,Had Child,Dependent_Status
48,0.091987676,0.061202756,0.137744769,Had Child,Dependent_Status
49,0.11846982,0.082986253,0.167658804,Had Child,Dependent_Status
50,0.133662835,0.093848314,0.187041176,Had Child,Dependent_Status
51,0.130073489,0.090249628,0.183983913,Had Child,Dependent_Status
52,0.121875489,0.078668096,0.184804403,Had Child,Dependent_Status
53,0.114254693,0.071789374,0.181989186,Had Child,Dependent_Status
54,0.089611989,0.054252046,0.165938609,Had Child,Dependent_Status
55,0.090428118,0.057884494,0.137912416,Had Child,Dependent_Status
56,0.086287281,0.057386789,0.127905462,Had Child,Dependent_Status
57,0.116395157,0.07419912,0.177168677,Had Child,Dependent_Status
58,0.083777078,0.044174187,0.152986565,Had Child,Dependent_Status
59,0.048707993,0.029800402,0.078639599,Had Child,Dependent_Status
60,0.102151622,0.071792914,0.143431074,Had Child,Dependent_Status
61,0.10158811,0.06808746,0.149297699,Had Child,Dependent_Status
62,0.076982367,0.048823021,0.119446308,Had Child,Dependent_Status
63,0.104704209,0.07301459,0.148018217,Had Child,Dependent_Status
64,0.078463261,0.049933973,0.120765196,Had Child,Dependent_Status
65,0.102900113,0.063687856,0.162346224,Had Child,Dependent_Status
66,0.087317439,0.051388857,0.146679443,Had Child,Dependent_Status
67,0.111219218,0.074403514,0.163042874,Had Child,Dependent_Status
71,0.100819832,0.051692885,0.188728047,Had Child,Dependent_Status
72,0.061845937,0.041851951,0.090489588,Had Child,Dependent_Status
74,0.052750322,0.034357951,0.080171001,Had Child,Dependent_Status
77,0.061257985,0.04121912,0.090123113,Had Child,Dependent_Status
80,0.043316881,0.028001489,0.06643646,Had Child,Dependent_Status
15,0.099308563,0.058543028,0.163529861,Asian,Race
16,0.129178132,0.086419916,0.190005784,Asian,Race
17,0.195889564,0.144266064,0.260365276,Asian,Race
18,0.158023161,0.11255005,0.217896673,Asian,Race
19,0.132487759,0.090897676,0.190041041,Asian,Race
20,0.156573196,0.109716595,0.218691083,Asian,Race
21,0.152922499,0.108232844,0.211864368,Asian,Race
22,0.153479173,0.10894847,0.211844735,Asian,Race
23,0.163391076,0.115503718,0.226943747,Asian,Race
24,0.14257264,0.098599464,0.202762705,Asian,Race
25,0.173148987,0.124740072,0.235635279,Asian,Race
26,0.147620639,0.105089381,0.204086727,Asian,Race
27,0.149911818,0.105324724,0.209878871,Asian,Race
28,0.163191832,0.112263538,0.232567116,Asian,Race
29,0.153634515,0.100574784,0.227113892,Asian,Race
30,0.135937463,0.093857667,0.193079322,Asian,Race
31,0.160224373,0.110279915,0.22541274,Asian,Race
32,0.136751493,0.098279769,0.187252083,Asian,Race
33,0.150352002,0.103826771,0.213359753,Asian,Race
34,0.121968626,0.085172016,0.172025363,Asian,Race
35,0.156610301,0.101603457,0.234461761,Asian,Race
36,0.13031513,0.094046549,0.177787516,Asian,Race
37,0.14077143,0.089136423,0.216036852,Asian,Race
38,0.161587454,0.103171093,0.238556502,Asian,Race
39,0.138245784,0.087692816,0.207600131,Asian,Race
40,0.133560235,0.095392064,0.183977381,Asian,Race
41,0.119007571,0.084728913,0.16539524,Asian,Race
42,0.106735946,0.074003395,0.152012831,Asian,Race
43,0.125009898,0.082476477,0.184903221,Asian,Race
44,0.100781335,0.068849663,0.145829095,Asian,Race
45,0.104255589,0.071569152,0.149460738,Asian,Race
46,0.114311709,0.080127493,0.160815961,Asian,Race
47,0.100126222,0.060084122,0.160166023,Asian,Race
48,0.100843445,0.068712771,0.146879537,Asian,Race
49,0.08830732,0.056212735,0.137836991,Asian,Race
50,0.105060642,0.069670965,0.156182322,Asian,Race
51,0.11205034,0.075302945,0.163400089,Asian,Race
52,0.072701371,0.047201744,0.1117865,Asian,Race
53,0.073536604,0.048100621,0.111546099,Asian,Race
54,0.083088758,0.056786183,0.120413947,Asian,Race
55,0.081536024,0.054989319,0.119755362,Asian,Race
56,0.08325019,0.055745933,0.123201051,Asian,Race
57,0.100879935,0.069269608,0.14509143,Asian,Race
58,0.068783098,0.043668742,0.108281687,Asian,Race
59,0.092225138,0.06291365,0.133632254,Asian,Race
60,0.073483863,0.043901604,0.124780161,Asian,Race
61,0.077016089,0.051074194,0.114869049,Asian,Race
62,0.079388528,0.052786707,0.118810607,Asian,Race
63,0.091906009,0.063888741,0.130524003,Asian,Race
64,0.088533126,0.056923915,0.135772121,Asian,Race
65,0.084682499,0.056419991,0.125790369,Asian,Race
66,0.077562568,0.051569619,0.117740027,Asian,Race
67,0.07089189,0.046994328,0.105881523,Asian,Race
68,0.0825446,0.056577114,0.118820765,Asian,Race
69,0.061276501,0.042630041,0.087399718,Asian,Race
70,0.044214537,0.028569381,0.068186158,Asian,Race
71,0.058061874,0.038298004,0.087374854,Asian,Race
72,0.065560587,0.042092617,0.101165739,Asian,Race
73,0.064544903,0.044979844,0.091793998,Asian,Race
74,0.069983421,0.048244435,0.100483819,Asian,Race
84,0.057415472,0.038138464,0.085569197,Asian,Race
16,0.144273845,0.115353645,0.178977701,Black,Race
17,0.177309001,0.138613005,0.224085889,Black,Race
18,0.175223159,0.139722386,0.218023271,Black,Race
19,0.196560072,0.156280235,0.246052218,Black,Race
20,0.196092086,0.158326226,0.240497062,Black,Race
21,0.190731229,0.151353032,0.238402843,Black,Race
22,0.193416964,0.151811323,0.244003854,Black,Race
23,0.192362465,0.151560898,0.24215224,Black,Race
24,0.183063659,0.145573568,0.228338453,Black,Race
25,0.176884388,0.141245349,0.22032527,Black,Race
26,0.178865941,0.14236839,0.222737596,Black,Race
27,0.168243272,0.133311586,0.211368189,Black,Race
28,0.16714717,0.132833171,0.209038319,Black,Race
29,0.169023682,0.134252772,0.211112502,Black,Race
30,0.16211163,0.126795945,0.20656318,Black,Race
31,0.150449821,0.117438239,0.191966191,Black,Race
32,0.150418526,0.117823659,0.191307995,Black,Race
33,0.150404429,0.1194436,0.18830418,Black,Race
34,0.151918655,0.119029663,0.192420234,Black,Race
35,0.142363266,0.110566725,0.183253196,Black,Race
36,0.140277274,0.109699699,0.17857383,Black,Race
37,0.144568147,0.112298146,0.185394296,Black,Race
38,0.140877598,0.108476611,0.182597904,Black,Race
39,0.142268918,0.108512982,0.185124199,Black,Race
40,0.134416598,0.104066222,0.172708706,Black,Race
41,0.128364635,0.097999561,0.167515375,Black,Race
42,0.133650808,0.102690068,0.172596466,Black,Race
43,0.119845971,0.092279197,0.155573666,Black,Race
44,0.128930664,0.098502218,0.169172727,Black,Race
45,0.126147324,0.096255054,0.164684823,Black,Race
46,0.123188867,0.096152536,0.157532706,Black,Race
47,0.126665616,0.098474715,0.162144066,Black,Race
48,0.114145917,0.089841285,0.145049682,Black,Race
49,0.110305531,0.084005259,0.145089465,Black,Race
50,0.114674909,0.085872694,0.15511363,Black,Race
51,0.107962706,0.080144337,0.148471234,Black,Race
52,0.116743547,0.087495726,0.158087415,Black,Race
53,0.111431437,0.084064932,0.147897709,Black,Race
54,0.109698489,0.081948054,0.149418408,Black,Race
55,0.103975111,0.077911259,0.138272359,Black,Race
56,0.102226686,0.076802479,0.136125098,Black,Race
57,0.101632475,0.075236329,0.137523013,Black,Race
58,0.098629797,0.074356045,0.131143428,Black,Race
59,0.097911482,0.071771291,0.134149891,Black,Race
60,0.094401287,0.070459845,0.126243029,Black,Race
61,0.090470389,0.068857892,0.118964126,Black,Race
62,0.092062972,0.069963002,0.121081249,Black,Race
63,0.090844117,0.066008704,0.126003409,Black,Race
64,0.088762554,0.067699617,0.116133136,Black,Race
65,0.086373207,0.065021212,0.114721218,Black,Race
66,0.084140116,0.063155826,0.112529715,Black,Race
67,0.0825423,0.061152578,0.111597779,Black,Race
68,0.072192765,0.053483134,0.097836586,Black,Race
69,0.076102744,0.056015289,0.104064622,Black,Race
70,0.07311809,0.053496988,0.100051616,Black,Race
71,0.071202465,0.052531026,0.096507319,Black,Race
72,0.066777343,0.049765181,0.089545632,Black,Race
73,0.078682754,0.056886821,0.108727702,Black,Race
74,0.076387672,0.055132677,0.106121029,Black,Race
75,0.07691874,0.056931136,0.103642206,Black,Race
76,0.070650458,0.052011376,0.096276649,Black,Race
77,0.070517054,0.050073787,0.099607676,Black,Race
78,0.066069711,0.047067414,0.09313203,Black,Race
79,0.067038926,0.050305254,0.088867199,Black,Race
80,0.070897474,0.052321096,0.095443277,Black,Race
81,0.053769605,0.039602764,0.072925134,Black,Race
82,0.052274496,0.036706738,0.074210957,Black,Race
83,0.058090496,0.039682977,0.085225377,Black,Race
84,0.07310346,0.052428788,0.10121021,Black,Race
85,0.068827548,0.049301585,0.095810829,Black,Race
86,0.066508624,0.038395337,0.112900136,Black,Race
87,0.070649555,0.047268736,0.104043513,Black,Race
88,0.034978091,0.02377986,0.051173277,Black,Race
89,0.055728311,0.040799801,0.075688098,Black,Race
90,0.049034423,0.032335116,0.073670451,Black,Race
91,0.055258675,0.038739692,0.078472819,Black,Race
92,0.03605744,0.023527393,0.054885563,Black,Race
94,0.031046007,0.019115244,0.050043431,Black,Race
16,0.165140571,0.098062922,0.264638556,Hispanic,Race
17,0.185422912,0.13423399,0.250308893,Hispanic,Race
18,0.155525625,0.121273816,0.197247189,Hispanic,Race
19,0.155938898,0.113976317,0.212467453,Hispanic,Race
20,0.153047483,0.113604465,0.203531708,Hispanic,Race
21,0.156963907,0.117329013,0.207568317,Hispanic,Race
22,0.15020404,0.110349927,0.202858282,Hispanic,Race
23,0.140986375,0.105508773,0.187229135,Hispanic,Race
24,0.140610638,0.101885064,0.192020314,Hispanic,Race
25,0.132262126,0.100828881,0.17249664,Hispanic,Race
26,0.137038083,0.100624938,0.184557183,Hispanic,Race
27,0.129248218,0.093359209,0.178690528,Hispanic,Race
28,0.123630382,0.091966978,0.165564957,Hispanic,Race
29,0.128219316,0.095705287,0.170428597,Hispanic,Race
30,0.135736008,0.099189438,0.183142497,Hispanic,Race
31,0.117594058,0.08809948,0.155445749,Hispanic,Race
32,0.12719666,0.091922002,0.174181918,Hispanic,Race
33,0.121084521,0.089862251,0.161757811,Hispanic,Race
34,0.127049766,0.09192335,0.174026461,Hispanic,Race
35,0.114350654,0.084317854,0.154096034,Hispanic,Race
36,0.108952036,0.078072859,0.151877952,Hispanic,Race
37,0.111886139,0.080584549,0.153791412,Hispanic,Race
38,0.113739794,0.086586355,0.148299739,Hispanic,Race
39,0.097188002,0.069613751,0.134610075,Hispanic,Race
40,0.096060301,0.071137535,0.129123353,Hispanic,Race
41,0.088605239,0.065334048,0.119466108,Hispanic,Race
42,0.104593987,0.075182922,0.144760128,Hispanic,Race
43,0.095585362,0.071111675,0.127651376,Hispanic,Race
44,0.097171332,0.071405974,0.131269717,Hispanic,Race
45,0.09724532,0.071203493,0.132056673,Hispanic,Race
46,0.093223008,0.069600349,0.124101101,Hispanic,Race
47,0.089146513,0.064290762,0.123029564,Hispanic,Race
48,0.083369089,0.058034326,0.119230734,Hispanic,Race
49,0.083814047,0.061118772,0.114800394,Hispanic,Race
50,0.087267077,0.065369753,0.116074228,Hispanic,Race
51,0.088638413,0.064515886,0.121291341,Hispanic,Race
52,0.082761933,0.061606939,0.110701198,Hispanic,Race
53,0.084448238,0.062034734,0.114813445,Hispanic,Race
54,0.080829474,0.058635056,0.111010272,Hispanic,Race
55,0.081779097,0.060271864,0.110249273,Hispanic,Race
56,0.081369322,0.058474926,0.112810575,Hispanic,Race
57,0.074002416,0.054603272,0.099737832,Hispanic,Race
58,0.082046722,0.057796852,0.115671374,Hispanic,Race
59,0.076361721,0.054138593,0.107403731,Hispanic,Race
60,0.077042117,0.057108567,0.103408755,Hispanic,Race
61,0.076027807,0.055006636,0.10480009,Hispanic,Race
62,0.073066358,0.052270666,0.102163397,Hispanic,Race
63,0.063824257,0.045923374,0.088605693,Hispanic,Race
64,0.074761945,0.053050992,0.105073636,Hispanic,Race
65,0.076995801,0.053323199,0.110440039,Hispanic,Race
66,0.075275609,0.051047359,0.111413028,Hispanic,Race
67,0.074231726,0.053362222,0.102391426,Hispanic,Race
68,0.066923179,0.047744922,0.094041424,Hispanic,Race
69,0.060347485,0.044493527,0.081365189,Hispanic,Race
70,0.061321876,0.045183394,0.082763133,Hispanic,Race
71,0.077929838,0.052739716,0.11434851,Hispanic,Race
72,0.080313667,0.049749173,0.129175548,Hispanic,Race
73,0.062874518,0.037200651,0.105772043,Hispanic,Race
74,0.053604546,0.038221456,0.074698715,Hispanic,Race
75,0.054028896,0.03909102,0.074302969,Hispanic,Race
76,0.067535025,0.047674043,0.094907809,Hispanic,Race
77,0.033667674,0.023866397,0.047299027,Hispanic,Race
78,0.068479241,0.047900741,0.096997743,Hispanic,Race
79,0.043707259,0.029640504,0.064009432,Hispanic,Race
82,0.049982924,0.035705259,0.069558048,Hispanic,Race
16,0.156877166,0.114557695,0.211102874,Multi,Race
17,0.11757817,0.084959842,0.160503748,Multi,Race
18,0.121018414,0.074843028,0.201028747,Multi,Race
19,0.131700182,0.0918711,0.185704601,Multi,Race
20,0.132878122,0.091467214,0.188915109,Multi,Race
21,0.135062044,0.096304207,0.186544552,Multi,Race
22,0.139435172,0.095978872,0.199085323,Multi,Race
23,0.124355931,0.088816266,0.171939595,Multi,Race
24,0.132745524,0.09589268,0.181026598,Multi,Race
25,0.138220425,0.099939084,0.18845426,Multi,Race
26,0.116043872,0.083723352,0.158957525,Multi,Race
27,0.118062817,0.082107944,0.169196698,Multi,Race
28,0.129503162,0.094228397,0.175717559,Multi,Race
29,0.118902922,0.08234167,0.17052044,Multi,Race
30,0.100878877,0.069493358,0.146134556,Multi,Race
31,0.121559378,0.087069291,0.167308691,Multi,Race
32,0.113759297,0.082382167,0.155097077,Multi,Race
33,0.106134318,0.074401632,0.149194091,Multi,Race
34,0.096168414,0.067477088,0.135459237,Multi,Race
35,0.100717697,0.069146891,0.145259049,Multi,Race
36,0.109969173,0.074674543,0.158133845,Multi,Race
37,0.122384409,0.084052058,0.174236004,Multi,Race
38,0.109970953,0.074577037,0.159045832,Multi,Race
39,0.141704082,0.087459577,0.220176489,Multi,Race
40,0.100085109,0.067987571,0.145361864,Multi,Race
41,0.092419655,0.063593287,0.132591615,Multi,Race
42,0.088816312,0.060627998,0.128362081,Multi,Race
43,0.088050606,0.059990437,0.127474931,Multi,Race
44,0.084878592,0.057568322,0.125451509,Multi,Race
45,0.113152158,0.068156468,0.208288836,Multi,Race
46,0.088997101,0.060804932,0.128833619,Multi,Race
47,0.118537102,0.074182293,0.184975115,Multi,Race
48,0.07224667,0.047486771,0.108277802,Multi,Race
49,0.109749906,0.070072764,0.167157529,Multi,Race
50,0.092311173,0.062936289,0.133743314,Multi,Race
51,0.08803404,0.060054428,0.127932439,Multi,Race
52,0.077466985,0.051466477,0.115053019,Multi,Race
53,0.079975048,0.055125643,0.114741594,Multi,Race
54,0.061204438,0.042471702,0.087600988,Multi,Race
55,0.06195202,0.042239407,0.090168196,Multi,Race
56,0.059882015,0.039026176,0.092654191,Multi,Race
57,0.065570327,0.043223847,0.098672174,Multi,Race
58,0.064267797,0.042145641,0.099961285,Multi,Race
59,0.065296758,0.041469132,0.102149646,Multi,Race
60,0.065864433,0.042888194,0.100248505,Multi,Race
61,0.059536165,0.039940838,0.088034231,Multi,Race
62,0.078405546,0.049133077,0.122994286,Multi,Race
63,0.060781725,0.041471426,0.088248998,Multi,Race
64,0.059768127,0.039509031,0.09019205,Multi,Race
65,0.068848324,0.045136615,0.104321075,Multi,Race
66,0.070086009,0.042914689,0.113059097,Multi,Race
67,0.053041497,0.036536436,0.076400588,Multi,Race
68,0.051611206,0.035651545,0.074157211,Multi,Race
69,0.033930715,0.02282234,0.05016831,Multi,Race
70,0.028245479,0.013200452,0.060823234,Multi,Race
71,0.03486171,0.016282192,0.075726159,Multi,Race
72,0.056603278,0.035992493,0.087939977,Multi,Race
73,0.05116725,0.035755991,0.07271971,Multi,Race
74,0.048107594,0.033495881,0.068640612,Multi,Race
75,0.05939974,0.040654871,0.085992792,Multi,Race
76,0.049200808,0.033551988,0.071588071,Multi,Race
77,0.056098204,0.038440731,0.081172272,Multi,Race
79,0.062166907,0.04235722,0.09035094,Multi,Race
80,0.052228317,0.034950017,0.077363752,Multi,Race
82,0.054919278,0.036296675,0.08228074,Multi,Race
17,0.230836795,0.121563689,0.394250659,Native American,Race
20,0.178269404,0.078541406,0.355740172,Native American,Race
23,0.165048954,0.078126982,0.315573436,Native American,Race
24,0.192385361,0.094646735,0.35183219,Native American,Race
25,0.098735778,0.045979939,0.199372209,Native American,Race
26,0.201460313,0.100453842,0.363096285,Native American,Race
28,0.144134777,0.068691954,0.272181299,Native American,Race
29,0.129645183,0.062380542,0.250094484,Native American,Race
30,0.187198293,0.094697102,0.336307562,Native American,Race
31,0.183979921,0.093282599,0.330594467,Native American,Race
32,0.182075971,0.090899765,0.331196401,Native American,Race
33,0.206476371,0.097373096,0.385602439,Native American,Race
34,0.156918773,0.078791236,0.287517653,Native American,Race
35,0.164220257,0.082796542,0.299410121,Native American,Race
36,0.184220298,0.094561591,0.328085647,Native American,Race
37,0.131606628,0.063539705,0.252898522,Native American,Race
44,0.160645693,0.078243342,0.299916222,Native American,Race
45,0.127940563,0.062704131,0.243421479,Native American,Race
46,0.140593982,0.017724769,0.597288036,Native American,Race
47,0.141995587,0.069166014,0.269323966,Native American,Race
49,0.165476565,0.083305537,0.301997641,Native American,Race
50,0.122769693,0.060442471,0.233401734,Native American,Race
51,0.137670314,0.068210264,0.258163414,Native American,Race
52,0.129182991,0.063913449,0.243445093,Native American,Race
53,0.110930812,0.052536514,0.219531143,Native American,Race
54,0.124635735,0.061537704,0.236151331,Native American,Race
58,0.126493511,0.058200091,0.253365402,Native American,Race
64,0.081105257,0.037903948,0.165096144,Native American,Race
65,0.067720795,0.031224684,0.140679913,Native American,Race
66,0.085687391,0.040700005,0.17146918,Native American,Race
69,0.101954297,0.046035091,0.210540242,Native American,Race
71,0.092892148,0.041116656,0.196805258,Native American,Race
73,0.06196097,0.028831745,0.1281349,Native American,Race
21,0.211785626,0.121645703,0.342662006,Other,Race
22,0.21323031,0.121867793,0.346091313,Other,Race
23,0.190470404,0.108645131,0.312328167,Other,Race
24,0.2477599,0.139231217,0.401432258,Other,Race
26,0.1252492,0.068462545,0.21810252,Other,Race
27,0.155238723,0.076145236,0.288382713,Other,Race
28,0.151374948,0.084015468,0.257579207,Other,Race
29,0.142180308,0.079148017,0.241502269,Other,Race
30,0.160766226,0.090330065,0.269831203,Other,Race
31,0.196505536,0.112009523,0.321420359,Other,Race
32,0.194159068,0.103388755,0.329962969,Other,Race
33,0.153700165,0.085639488,0.259636883,Other,Race
34,0.125621078,0.068053483,0.219094918,Other,Race
35,0.140500081,0.078141513,0.239368415,Other,Race
37,0.136690623,0.073766888,0.239398013,Other,Race
38,0.121706128,0.068049628,0.208199554,Other,Race
39,0.100104227,0.055259369,0.174625374,Other,Race
40,0.146200687,0.079091938,0.254486968,Other,Race
41,0.137703756,0.078070601,0.231451502,Other,Race
42,0.124946324,0.066727986,0.221882476,Other,Race
43,0.133802005,0.07352892,0.231295321,Other,Race
44,0.109101566,0.059355988,0.190235156,Other,Race
45,0.071250581,0.037228699,0.129331911,Other,Race
46,0.147909729,0.062026051,0.286670451,Other,Race
47,0.095071687,0.049065668,0.175726267,Other,Race
48,0.111121997,0.059904339,0.196955872,Other,Race
49,0.09313808,0.049323412,0.168956746,Other,Race
51,0.102198125,0.054455068,0.183668699,Other,Race
52,0.103691268,0.055478428,0.185158911,Other,Race
53,0.12982561,0.065292153,0.238737434,Other,Race
54,0.083186588,0.042972658,0.154755013,Other,Race
55,0.08139691,0.042632376,0.150064178,Other,Race
56,0.076005567,0.040135852,0.139278856,Other,Race
57,0.079839363,0.042914223,0.143705119,Other,Race
58,0.090959466,0.046454225,0.170479692,Other,Race
59,0.087697581,0.046573764,0.157722521,Other,Race
60,0.064867554,0.033729545,0.120645638,Other,Race
61,0.063874941,0.033777552,0.117336671,Other,Race
63,0.062046798,0.033190664,0.113056894,Other,Race
64,0.06099906,0.031273398,0.116374478,Other,Race
66,0.100926844,0.054846145,0.17841529,Other,Race
70,0.057444912,0.029461939,0.109020596,Other,Race
71,0.042957507,0.021825621,0.082817329,Other,Race
75,0.013131554,0.005502836,0.031006414,Other,Race
76,0.025310117,0.012500852,0.050572488,Other,Race
16,0.15127367,0.112054737,0.201110233,White,Race
18,0.16588139,0.129189417,0.210475704,White,Race
19,0.144719082,0.106635376,0.193573145,White,Race
20,0.143814381,0.108204804,0.188746111,White,Race
21,0.145159631,0.104205305,0.199765866,White,Race
22,0.15109022,0.112712362,0.200144681,White,Race
23,0.154862151,0.116539539,0.203336147,White,Race
24,0.13969161,0.102780882,0.187195886,White,Race
25,0.153322495,0.111490343,0.208477946,White,Race
26,0.144544023,0.105840745,0.196835241,White,Race
27,0.158573648,0.120348162,0.207115963,White,Race
28,0.15363423,0.117979743,0.19815373,White,Race
29,0.161425994,0.121603582,0.212024912,White,Race
30,0.154185215,0.112910191,0.221872441,White,Race
31,0.160610601,0.115992969,0.219316219,White,Race
32,0.140757617,0.095027908,0.22373375,White,Race
33,0.137752547,0.095335548,0.19527871,White,Race
34,0.11443021,0.081205977,0.161559731,White,Race
35,0.127417404,0.092922133,0.172686823,White,Race
36,0.127400738,0.0910641,0.179053342,White,Race
37,0.126097376,0.093016655,0.17010718,White,Race
38,0.120511996,0.081725339,0.172001855,White,Race
39,0.122155789,0.082764146,0.178366614,White,Race
40,0.109190462,0.081780551,0.14480142,White,Race
41,0.106069821,0.073854139,0.152195645,White,Race
42,0.110031019,0.080349955,0.150434543,White,Race
43,0.152370566,0.096570313,0.226167564,White,Race
44,0.140568619,0.091093442,0.201321013,White,Race
45,0.129297835,0.090769096,0.181043464,White,Race
46,0.106723218,0.078842868,0.143381739,White,Race
47,0.107336887,0.078819801,0.144563259,White,Race
48,0.099025245,0.073610414,0.132499011,White,Race
49,0.097560057,0.072158124,0.131565222,White,Race
50,0.087761018,0.066315165,0.11569602,White,Race
51,0.092238369,0.067988785,0.125352101,White,Race
52,0.086986028,0.06525595,0.116320733,White,Race
53,0.084534452,0.061146497,0.116753329,White,Race
54,0.084175789,0.059662229,0.118535623,White,Race
55,0.077703169,0.05649723,0.10730757,White,Race
56,0.085253857,0.060014383,0.12142291,White,Race
57,0.079201683,0.056706757,0.110614993,White,Race
58,0.093254993,0.067588554,0.127892011,White,Race
59,0.084674827,0.059780127,0.120641781,White,Race
60,0.076874028,0.054646849,0.108856835,White,Race
61,0.074401551,0.053460331,0.104452621,White,Race
62,0.078174369,0.056233484,0.108403939,White,Race
63,0.077743259,0.055005716,0.109817404,White,Race
64,0.066023174,0.048575162,0.089416374,White,Race
65,0.0657046,0.044948836,0.096523425,White,Race
66,0.064829764,0.04709088,0.08894445,White,Race
67,0.063357484,0.046390709,0.086130227,White,Race
68,0.059881287,0.043870121,0.081481588,White,Race
69,0.063920347,0.047512037,0.085541857,White,Race
70,0.06514208,0.047679479,0.088515446,White,Race
71,0.066716131,0.047695235,0.093098955,White,Race
72,0.063707005,0.046758349,0.086294255,White,Race
73,0.056047135,0.040970531,0.076484737,White,Race
