Income_Group,PredictedProb,LL,UL,Grouping_Var,Grouping
41461,0.277468984,0.162781279,0.431328067,Got Divorced,Relationship_Status
43961,0.273077374,0.158251894,0.428778408,Got Divorced,Relationship_Status
46461,0.241280524,0.133399239,0.397231138,Got Divorced,Relationship_Status
58961,0.292450889,0.171441572,0.452252011,Got Divorced,Relationship_Status
86461,0.133536388,0.06658178,0.249801767,Got Divorced,Relationship_Status
-23539,0.171963696,0.090224564,0.30308479,Got Married,Relationship_Status
-18539,0.138211901,0.073674725,0.244632987,Got Married,Relationship_Status
-16039,0.141187634,0.072015853,0.258305761,Got Married,Relationship_Status
-13539,0.196367436,0.108300006,0.329673574,Got Married,Relationship_Status
-6039,0.152396184,0.077485339,0.277911514,Got Married,Relationship_Status
-3539,0.119383389,0.063188255,0.214131248,Got Married,Relationship_Status
-1039,0.174019844,0.093037989,0.301444031,Got Married,Relationship_Status
1461,0.114586384,0.059262124,0.210027831,Got Married,Relationship_Status
3961,0.098380727,0.0521029,0.178091851,Got Married,Relationship_Status
6461,0.149954745,0.081069695,0.257823865,Got Married,Relationship_Status
8961,0.137617894,0.075121025,0.238018801,Got Married,Relationship_Status
13961,0.115418082,0.060771713,0.207920146,Got Married,Relationship_Status
16461,0.171566837,0.093901472,0.29121018,Got Married,Relationship_Status
18961,0.121989158,0.062830463,0.222160549,Got Married,Relationship_Status
21461,0.154072785,0.084148406,0.262612396,Got Married,Relationship_Status
23961,0.146958275,0.077312516,0.261304119,Got Married,Relationship_Status
26461,0.151488047,0.081165367,0.264286387,Got Married,Relationship_Status
28961,0.179755098,0.097922326,0.305713526,Got Married,Relationship_Status
31461,0.152803445,0.082389084,0.265840895,Got Married,Relationship_Status
33961,0.158847363,0.087798363,0.269218938,Got Married,Relationship_Status
36461,0.131128256,0.071969795,0.227018871,Got Married,Relationship_Status
38961,0.239100891,0.135236127,0.388009412,Got Married,Relationship_Status
41461,0.15654665,0.086170712,0.267569783,Got Married,Relationship_Status
43961,0.16883823,0.095880117,0.280112533,Got Married,Relationship_Status
46461,0.248580821,0.129101227,0.420925481,Got Married,Relationship_Status
48961,0.169547756,0.092923715,0.289210009,Got Married,Relationship_Status
51461,0.148261296,0.081578213,0.253093038,Got Married,Relationship_Status
68961,0.185377007,0.098294634,0.322053826,Got Married,Relationship_Status
73961,0.142300495,0.070684468,0.265728607,Got Married,Relationship_Status
78961,0.212825718,0.114319745,0.361560983,Got Married,Relationship_Status
81461,0.203089439,0.104665736,0.357147454,Got Married,Relationship_Status
-23539,0.104325134,0.073443965,0.14816697,No Change,Dependent_Status
-21039,0.120561488,0.084402634,0.172161354,No Change,Dependent_Status
-18539,0.117862246,0.081925813,0.170190261,No Change,Dependent_Status
-16039,0.120277647,0.086789375,0.166608841,No Change,Dependent_Status
-13539,0.123997952,0.088489243,0.177284961,No Change,Dependent_Status
-11039,0.124721045,0.091506642,0.170328402,No Change,Dependent_Status
-8539,0.121475254,0.089231538,0.165582633,No Change,Dependent_Status
-6039,0.127755834,0.093242353,0.174828424,No Change,Dependent_Status
-3539,0.124715651,0.092335729,0.168995874,No Change,Dependent_Status
-1039,0.108997181,0.080256392,0.147491507,No Change,Dependent_Status
1461,0.111447902,0.08398307,0.14814931,No Change,Dependent_Status
3961,0.107756194,0.079677474,0.145212634,No Change,Dependent_Status
6461,0.108537857,0.080994977,0.145165334,No Change,Dependent_Status
8961,0.113313332,0.085095708,0.150350648,No Change,Dependent_Status
11461,0.107395915,0.081949236,0.140595623,No Change,Dependent_Status
13961,0.110103347,0.083650766,0.145286171,No Change,Dependent_Status
16461,0.106407332,0.080621201,0.140911154,No Change,Dependent_Status
18961,0.113849127,0.085751869,0.150697239,No Change,Dependent_Status
21461,0.108588994,0.082347974,0.144152917,No Change,Dependent_Status
23961,0.110665846,0.084038045,0.145282307,No Change,Dependent_Status
26461,0.108928833,0.083963135,0.141085896,No Change,Dependent_Status
28961,0.108755561,0.082650963,0.14315117,No Change,Dependent_Status
31461,0.113479561,0.086277396,0.148941715,No Change,Dependent_Status
33961,0.111846611,0.086186228,0.145119924,No Change,Dependent_Status
36461,0.114090239,0.087245396,0.149013005,No Change,Dependent_Status
38961,0.116613358,0.089087808,0.153802345,No Change,Dependent_Status
41461,0.115389076,0.088431874,0.149943534,No Change,Dependent_Status
43961,0.111565331,0.085110584,0.145813464,No Change,Dependent_Status
46461,0.119235958,0.089996572,0.156934265,No Change,Dependent_Status
48961,0.107387067,0.081508277,0.140816015,No Change,Dependent_Status
51461,0.114777184,0.084813571,0.155121079,No Change,Dependent_Status
53961,0.113807812,0.083141213,0.15511861,No Change,Dependent_Status
56461,0.106829176,0.081012157,0.139912006,No Change,Dependent_Status
58961,0.094069592,0.070198806,0.125355148,No Change,Dependent_Status
61461,0.091963306,0.064749997,0.129939198,No Change,Dependent_Status
63961,0.113300972,0.084398227,0.151268202,No Change,Dependent_Status
66461,0.105421601,0.076640467,0.14443929,No Change,Dependent_Status
68961,0.110063244,0.074492364,0.16067935,No Change,Dependent_Status
71461,0.113071424,0.081491775,0.154383078,No Change,Dependent_Status
73961,0.155224386,0.108359233,0.220253234,No Change,Dependent_Status
76461,0.126567253,0.086178677,0.183736139,No Change,Dependent_Status
78961,0.166630966,0.126109147,0.216958235,No Change,Dependent_Status
81461,0.144030171,0.077586907,0.248320651,No Change,Dependent_Status
86461,0.123193961,0.079249631,0.190870647,No Change,Dependent_Status
88961,0.141778974,0.100000099,0.197188276,No Change,Dependent_Status
91461,0.066825236,0.041069054,0.106842334,No Change,Dependent_Status
93961,0.156621634,0.109373776,0.219255223,No Change,Dependent_Status
96461,0.094152351,0.063311962,0.138022768,No Change,Dependent_Status
98961,0.14733315,0.103606525,0.20510017,No Change,Dependent_Status
101461,0.151089435,0.102434369,0.217261014,No Change,Dependent_Status
NA,0.099755913,0.056603138,0.169883014,No Change,Dependent_Status
-23539,0.110363746,0.068385935,0.175234094,Empty Nester,Dependent_Status
-21039,0.10906585,0.062202821,0.182508082,Empty Nester,Dependent_Status
-18539,0.118175447,0.081610527,0.168325256,Empty Nester,Dependent_Status
-16039,0.105734207,0.07020802,0.156967557,Empty Nester,Dependent_Status
-13539,0.115321456,0.074061066,0.176071249,Empty Nester,Dependent_Status
-11039,0.122939988,0.078460488,0.187920434,Empty Nester,Dependent_Status
-8539,0.120631201,0.080890649,0.179212825,Empty Nester,Dependent_Status
-6039,0.110953165,0.077213099,0.157031743,Empty Nester,Dependent_Status
-3539,0.114336055,0.075683936,0.172060338,Empty Nester,Dependent_Status
-1039,0.119842602,0.075705269,0.186714188,Empty Nester,Dependent_Status
1461,0.120601107,0.084051092,0.170226799,Empty Nester,Dependent_Status
3961,0.125568206,0.08639188,0.179354821,Empty Nester,Dependent_Status
6461,0.12921016,0.084591738,0.198963423,Empty Nester,Dependent_Status
8961,0.119792107,0.082325116,0.171588864,Empty Nester,Dependent_Status
11461,0.106795047,0.07352466,0.152885472,Empty Nester,Dependent_Status
13961,0.119463102,0.083665004,0.167811036,Empty Nester,Dependent_Status
16461,0.123089,0.083206849,0.178891788,Empty Nester,Dependent_Status
18961,0.1041774,0.069758796,0.154377531,Empty Nester,Dependent_Status
21461,0.118357758,0.080430347,0.171182288,Empty Nester,Dependent_Status
23961,0.107257943,0.073453255,0.154590207,Empty Nester,Dependent_Status
26461,0.118057379,0.082141758,0.167246872,Empty Nester,Dependent_Status
28961,0.12188738,0.083530656,0.17560684,Empty Nester,Dependent_Status
31461,0.107838234,0.074348541,0.154550951,Empty Nester,Dependent_Status
33961,0.107269769,0.075739646,0.149847113,Empty Nester,Dependent_Status
36461,0.140935803,0.100219233,0.194850157,Empty Nester,Dependent_Status
38961,0.133938395,0.088659466,0.197949364,Empty Nester,Dependent_Status
41461,0.119096882,0.08049633,0.174167934,Empty Nester,Dependent_Status
43961,0.137306363,0.093998888,0.195410886,Empty Nester,Dependent_Status
46461,0.122517321,0.085798966,0.172284545,Empty Nester,Dependent_Status
48961,0.148024062,0.10289258,0.208417836,Empty Nester,Dependent_Status
51461,0.15453204,0.10638909,0.219316612,Empty Nester,Dependent_Status
53961,0.087002959,0.059960772,0.124652245,Empty Nester,Dependent_Status
56461,0.088250844,0.06267116,0.122902101,Empty Nester,Dependent_Status
58961,0.152692751,0.088097684,0.243477465,Empty Nester,Dependent_Status
61461,0.122489333,0.083205124,0.177061598,Empty Nester,Dependent_Status
66461,0.125127476,0.085018392,0.179954985,Empty Nester,Dependent_Status
76461,0.126924675,0.081717463,0.192629268,Empty Nester,Dependent_Status
-23539,0.174721296,0.113513758,0.262550201,Had Child,Dependent_Status
-21039,0.1620693,0.113771431,0.228937549,Had Child,Dependent_Status
-18539,0.165878776,0.111980938,0.24126254,Had Child,Dependent_Status
-16039,0.170438045,0.117368979,0.246954884,Had Child,Dependent_Status
-13539,0.175667376,0.105785878,0.281122029,Had Child,Dependent_Status
-11039,0.14640056,0.103741363,0.203701606,Had Child,Dependent_Status
-8539,0.144363127,0.096553003,0.209222102,Had Child,Dependent_Status
-6039,0.151644111,0.103009677,0.219744945,Had Child,Dependent_Status
-3539,0.148728205,0.102824539,0.21046451,Had Child,Dependent_Status
-1039,0.160207029,0.113772362,0.221579887,Had Child,Dependent_Status
1461,0.150962644,0.101648663,0.219665089,Had Child,Dependent_Status
3961,0.156193607,0.109396281,0.218920993,Had Child,Dependent_Status
6461,0.148098038,0.102883094,0.210172181,Had Child,Dependent_Status
8961,0.122563317,0.084392192,0.175254162,Had Child,Dependent_Status
11461,0.140913191,0.096434951,0.209858149,Had Child,Dependent_Status
13961,0.147574039,0.103811731,0.205543007,Had Child,Dependent_Status
16461,0.144843244,0.099922815,0.205307098,Had Child,Dependent_Status
18961,0.142489026,0.09455605,0.209447989,Had Child,Dependent_Status
21461,0.126352493,0.0863989,0.18145368,Had Child,Dependent_Status
23961,0.136835803,0.09836469,0.187202311,Had Child,Dependent_Status
26461,0.109659693,0.075589764,0.156702094,Had Child,Dependent_Status
28961,0.12439975,0.086418633,0.176629947,Had Child,Dependent_Status
31461,0.116400368,0.077177574,0.172785869,Had Child,Dependent_Status
33961,0.159637358,0.114126565,0.219667611,Had Child,Dependent_Status
36461,0.122342959,0.086334621,0.170766339,Had Child,Dependent_Status
38961,0.150655044,0.107421793,0.20747865,Had Child,Dependent_Status
41461,0.110617603,0.076722649,0.157143247,Had Child,Dependent_Status
43961,0.101246747,0.0675717,0.149717697,Had Child,Dependent_Status
46461,0.139811847,0.091278951,0.21041777,Had Child,Dependent_Status
48961,0.159731179,0.109549858,0.226570822,Had Child,Dependent_Status
51461,0.129010854,0.091618159,0.178663225,Had Child,Dependent_Status
53961,0.104084073,0.069756892,0.15249786,Had Child,Dependent_Status
56461,0.165368281,0.108257581,0.244351744,Had Child,Dependent_Status
58961,0.112633973,0.063466559,0.196669012,Had Child,Dependent_Status
63961,0.137672003,0.095948113,0.193653343,Had Child,Dependent_Status
66461,0.132933193,0.089262745,0.193307074,Had Child,Dependent_Status
68961,0.166562719,0.106014258,0.251946675,Had Child,Dependent_Status
71461,0.214722112,0.148201047,0.300565768,Had Child,Dependent_Status
78961,0.212825718,0.114319745,0.361560983,Had Child,Dependent_Status
88961,0.123960184,0.080071283,0.187015073,Had Child,Dependent_Status
-23539,0.125711783,0.086878945,0.177734269,Asian,Race
-21039,0.126744725,0.087438676,0.179824157,Asian,Race
-18539,0.124092665,0.086824779,0.174381322,Asian,Race
-16039,0.123427509,0.087567458,0.171292281,Asian,Race
-13539,0.110546902,0.074486886,0.16262967,Asian,Race
-11039,0.118568338,0.072468139,0.192135103,Asian,Race
-8539,0.104930739,0.070729562,0.15449097,Asian,Race
-6039,0.105432687,0.071527931,0.153172558,Asian,Race
-3539,0.092404464,0.064310964,0.131885556,Asian,Race
-1039,0.102426545,0.068353536,0.150990068,Asian,Race
1461,0.143238448,0.09851887,0.206420515,Asian,Race
3961,0.122764623,0.083777094,0.177128655,Asian,Race
6461,0.107330723,0.073602573,0.153611208,Asian,Race
8961,0.10352667,0.071400746,0.147822946,Asian,Race
11461,0.107694242,0.075601141,0.151380957,Asian,Race
13961,0.109814546,0.07564617,0.157200238,Asian,Race
16461,0.111494284,0.073814508,0.16483075,Asian,Race
18961,0.120382286,0.082099588,0.172898281,Asian,Race
21461,0.101924763,0.069292458,0.14818853,Asian,Race
23961,0.101534597,0.06973289,0.146223017,Asian,Race
26461,0.101066905,0.071909437,0.140273803,Asian,Race
28961,0.102481892,0.069224027,0.149228148,Asian,Race
31461,0.132093705,0.086348787,0.195803193,Asian,Race
33961,0.100024005,0.068607708,0.144310456,Asian,Race
36461,0.121543213,0.084991454,0.171173644,Asian,Race
38961,0.145836662,0.089049293,0.22975175,Asian,Race
41461,0.120261129,0.083570627,0.170863796,Asian,Race
43961,0.09408221,0.065774711,0.132638031,Asian,Race
46461,0.180182573,0.110898616,0.276151494,Asian,Race
48961,0.118215544,0.07305322,0.187233209,Asian,Race
51461,0.117047733,0.076749721,0.174512031,Asian,Race
53961,0.098697454,0.066382471,0.144311795,Asian,Race
58961,0.075566917,0.053152314,0.106371965,Asian,Race
61461,0.079208114,0.051500305,0.119996226,Asian,Race
68961,0.154772255,0.09371244,0.245165703,Asian,Race
71461,0.198241274,0.135527448,0.280557,Asian,Race
73961,0.195713077,0.135732623,0.273801993,Asian,Race
-23539,0.11282485,0.080382688,0.158597482,Black,Race
-21039,0.140055013,0.100228323,0.19658002,Black,Race
-18539,0.13745702,0.098322762,0.192931162,Black,Race
-16039,0.135904917,0.100111259,0.184380224,Black,Race
-13539,0.132872707,0.09676162,0.183051142,Black,Race
-11039,0.140648795,0.105626852,0.187120655,Black,Race
-8539,0.145760843,0.109833785,0.192357906,Black,Race
-6039,0.143747742,0.10601299,0.19459847,Black,Race
-3539,0.146881723,0.112062754,0.192262143,Black,Race
-1039,0.129822281,0.097511409,0.171533756,Black,Race
1461,0.123940678,0.096346463,0.158750018,Black,Race
3961,0.12345175,0.094609983,0.160519212,Black,Race
6461,0.130522456,0.099657191,0.171152275,Black,Race
8961,0.125226907,0.09765819,0.159885887,Black,Race
11461,0.120061913,0.093755201,0.154348502,Black,Race
13961,0.12258752,0.095590072,0.157040174,Black,Race
16461,0.121767304,0.094739434,0.157210683,Black,Race
18961,0.128440752,0.099351978,0.165356849,Black,Race
21461,0.127383307,0.098869429,0.163590799,Black,Race
23961,0.126698132,0.099687738,0.160330745,Black,Race
26461,0.119080021,0.094042258,0.150521588,Black,Race
28961,0.122991028,0.095104447,0.159652346,Black,Race
31461,0.120749191,0.095871678,0.151676819,Black,Race
33961,0.124540303,0.099303843,0.155614786,Black,Race
36461,0.120823519,0.095522655,0.152310248,Black,Race
38961,0.125679592,0.099294054,0.160852999,Black,Race
41461,0.121599809,0.096079338,0.15325413,Black,Race
43961,0.117787195,0.090691947,0.152328332,Black,Race
46461,0.126611473,0.100431177,0.158700137,Black,Race
48961,0.115341404,0.088356207,0.149497489,Black,Race
51461,0.120099028,0.092162941,0.15576443,Black,Race
53961,0.117477894,0.091010139,0.150740816,Black,Race
56461,0.107333029,0.082344448,0.13901488,Black,Race
58961,0.128650944,0.090626797,0.178288905,Black,Race
61461,0.115585088,0.084205816,0.157334316,Black,Race
63961,0.141665787,0.107184248,0.185198946,Black,Race
66461,0.114811791,0.084890073,0.153784536,Black,Race
68961,0.132954402,0.102372589,0.170959561,Black,Race
71461,0.131958031,0.095525127,0.178941599,Black,Race
73961,0.148333185,0.110934576,0.195497201,Black,Race
76461,0.152576477,0.1060323,0.215119143,Black,Race
78961,0.178179654,0.123161796,0.253108922,Black,Race
86461,0.118022748,0.085583557,0.161405087,Black,Race
88961,0.132869579,0.090035691,0.192101675,Black,Race
91461,0.0883436,0.055147492,0.138591122,Black,Race
93961,0.156621634,0.109373776,0.219255223,Black,Race
96461,0.094152351,0.063311962,0.138022768,Black,Race
98961,0.14733315,0.103606525,0.20510017,Black,Race
101461,0.151089435,0.102434369,0.217261014,Black,Race
NA,0.099755913,0.056603138,0.169883014,Black,Race
-23539,0.122778883,0.085669239,0.174323326,Hispanic,Race
-21039,0.111074912,0.077549897,0.156914637,Hispanic,Race
-18539,0.111209893,0.076855049,0.161526214,Hispanic,Race
-16039,0.119850737,0.085008354,0.167525206,Hispanic,Race
-13539,0.140852583,0.10339173,0.190092365,Hispanic,Race
-11039,0.111791415,0.079207526,0.156892881,Hispanic,Race
-8539,0.115211169,0.083567994,0.157891782,Hispanic,Race
-6039,0.117156772,0.08613534,0.157494788,Hispanic,Race
-3539,0.109821484,0.078969751,0.152538301,Hispanic,Race
-1039,0.10306576,0.074179472,0.142595387,Hispanic,Race
1461,0.103668271,0.075575098,0.141352523,Hispanic,Race
3961,0.100529244,0.073138008,0.137330569,Hispanic,Race
6461,0.100435962,0.073052251,0.137524205,Hispanic,Race
8961,0.111198207,0.082259654,0.149158345,Hispanic,Race
11461,0.101477477,0.075033733,0.136305819,Hispanic,Race
13961,0.105179101,0.077688273,0.141713616,Hispanic,Race
16461,0.100609418,0.073609387,0.136747268,Hispanic,Race
18961,0.098406626,0.072112079,0.133576909,Hispanic,Race
21461,0.092292652,0.068059481,0.124821855,Hispanic,Race
23961,0.088145856,0.06628091,0.116688055,Hispanic,Race
26461,0.095795545,0.071398514,0.128064721,Hispanic,Race
28961,0.102595904,0.07533686,0.138684922,Hispanic,Race
31461,0.104851655,0.077942649,0.140266216,Hispanic,Race
33961,0.09764818,0.07170869,0.132112739,Hispanic,Race
36461,0.108608335,0.081342975,0.143902768,Hispanic,Race
38961,0.109056331,0.080943356,0.145823309,Hispanic,Race
41461,0.104475808,0.076217148,0.141676326,Hispanic,Race
43961,0.097659744,0.072671127,0.130446661,Hispanic,Race
46461,0.101145992,0.068342742,0.147342377,Hispanic,Race
48961,0.110685088,0.076393171,0.158006945,Hispanic,Race
51461,0.110578997,0.08276552,0.1461255,Hispanic,Race
53961,0.091786601,0.066205643,0.126175921,Hispanic,Race
56461,0.074517558,0.056896203,0.097034914,Hispanic,Race
58961,0.075715591,0.054665325,0.104364302,Hispanic,Race
61461,0.076121112,0.050132408,0.114872916,Hispanic,Race
63961,0.108100776,0.081930829,0.141342864,Hispanic,Race
66461,0.093707446,0.061528571,0.139849215,Hispanic,Race
76461,0.098159941,0.058011233,0.161335961,Hispanic,Race
81461,0.084970902,0.050508078,0.139493848,Hispanic,Race
-23539,0.105631444,0.074181046,0.148164111,Multi,Race
-21039,0.098836561,0.062043419,0.156409945,Multi,Race
-18539,0.109791881,0.069635837,0.172532445,Multi,Race
-16039,0.097694336,0.063473442,0.150219557,Multi,Race
-13539,0.102844552,0.06813209,0.154409023,Multi,Race
-11039,0.124295472,0.082390642,0.184370952,Multi,Race
-8539,0.096886628,0.065124113,0.142577466,Multi,Race
-6039,0.119331469,0.080000446,0.177458326,Multi,Race
-3539,0.084768517,0.05565321,0.129160142,Multi,Race
-1039,0.102139245,0.069480274,0.14971347,Multi,Race
1461,0.105750187,0.074199281,0.148704711,Multi,Race
3961,0.091990907,0.064957248,0.12863697,Multi,Race
6461,0.100460065,0.070921101,0.140680346,Multi,Race
8961,0.105590864,0.073439718,0.149990486,Multi,Race
11461,0.101527602,0.069253585,0.1472707,Multi,Race
13961,0.094665752,0.066011574,0.134138542,Multi,Race
16461,0.090245891,0.060061082,0.133219172,Multi,Race
18961,0.087242951,0.061155811,0.123141111,Multi,Race
21461,0.102687801,0.069057071,0.160378062,Multi,Race
23961,0.106882802,0.072552078,0.154008472,Multi,Race
26461,0.078664638,0.054608906,0.11204758,Multi,Race
28961,0.079160603,0.056644421,0.109632066,Multi,Race
31461,0.089147516,0.061753093,0.127130604,Multi,Race
33961,0.105774,0.074432699,0.148369866,Multi,Race
36461,0.103691965,0.067399393,0.154728158,Multi,Race
38961,0.108094376,0.077479219,0.149117664,Multi,Race
41461,0.10422467,0.069647725,0.152122498,Multi,Race
43961,0.09977728,0.068923496,0.142882823,Multi,Race
46461,0.106166674,0.076432339,0.145582702,Multi,Race
48961,0.127083147,0.090652984,0.17521533,Multi,Race
51461,0.101215109,0.069604135,0.145127667,Multi,Race
53961,0.087253436,0.05861386,0.128495702,Multi,Race
56461,0.165368281,0.108257581,0.244351744,Multi,Race
63961,0.065236734,0.042847977,0.09812468,Multi,Race
68961,0.066157317,0.042767672,0.100989212,Multi,Race
-23539,0.07540722,0.03222892,0.166481827,Native American,Race
-18539,0.131606628,0.063539705,0.252898522,Native American,Race
-16039,0.137687251,0.059575043,0.285179354,Native American,Race
-13539,0.140593982,0.017724769,0.597288036,Native American,Race
-8539,0.088679198,0.041624633,0.17899198,Native American,Race
-6039,0.146875826,0.071764555,0.277130442,Native American,Race
-3539,0.171608076,0.082224144,0.322148702,Native American,Race
-1039,0.129964252,0.06378954,0.244718736,Native American,Race
1461,0.208564257,0.104861954,0.372181415,Native American,Race
3961,0.157496617,0.077315166,0.290816082,Native American,Race
6461,0.160541263,0.080047319,0.295918261,Native American,Race
8961,0.144355152,0.071901738,0.268115258,Native American,Race
11461,0.156918773,0.078791236,0.287517653,Native American,Race
13961,0.103705735,0.049907593,0.202161784,Native American,Race
16461,0.187195684,0.095121317,0.335455122,Native American,Race
18961,0.19488778,0.0968718,0.353236518,Native American,Race
21461,0.110714821,0.054107229,0.213074475,Native American,Race
23961,0.201060512,0.098415353,0.367164286,Native American,Race
26461,0.118475308,0.056558078,0.231541022,Native American,Race
31461,0.098735778,0.045979939,0.199372209,Native American,Race
33961,0.158853845,0.079609564,0.291114466,Native American,Race
36461,0.143909324,0.069284727,0.274487585,Native American,Race
38961,0.198491254,0.100466567,0.354561182,Native American,Race
41461,0.110307982,0.054158998,0.211643393,Native American,Race
58961,0.126493511,0.058200091,0.253365402,Native American,Race
-23539,0.090959466,0.046454225,0.170479692,Other,Race
-21039,0.173058138,0.092736201,0.299949311,Other,Race
-18539,0.108319382,0.058394719,0.191504834,Other,Race
-13539,0.145520731,0.079585567,0.251260842,Other,Race
-8539,0.107291419,0.05910062,0.18696872,Other,Race
-6039,0.09313808,0.049323412,0.168956746,Other,Race
-3539,0.152484144,0.084343155,0.260042082,Other,Race
-1039,0.124562396,0.069767075,0.210956647,Other,Race
3961,0.158832004,0.08807909,0.264918421,Other,Race
6461,0.099774055,0.052709927,0.179827333,Other,Race
8961,0.13962753,0.073405479,0.246461639,Other,Race
11461,0.083949677,0.044691814,0.151003021,Other,Race
13961,0.102107053,0.055578052,0.179838565,Other,Race
16461,0.192948098,0.110432952,0.315074402,Other,Race
18961,0.124840526,0.066300468,0.221270743,Other,Race
21461,0.097449082,0.052436127,0.173122892,Other,Race
23961,0.156688129,0.07349059,0.288605866,Other,Race
26461,0.148183597,0.082917388,0.250635214,Other,Race
28961,0.147502251,0.083439631,0.246457509,Other,Race
31461,0.123574394,0.06724152,0.214375478,Other,Race
33961,0.097373347,0.054118403,0.167485669,Other,Race
36461,0.099458566,0.05495395,0.172807085,Other,Race
38961,0.121264493,0.06651592,0.210368962,Other,Race
41461,0.109224862,0.056466279,0.200787753,Other,Race
43961,0.162403488,0.090106557,0.274299174,Other,Race
46461,0.210161961,0.105658223,0.365822518,Other,Race
51461,0.120471086,0.063995148,0.215058768,Other,Race
53961,0.165300498,0.092206917,0.277829743,Other,Race
58961,0.012934613,0.004753796,0.034702918,Other,Race
63961,0.002924231,0.000751824,0.011302836,Other,Race
66461,0.151515489,0.08475356,0.256148831,Other,Race
76461,0.108950119,0.057622626,0.196466016,Other,Race
-23539,0.078304598,0.052627231,0.115953381,White,Race
-21039,0.093576556,0.06322947,0.137933885,White,Race
-18539,0.101571359,0.067788242,0.150031409,White,Race
-16039,0.091384223,0.066781221,0.125669382,White,Race
-13539,0.105336077,0.069977447,0.16857999,White,Race
-11039,0.091220234,0.065093827,0.127855178,White,Race
-8539,0.095885264,0.064578797,0.143603889,White,Race
-6039,0.112266003,0.08189562,0.153808891,White,Race
-3539,0.111706633,0.080190611,0.156828449,White,Race
-1039,0.082042741,0.060289706,0.111583266,White,Race
1461,0.084317976,0.059574455,0.12248025,White,Race
3961,0.091299367,0.064749621,0.127400677,White,Race
6461,0.082344835,0.059964761,0.112554286,White,Race
8961,0.092718281,0.065010845,0.130295058,White,Race
11461,0.088887576,0.064626831,0.12142192,White,Race
13961,0.093199462,0.067995766,0.127675049,White,Race
16461,0.086563923,0.064160522,0.116659689,White,Race
18961,0.095792567,0.071684159,0.127301648,White,Race
21461,0.093396505,0.067758858,0.128280889,White,Race
23961,0.090122298,0.065982674,0.122440355,White,Race
26461,0.104082988,0.077019763,0.139262357,White,Race
28961,0.09276036,0.069907021,0.122310918,White,Race
31461,0.101798386,0.076172596,0.135194772,White,Race
33961,0.096461953,0.071935042,0.128350004,White,Race
36461,0.107491881,0.0781741,0.146250992,White,Race
38961,0.095871193,0.068972913,0.131143673,White,Race
41461,0.105803599,0.08017607,0.13846947,White,Race
43961,0.113261262,0.085749756,0.148373259,White,Race
46461,0.097112855,0.072597521,0.128853215,White,Race
48961,0.100356388,0.07485927,0.133124383,White,Race
51461,0.110874631,0.075264225,0.161315903,White,Race
53961,0.089827945,0.064114336,0.124578241,White,Race
56461,0.108887673,0.076275689,0.153020035,White,Race
61461,0.082709175,0.056910678,0.118692569,White,Race
63961,0.131124289,0.086896042,0.193103103,White,Race
66461,0.099050421,0.071572788,0.13550447,White,Race
68961,0.070311272,0.049405318,0.099148341,White,Race
71461,0.054005838,0.038031966,0.076157765,White,Race
73961,0.142300495,0.070684468,0.265728607,White,Race
76461,0.09791845,0.070371964,0.134698411,White,Race
81461,0.203089439,0.104665736,0.357147454,White,Race
86461,0.133536388,0.06658178,0.249801767,White,Race
91461,0.045306872,0.026990616,0.075093546,White,Race
