Total_Crimes_Group,PredictedProb,LL,UL,Grouping_Var,Grouping
82,0.099739584,0.072223403,0.137326633,No Change,Relationship_Status
87,0.08772876,0.063433995,0.121222319,No Change,Relationship_Status
92,0.091991966,0.066780551,0.126704383,No Change,Relationship_Status
97,0.089950473,0.063847036,0.126300636,No Change,Relationship_Status
102,0.099969915,0.07364207,0.13491242,No Change,Relationship_Status
107,0.096555947,0.069363451,0.134367717,No Change,Relationship_Status
112,0.08370107,0.057905733,0.120328529,No Change,Relationship_Status
117,0.089398333,0.062206444,0.127564628,No Change,Relationship_Status
122,0.090688292,0.06348329,0.128731066,No Change,Relationship_Status
127,0.071689944,0.047196724,0.10853928,No Change,Relationship_Status
132,0.071493038,0.048810957,0.103762913,No Change,Relationship_Status
137,0.09052239,0.062258696,0.129957797,No Change,Relationship_Status
142,0.074363305,0.047695031,0.115511857,No Change,Relationship_Status
147,0.138986454,0.096052609,0.196732579,No Change,Relationship_Status
152,0.089748164,0.061285812,0.128160392,No Change,Relationship_Status
157,0.125247643,0.076885741,0.195065876,No Change,Relationship_Status
162,0.0720218,0.046057109,0.109276269,No Change,Relationship_Status
167,0.044002958,0.027312611,0.071541314,No Change,Relationship_Status
172,0.101092184,0.062354994,0.159275656,No Change,Relationship_Status
177,0.027134844,0.014891992,0.04929068,No Change,Relationship_Status
182,0.085353346,0.055041364,0.130224287,No Change,Relationship_Status
187,0.153157713,0.087432056,0.244187057,No Change,Relationship_Status
192,0.118760453,0.065171629,0.207089422,No Change,Relationship_Status
197,0.094715406,0.060660641,0.144859516,No Change,Relationship_Status
202,0.107493108,0.037853194,0.237224372,No Change,Relationship_Status
207,0.130300346,0.053679432,0.2587239,No Change,Relationship_Status
212,0.070916721,0.042498748,0.115657518,No Change,Relationship_Status
222,0.037361109,0.020705212,0.066753542,No Change,Relationship_Status
227,0.037740798,0.019585145,0.07162718,No Change,Relationship_Status
232,0.086176296,0.050341731,0.142444462,No Change,Relationship_Status
237,0.020045278,0.010861855,0.036852865,No Change,Relationship_Status
242,0.007102022,0.003104539,0.01616331,No Change,Relationship_Status
247,0.05861738,0.032411167,0.103105059,No Change,Relationship_Status
252,0.117405855,0.063915103,0.205820205,No Change,Relationship_Status
257,0.013141218,0.00644896,0.027481118,No Change,Relationship_Status
267,0.054438023,0.029339734,0.098066265,No Change,Relationship_Status
287,0.07237375,0.037663068,0.134595347,No Change,Relationship_Status
292,0.019187175,0.008682162,0.041824091,No Change,Relationship_Status
302,0.031506452,0.0168474,0.058156048,No Change,Relationship_Status
332,0.002924231,0.000751824,0.011302836,No Change,Relationship_Status
337,0.022344705,0.011399031,0.043568911,No Change,Relationship_Status
347,0.302657865,0.114713543,0.592455801,No Change,Relationship_Status
357,0.181360697,0.083774033,0.349287735,No Change,Relationship_Status
397,0.087851291,0.033123685,0.213052391,No Change,Relationship_Status
497,0.071958134,0.026974631,0.176715473,No Change,Relationship_Status
NA,0.012704713,0.004291139,0.037001689,No Change,Relationship_Status
2,0.248521807,0.144108362,0.392375782,Got Divorced,Relationship_Status
7,0.268101838,0.158055074,0.416970474,Got Divorced,Relationship_Status
12,0.160360033,0.090228098,0.268892201,Got Divorced,Relationship_Status
17,0.242581208,0.141988281,0.38175452,Got Divorced,Relationship_Status
22,0.288151515,0.171730675,0.441368776,Got Divorced,Relationship_Status
27,0.234678041,0.132621324,0.378138514,Got Divorced,Relationship_Status
32,0.311578879,0.185458553,0.473598942,Got Divorced,Relationship_Status
37,0.216206063,0.123609284,0.35073851,Got Divorced,Relationship_Status
42,0.15706106,0.087636158,0.265480614,Got Divorced,Relationship_Status
47,0.14982528,0.081524995,0.25869688,Got Divorced,Relationship_Status
52,0.192420832,0.105649948,0.32309433,Got Divorced,Relationship_Status
57,0.163056749,0.092031276,0.272461142,Got Divorced,Relationship_Status
62,0.276736483,0.160237265,0.434146778,Got Divorced,Relationship_Status
67,0.176824078,0.09767872,0.296729182,Got Divorced,Relationship_Status
72,0.176635716,0.097264232,0.300339525,Got Divorced,Relationship_Status
77,0.193897244,0.101207635,0.343274363,Got Divorced,Relationship_Status
82,0.243253995,0.134648828,0.399806868,Got Divorced,Relationship_Status
92,0.152113673,0.082859185,0.262673584,Got Divorced,Relationship_Status
117,0.211426135,0.112212259,0.362539163,Got Divorced,Relationship_Status
127,0.224751971,0.120204441,0.380865662,Got Divorced,Relationship_Status
2,0.170429137,0.091724097,0.292733069,Got Married,Relationship_Status
7,0.209966325,0.109815069,0.360997026,Got Married,Relationship_Status
12,0.163258545,0.090713216,0.275641073,Got Married,Relationship_Status
17,0.207118825,0.116747742,0.340498846,Got Married,Relationship_Status
22,0.198532785,0.107542972,0.336122725,Got Married,Relationship_Status
27,0.171752097,0.096307202,0.28718088,Got Married,Relationship_Status
32,0.095949747,0.049458259,0.177982191,Got Married,Relationship_Status
37,0.156430672,0.085185651,0.268506697,Got Married,Relationship_Status
42,0.138681738,0.071930778,0.249807187,Got Married,Relationship_Status
47,0.146571361,0.077664177,0.258207606,Got Married,Relationship_Status
52,0.131805815,0.069688598,0.233742141,Got Married,Relationship_Status
57,0.124641421,0.065327636,0.223905858,Got Married,Relationship_Status
62,0.119383389,0.063188255,0.214131248,Got Married,Relationship_Status
67,0.096870787,0.052067308,0.17318379,Got Married,Relationship_Status
72,0.140821181,0.074139192,0.249602877,Got Married,Relationship_Status
77,0.140517817,0.075057863,0.247886887,Got Married,Relationship_Status
87,0.088887361,0.045684101,0.165826597,Got Married,Relationship_Status
97,0.101662806,0.052870781,0.186610997,Got Married,Relationship_Status
102,0.142656105,0.076293062,0.251055353,Got Married,Relationship_Status
2,0.137022434,0.101025849,0.185302611,No Change,Dependent_Status
7,0.133857792,0.102302839,0.175295918,No Change,Dependent_Status
12,0.128788235,0.099842867,0.16628399,No Change,Dependent_Status
17,0.124507917,0.095903636,0.1610869,No Change,Dependent_Status
22,0.121634875,0.093060504,0.160015542,No Change,Dependent_Status
27,0.119032207,0.090612488,0.156050276,No Change,Dependent_Status
32,0.117920205,0.089472441,0.155397038,No Change,Dependent_Status
37,0.11412971,0.086543138,0.150728262,No Change,Dependent_Status
42,0.107379809,0.081490733,0.141453536,No Change,Dependent_Status
47,0.107420672,0.080803582,0.143215613,No Change,Dependent_Status
52,0.107928677,0.08037807,0.144297624,No Change,Dependent_Status
57,0.106291899,0.079734514,0.142090222,No Change,Dependent_Status
62,0.099350773,0.073493454,0.13394977,No Change,Dependent_Status
67,0.094765531,0.070431243,0.127582971,No Change,Dependent_Status
72,0.097765132,0.072934399,0.131057991,No Change,Dependent_Status
77,0.10103213,0.075184225,0.135685704,No Change,Dependent_Status
82,0.098944704,0.071970999,0.135642466,No Change,Dependent_Status
87,0.086258375,0.06262485,0.118917773,No Change,Dependent_Status
92,0.090708683,0.06661465,0.123463166,No Change,Dependent_Status
97,0.085839565,0.061699796,0.119341584,No Change,Dependent_Status
102,0.09879648,0.072968811,0.133159772,No Change,Dependent_Status
107,0.091504054,0.066023006,0.127298321,No Change,Dependent_Status
112,0.072743806,0.050969955,0.10377203,No Change,Dependent_Status
117,0.089327843,0.062244503,0.127353459,No Change,Dependent_Status
122,0.086100303,0.060508751,0.122100146,No Change,Dependent_Status
127,0.067187901,0.045241123,0.09939662,No Change,Dependent_Status
132,0.072886386,0.049931178,0.105414871,No Change,Dependent_Status
137,0.089219301,0.061524506,0.127816539,No Change,Dependent_Status
142,0.074716203,0.048641844,0.113787385,No Change,Dependent_Status
147,0.144843272,0.100896192,0.203478844,No Change,Dependent_Status
152,0.089748164,0.061285812,0.128160392,No Change,Dependent_Status
157,0.125247643,0.076885741,0.195065876,No Change,Dependent_Status
162,0.042676373,0.027358859,0.066434403,No Change,Dependent_Status
167,0.047930768,0.03091756,0.074745379,No Change,Dependent_Status
172,0.097133668,0.060943501,0.150855373,No Change,Dependent_Status
177,0.029468726,0.016456851,0.052338057,No Change,Dependent_Status
182,0.085353346,0.055041364,0.130224287,No Change,Dependent_Status
187,0.167954775,0.093573524,0.269866134,No Change,Dependent_Status
192,0.127360508,0.06866787,0.224933224,No Change,Dependent_Status
197,0.094715406,0.060660641,0.144859516,No Change,Dependent_Status
202,0.107493108,0.037853194,0.237224372,No Change,Dependent_Status
207,0.013648416,0.006843637,0.027035151,No Change,Dependent_Status
212,0.070916721,0.042498748,0.115657518,No Change,Dependent_Status
222,0.037361109,0.020705212,0.066753542,No Change,Dependent_Status
227,0.037740798,0.019585145,0.07162718,No Change,Dependent_Status
232,0.072437497,0.041214753,0.122640022,No Change,Dependent_Status
237,0.007764974,0.003582336,0.016749057,No Change,Dependent_Status
242,0.007102022,0.003104539,0.01616331,No Change,Dependent_Status
247,0.05861738,0.032411167,0.103105059,No Change,Dependent_Status
252,0.117405855,0.063915103,0.205820205,No Change,Dependent_Status
257,0.013210086,0.007014014,0.025073851,No Change,Dependent_Status
267,0.054438023,0.029339734,0.098066265,No Change,Dependent_Status
287,0.069778751,0.036900599,0.12804246,No Change,Dependent_Status
292,0.013020655,0.00579063,0.029014448,No Change,Dependent_Status
302,0.031506452,0.0168474,0.058156048,No Change,Dependent_Status
332,0.002924231,0.000751824,0.011302836,No Change,Dependent_Status
337,0.022344705,0.011399031,0.043568911,No Change,Dependent_Status
347,0.302657865,0.114713543,0.592455801,No Change,Dependent_Status
357,0.181360697,0.083774033,0.349287735,No Change,Dependent_Status
397,0.087851291,0.033123685,0.213052391,No Change,Dependent_Status
497,0.071958134,0.026974631,0.176715473,No Change,Dependent_Status
NA,0.012704713,0.004291139,0.037001689,No Change,Dependent_Status
2,0.163300676,0.108074687,0.238008273,Empty Nester,Dependent_Status
7,0.137215001,0.09429094,0.195634888,Empty Nester,Dependent_Status
12,0.140436652,0.097906207,0.198192113,Empty Nester,Dependent_Status
17,0.118821444,0.079980326,0.182841647,Empty Nester,Dependent_Status
22,0.136848006,0.094760186,0.193152732,Empty Nester,Dependent_Status
27,0.123625607,0.086806146,0.173467902,Empty Nester,Dependent_Status
32,0.111818179,0.077008786,0.161073574,Empty Nester,Dependent_Status
37,0.112397411,0.077932466,0.160489776,Empty Nester,Dependent_Status
42,0.11673689,0.080477781,0.167309575,Empty Nester,Dependent_Status
47,0.113194725,0.077557063,0.162919894,Empty Nester,Dependent_Status
52,0.124623042,0.086520039,0.176980214,Empty Nester,Dependent_Status
57,0.111920558,0.076349785,0.161691362,Empty Nester,Dependent_Status
62,0.101316075,0.067079117,0.152171247,Empty Nester,Dependent_Status
67,0.093653461,0.063705335,0.135664318,Empty Nester,Dependent_Status
72,0.095856007,0.064050452,0.141447037,Empty Nester,Dependent_Status
77,0.117196817,0.079423627,0.170605481,Empty Nester,Dependent_Status
82,0.117772854,0.076999038,0.174845718,Empty Nester,Dependent_Status
87,0.111032209,0.078281131,0.155285225,Empty Nester,Dependent_Status
92,0.102495184,0.065230037,0.160195579,Empty Nester,Dependent_Status
97,0.106098902,0.070020595,0.158561671,Empty Nester,Dependent_Status
102,0.091249062,0.061604098,0.133296456,Empty Nester,Dependent_Status
107,0.153706147,0.108458442,0.213293433,Empty Nester,Dependent_Status
112,0.129422689,0.087156935,0.187590761,Empty Nester,Dependent_Status
117,0.120663044,0.074298762,0.188578333,Empty Nester,Dependent_Status
122,0.139136017,0.096001406,0.197202663,Empty Nester,Dependent_Status
127,0.195183281,0.116151618,0.309350482,Empty Nester,Dependent_Status
132,0.05337952,0.034248072,0.082287461,Empty Nester,Dependent_Status
142,0.069993812,0.040709143,0.122445621,Empty Nester,Dependent_Status
147,0.075764661,0.050028306,0.113163566,Empty Nester,Dependent_Status
162,0.105283626,0.070724989,0.153931588,Empty Nester,Dependent_Status
167,0.039422662,0.020047341,0.076070194,Empty Nester,Dependent_Status
172,0.102966458,0.063410691,0.162905386,Empty Nester,Dependent_Status
177,0.013131554,0.005502836,0.031006414,Empty Nester,Dependent_Status
187,0.076821888,0.047149192,0.122762767,Empty Nester,Dependent_Status
207,0.246952275,0.100515226,0.490412649,Empty Nester,Dependent_Status
232,0.127392693,0.077722663,0.201857781,Empty Nester,Dependent_Status
257,0.012934613,0.004753796,0.034702918,Empty Nester,Dependent_Status
287,0.078833299,0.040105564,0.149147527,Empty Nester,Dependent_Status
292,0.025353695,0.011573694,0.054633733,Empty Nester,Dependent_Status
2,0.163007977,0.10906662,0.237937463,Had Child,Dependent_Status
7,0.180578192,0.12264103,0.25868103,Had Child,Dependent_Status
12,0.16317327,0.118884209,0.220006046,Had Child,Dependent_Status
17,0.151977443,0.10556841,0.22528683,Had Child,Dependent_Status
22,0.152907899,0.104663045,0.219774479,Had Child,Dependent_Status
27,0.16128463,0.11469537,0.222905246,Had Child,Dependent_Status
32,0.137493972,0.096134121,0.193393763,Had Child,Dependent_Status
37,0.136788457,0.095141624,0.193070368,Had Child,Dependent_Status
42,0.122945339,0.086392868,0.172393999,Had Child,Dependent_Status
47,0.164013728,0.111291329,0.237453699,Had Child,Dependent_Status
52,0.138076261,0.095294732,0.195331164,Had Child,Dependent_Status
57,0.153393679,0.10729918,0.215278329,Had Child,Dependent_Status
62,0.119809391,0.082388132,0.172159105,Had Child,Dependent_Status
67,0.164629608,0.104747262,0.250065811,Had Child,Dependent_Status
72,0.122658046,0.082259,0.18006283,Had Child,Dependent_Status
77,0.103565101,0.070650167,0.14937697,Had Child,Dependent_Status
82,0.126669771,0.085470713,0.185831673,Had Child,Dependent_Status
87,0.088548594,0.056750205,0.137312367,Had Child,Dependent_Status
92,0.106269031,0.073300002,0.1520754,Had Child,Dependent_Status
97,0.137956419,0.091432008,0.202913542,Had Child,Dependent_Status
102,0.159295954,0.107434735,0.22957479,Had Child,Dependent_Status
107,0.09276614,0.065116508,0.130461439,Had Child,Dependent_Status
112,0.117925934,0.079492009,0.172498383,Had Child,Dependent_Status
122,0.080964624,0.054963305,0.117775343,Had Child,Dependent_Status
127,0.092258255,0.044079695,0.181031178,Had Child,Dependent_Status
137,0.125705782,0.082081831,0.18777177,Had Child,Dependent_Status
142,0.079220405,0.051251864,0.120613522,Had Child,Dependent_Status
147,0.147170076,0.099690432,0.211532024,Had Child,Dependent_Status
162,0.273523395,0.170975227,0.407355879,Had Child,Dependent_Status
167,0.02501639,0.012948187,0.047788045,Had Child,Dependent_Status
172,0.178388231,0.089529163,0.32405159,Had Child,Dependent_Status
187,0.140711171,0.090866115,0.211536879,Had Child,Dependent_Status
192,0.101560344,0.058179148,0.171401819,Had Child,Dependent_Status
237,0.032325582,0.018141374,0.056956673,Had Child,Dependent_Status
287,0.071104198,0.036745511,0.13314894,Had Child,Dependent_Status
2,0.133776356,0.092521072,0.189523944,Asian,Race
7,0.121963513,0.08645044,0.1697266,Asian,Race
12,0.127294119,0.088344953,0.181084447,Asian,Race
17,0.118250451,0.083457619,0.165156582,Asian,Race
22,0.126635827,0.087244056,0.180640862,Asian,Race
27,0.130982781,0.088225297,0.189549055,Asian,Race
32,0.121981476,0.084295663,0.173290318,Asian,Race
37,0.108515183,0.075015914,0.154231356,Asian,Race
42,0.119710435,0.081363565,0.173140755,Asian,Race
47,0.096203743,0.064291731,0.142648578,Asian,Race
52,0.095204723,0.063094575,0.141348335,Asian,Race
57,0.09493009,0.063330612,0.140268173,Asian,Race
62,0.082103026,0.054386405,0.122534674,Asian,Race
67,0.088245484,0.060830387,0.126642727,Asian,Race
72,0.083556897,0.057569486,0.119950936,Asian,Race
77,0.085628496,0.060556551,0.119616427,Asian,Race
82,0.103587506,0.071368796,0.149023813,Asian,Race
87,0.058764499,0.034093308,0.101050413,Asian,Race
92,0.070995196,0.045491879,0.109592727,Asian,Race
97,0.081059277,0.051896053,0.124758449,Asian,Race
102,0.143447802,0.099260819,0.201915988,Asian,Race
112,0.056602921,0.03708363,0.085496215,Asian,Race
162,0.016167711,0.008757918,0.029659112,Asian,Race
172,0.071811995,0.043302688,0.117276228,Asian,Race
177,0.037105431,0.019785942,0.068525564,Asian,Race
192,0.154424309,0.088078051,0.254840806,Asian,Race
202,0.03269692,0.016192298,0.064914485,Asian,Race
212,0.096391441,0.058401701,0.154896483,Asian,Race
227,0.014358283,0.006545829,0.03120206,Asian,Race
232,0.142424241,0.080170272,0.240386296,Asian,Race
247,0.105989253,0.05957053,0.181594089,Asian,Race
252,0.117405855,0.063915103,0.205820205,Asian,Race
267,0.086660539,0.047332432,0.153396911,Asian,Race
287,0.072796934,0.03796892,0.135077482,Asian,Race
397,0.087851291,0.033123685,0.213052391,Asian,Race
2,0.156978808,0.119847508,0.204191044,Black,Race
7,0.153199636,0.12022405,0.194344513,Black,Race
12,0.148477541,0.118601768,0.185931913,Black,Race
17,0.139571634,0.110723022,0.177179804,Black,Race
22,0.141622501,0.110153782,0.182742921,Black,Race
27,0.135819187,0.10653964,0.172405936,Black,Race
32,0.132632917,0.10444942,0.167994109,Black,Race
37,0.127957708,0.100633958,0.162564395,Black,Race
42,0.116224251,0.091366993,0.147576716,Black,Race
47,0.12457417,0.096155109,0.161224004,Black,Race
52,0.120239539,0.092510368,0.155468413,Black,Race
57,0.121785077,0.093940863,0.157532741,Black,Race
62,0.112586338,0.085477428,0.14788756,Black,Race
67,0.109102912,0.083694945,0.141860996,Black,Race
72,0.113873425,0.086448331,0.149422753,Black,Race
77,0.110259741,0.084151261,0.14431445,Black,Race
82,0.106887008,0.079313641,0.143452722,Black,Race
87,0.098300671,0.073537164,0.130692892,Black,Race
92,0.10818258,0.081485897,0.143207977,Black,Race
97,0.100147299,0.072889657,0.137489609,Black,Race
102,0.109630282,0.082577024,0.144955299,Black,Race
107,0.109651826,0.080238813,0.149868315,Black,Race
112,0.102324267,0.071846989,0.144771325,Black,Race
117,0.089084253,0.063942657,0.123002242,Black,Race
122,0.097648082,0.068715269,0.138184243,Black,Race
127,0.095633942,0.05971026,0.150870724,Black,Race
132,0.085309416,0.057810246,0.124432067,Black,Race
137,0.089684904,0.06454438,0.123736554,Black,Race
142,0.092775766,0.060908262,0.13967382,Black,Race
147,0.134350188,0.094654042,0.187939898,Black,Race
152,0.115447317,0.079733616,0.162344062,Black,Race
157,0.141761226,0.085682557,0.221455425,Black,Race
162,0.080662273,0.051743058,0.121628711,Black,Race
167,0.056698662,0.036960482,0.087732726,Black,Race
172,0.098604319,0.062173003,0.153544897,Black,Race
177,0.028973876,0.016991277,0.048955382,Black,Race
182,0.024638425,0.012802725,0.046896066,Black,Race
187,0.189545784,0.105836234,0.301864303,Black,Race
192,0.047432742,0.019358786,0.111586655,Black,Race
197,0.215487268,0.145781379,0.306561771,Black,Race
202,0.144891203,0.048683643,0.323379316,Black,Race
207,0.246952275,0.100515226,0.490412649,Black,Race
212,0.030440191,0.018849505,0.04929894,Black,Race
222,0.012879797,0.006197536,0.026564325,Black,Race
227,0.016313399,0.007403858,0.035560267,Black,Race
232,0.067426981,0.040398884,0.109797184,Black,Race
237,0.032325582,0.018141374,0.056956673,Black,Race
247,0.008489141,0.003727665,0.019215312,Black,Race
257,0.013210086,0.007014014,0.025073851,Black,Race
267,0.007118632,0.003112791,0.016195192,Black,Race
287,0.071104198,0.036745511,0.13314894,Black,Race
292,0.019187175,0.008682162,0.041824091,Black,Race
302,0.031506452,0.0168474,0.058156048,Black,Race
337,0.022344705,0.011399031,0.043568911,Black,Race
357,0.181360697,0.083774033,0.349287735,Black,Race
497,0.122985009,0.047610292,0.282316905,Black,Race
2,0.133423317,0.100296687,0.175471342,Hispanic,Race
7,0.120074535,0.08962163,0.159506971,Hispanic,Race
12,0.116562601,0.086760901,0.155764273,Hispanic,Race
17,0.118080852,0.087479573,0.157756193,Hispanic,Race
22,0.116759957,0.086630585,0.155889232,Hispanic,Race
27,0.109895372,0.08178595,0.146666639,Hispanic,Race
32,0.110701164,0.082703627,0.147363384,Hispanic,Race
37,0.104710459,0.077381448,0.140785576,Hispanic,Race
42,0.108369672,0.0805052,0.144917963,Hispanic,Race
47,0.103007915,0.073312955,0.144311559,Hispanic,Race
52,0.10477384,0.075383506,0.145397958,Hispanic,Race
57,0.103485372,0.074627781,0.143408464,Hispanic,Race
62,0.083556334,0.061325027,0.11336752,Hispanic,Race
67,0.089330007,0.064841594,0.122481148,Hispanic,Race
72,0.083837505,0.059768681,0.116985523,Hispanic,Race
77,0.094470341,0.067148981,0.132708366,Hispanic,Race
82,0.101528678,0.071952575,0.141598102,Hispanic,Race
87,0.084271065,0.057521637,0.122831667,Hispanic,Race
92,0.080601215,0.058383327,0.110754432,Hispanic,Race
97,0.075131814,0.052040826,0.107570168,Hispanic,Race
102,0.075500285,0.054511937,0.103958875,Hispanic,Race
107,0.091343083,0.064584728,0.127936536,Hispanic,Race
112,0.073241985,0.050634756,0.104828568,Hispanic,Race
117,0.102687693,0.073608949,0.141724257,Hispanic,Race
122,0.069346664,0.04809649,0.098967176,Hispanic,Race
127,0.053443092,0.03728167,0.076110022,Hispanic,Race
132,0.060882971,0.04314414,0.085494785,Hispanic,Race
137,0.090403976,0.063629934,0.126684124,Hispanic,Race
142,0.049639995,0.034119035,0.071933243,Hispanic,Race
147,0.145181173,0.096507385,0.210318163,Hispanic,Race
152,0.05265469,0.034028001,0.080626463,Hispanic,Race
157,0.088136453,0.060751898,0.126254114,Hispanic,Race
162,0.058752109,0.037868705,0.090073889,Hispanic,Race
167,0.028749717,0.015262866,0.053601019,Hispanic,Race
172,0.167675451,0.098506319,0.272269246,Hispanic,Race
177,0.027887858,0.014170864,0.054153149,Hispanic,Race
182,0.133361329,0.085527541,0.202037072,Hispanic,Race
187,0.092510929,0.056758426,0.148058313,Hispanic,Race
197,0.034329475,0.018100273,0.064008388,Hispanic,Race
207,0.013648416,0.006843637,0.027035151,Hispanic,Race
222,0.062102783,0.031953245,0.117254259,Hispanic,Race
227,0.064606324,0.032638404,0.123875886,Hispanic,Race
237,0.007764974,0.003582336,0.016749057,Hispanic,Race
242,0.007102022,0.003104539,0.01616331,Hispanic,Race
2,0.136498816,0.094017743,0.194487441,Multi,Race
7,0.119489988,0.085473959,0.164645657,Multi,Race
12,0.11365786,0.080401717,0.158450986,Multi,Race
17,0.117426417,0.079938032,0.169817515,Multi,Race
22,0.105975891,0.073185657,0.15932102,Multi,Race
27,0.100657296,0.070707482,0.141789147,Multi,Race
32,0.094512369,0.066088562,0.134212083,Multi,Race
37,0.102638996,0.069385844,0.14983387,Multi,Race
42,0.091120187,0.062118677,0.132276113,Multi,Race
47,0.094972168,0.06492321,0.137979995,Multi,Race
52,0.081725301,0.057911755,0.114114935,Multi,Race
57,0.092537296,0.062824965,0.134712622,Multi,Race
62,0.08117541,0.054673879,0.119258424,Multi,Race
67,0.076483972,0.051483869,0.113565263,Multi,Race
72,0.076242737,0.050516756,0.114812737,Multi,Race
77,0.106385902,0.067833911,0.1581515,Multi,Race
82,0.085058598,0.056867853,0.124989923,Multi,Race
87,0.074487348,0.047520464,0.119238095,Multi,Race
92,0.069823607,0.045393888,0.106977103,Multi,Race
97,0.094111402,0.062872829,0.138396229,Multi,Race
102,0.042309541,0.028847711,0.061721174,Multi,Race
107,0.097567394,0.068232235,0.137651446,Multi,Race
112,0.051071276,0.033232728,0.077769292,Multi,Race
117,0.091037942,0.055222307,0.144262107,Multi,Race
122,0.078007126,0.051350666,0.116797449,Multi,Race
127,0.085940257,0.057780378,0.12545042,Multi,Race
132,0.045737477,0.029603882,0.07002908,Multi,Race
137,0.038121679,0.02268514,0.063381094,Multi,Race
142,0.06702067,0.037201721,0.120006918,Multi,Race
157,0.128120126,0.075613638,0.209324928,Multi,Race
167,0.03897986,0.024870365,0.060596553,Multi,Race
172,0.249792337,0.15605929,0.374819924,Multi,Race
177,0.024897437,0.013810471,0.044483485,Multi,Race
222,0.086063374,0.052980209,0.136820475,Multi,Race
227,0.055685187,0.031752488,0.095870508,Multi,Race
2,0.162796368,0.081036642,0.299610449,Native American,Race
7,0.173731146,0.081834339,0.354326459,Native American,Race
12,0.170734856,0.08456304,0.314720676,Native American,Race
17,0.192385361,0.094646735,0.35183219,Native American,Race
22,0.120810039,0.057310662,0.234641643,Native American,Race
27,0.145268299,0.071766524,0.271374049,Native American,Race
32,0.143909048,0.071002878,0.269215772,Native American,Race
37,0.126114798,0.059461079,0.247071836,Native American,Race
42,0.136810976,0.065123618,0.261020435,Native American,Race
47,0.088679198,0.041624633,0.17899198,Native American,Race
57,0.146875826,0.071764555,0.277130442,Native American,Race
67,0.223252822,0.108606607,0.404062431,Native American,Race
77,0.201860113,0.10249233,0.359028284,Native American,Race
82,0.07540722,0.03222892,0.166481827,Native American,Race
87,0.098735778,0.045979939,0.199372209,Native American,Race
92,0.164548285,0.081116985,0.304542603,Native American,Race
117,0.136790494,0.066819628,0.256240791,Native American,Race
2,0.152433746,0.08451356,0.258844704,Other,Race
7,0.212331797,0.112986865,0.358199829,Other,Race
12,0.161921713,0.09080919,0.272129185,Other,Race
17,0.170477601,0.096316377,0.28287264,Other,Race
22,0.159568904,0.088599526,0.270256667,Other,Race
27,0.154841104,0.085299064,0.264333598,Other,Race
32,0.144746559,0.080586941,0.245843728,Other,Race
37,0.133762946,0.072823333,0.232268844,Other,Race
42,0.148610605,0.084593501,0.247951171,Other,Race
47,0.118728818,0.063026589,0.21141742,Other,Race
52,0.126730864,0.066252423,0.225921455,Other,Race
57,0.07850063,0.041228272,0.144234857,Other,Race
62,0.126552071,0.068610092,0.221301676,Other,Race
67,0.11095635,0.060731782,0.194025184,Other,Race
72,0.097032462,0.052084779,0.173686018,Other,Race
77,0.086353802,0.045380042,0.15814449,Other,Race
82,0.134995617,0.074362709,0.231538575,Other,Race
87,0.037053015,0.016401343,0.08155214,Other,Race
92,0.053445604,0.027094637,0.102604288,Other,Race
97,0.090959466,0.046454225,0.170479692,Other,Race
102,0.073197428,0.038685997,0.134081397,Other,Race
107,0.053422335,0.027084159,0.102448617,Other,Race
112,0.067958661,0.034537086,0.12884872,Other,Race
117,0.025310117,0.012500852,0.050572488,Other,Race
137,0.142764637,0.078714644,0.239087923,Other,Race
142,0.031846461,0.01489833,0.066767798,Other,Race
177,0.013131554,0.005502836,0.031006414,Other,Race
257,0.012934613,0.004753796,0.034702918,Other,Race
332,0.002924231,0.000751824,0.011302836,Other,Race
347,0.302657865,0.114713543,0.592455801,Other,Race
2,0.120894451,0.087765412,0.168493433,White,Race
7,0.112769029,0.084521464,0.149118421,White,Race
12,0.101293382,0.075817976,0.134692193,White,Race
17,0.099068155,0.072388437,0.135011141,White,Race
22,0.094828143,0.070558199,0.126967387,White,Race
27,0.093295329,0.068415502,0.1266832,White,Race
32,0.097302773,0.071174255,0.132250145,White,Race
37,0.088284791,0.063780956,0.121726097,White,Race
42,0.083819999,0.061011282,0.115286404,White,Race
47,0.080620681,0.059056401,0.109963077,White,Race
52,0.094491003,0.063301615,0.135631794,White,Race
57,0.079150055,0.055433216,0.112950656,White,Race
62,0.086302071,0.058494327,0.125308341,White,Race
67,0.079070031,0.053305364,0.116143232,White,Race
72,0.079601715,0.055192813,0.115117219,White,Race
77,0.058228404,0.040915738,0.082538334,White,Race
82,0.058871893,0.040956908,0.084860068,White,Race
87,0.067043599,0.046942433,0.095908098,White,Race
92,0.059859322,0.04108388,0.086543744,White,Race
97,0.065635125,0.044841116,0.095383077,White,Race
102,0.081045159,0.056338298,0.114964499,White,Race
107,0.054842764,0.038029269,0.078747634,White,Race
112,0.063498987,0.044851649,0.089453073,White,Race
117,0.089163594,0.058957343,0.132005204,White,Race
122,0.082901436,0.057296765,0.118178652,White,Race
127,0.066641699,0.040812786,0.108837461,White,Race
132,0.029157852,0.018690988,0.045216032,White,Race
137,0.077385164,0.050156088,0.117158877,White,Race
142,0.068882033,0.043005011,0.108563427,White,Race
147,0.143603173,0.099566149,0.202732246,White,Race
152,0.024045026,0.01475241,0.038959644,White,Race
