Income_Change_Group,PredictedProb,LL,UL,Grouping_Var,Grouping
4670,0.120330209,0.065609807,0.209390938,Got Married,Relationship_Status
7170,0.180028007,0.100479723,0.300252778,Got Married,Relationship_Status
9670,0.158683872,0.087091447,0.271571343,Got Married,Relationship_Status
12170,0.15654665,0.086170712,0.267569783,Got Married,Relationship_Status
19670,0.205989542,0.115551307,0.340000362,Got Married,Relationship_Status
22170,0.142656105,0.076293062,0.251055353,Got Married,Relationship_Status
24670,0.198133357,0.110076039,0.330474588,Got Married,Relationship_Status
29670,0.185377007,0.098294634,0.322053826,Got Married,Relationship_Status
42170,0.142300495,0.070684468,0.265728607,Got Married,Relationship_Status
57170,0.203089439,0.104665736,0.357147454,Got Married,Relationship_Status
-75330,0.067974105,0.042454636,0.107117315,No Change,Dependent_Status
-67830,0.090200958,0.061903671,0.12964579,No Change,Dependent_Status
-62830,0.106718396,0.070101351,0.159581099,No Change,Dependent_Status
-57830,0.073294073,0.052172696,0.10204555,No Change,Dependent_Status
-55330,0.124481099,0.069741088,0.21302795,No Change,Dependent_Status
-52830,0.108542255,0.075056307,0.154387398,No Change,Dependent_Status
-50330,0.085406315,0.055605522,0.130145838,No Change,Dependent_Status
-47830,0.108675295,0.07740779,0.150193235,No Change,Dependent_Status
-45330,0.132132374,0.097318874,0.17758053,No Change,Dependent_Status
-42830,0.102749333,0.070334371,0.15010698,No Change,Dependent_Status
-40330,0.13681906,0.089421314,0.204653948,No Change,Dependent_Status
-37830,0.109471208,0.078199604,0.151793215,No Change,Dependent_Status
-35330,0.122032011,0.088453132,0.166362236,No Change,Dependent_Status
-32830,0.119672821,0.0874542,0.162757308,No Change,Dependent_Status
-30330,0.124981352,0.091064868,0.170656123,No Change,Dependent_Status
-27830,0.12221899,0.089199516,0.16725789,No Change,Dependent_Status
-25330,0.111232504,0.08032017,0.154344641,No Change,Dependent_Status
-22830,0.12122664,0.088805131,0.166456389,No Change,Dependent_Status
-20330,0.131634656,0.096928661,0.178437786,No Change,Dependent_Status
-17830,0.134787483,0.100462082,0.180142059,No Change,Dependent_Status
-15330,0.130244762,0.098060363,0.174679498,No Change,Dependent_Status
-12830,0.119863089,0.090786928,0.157689548,No Change,Dependent_Status
-10330,0.110115717,0.08221973,0.148864033,No Change,Dependent_Status
-7830,0.118582215,0.091024899,0.15377636,No Change,Dependent_Status
-5330,0.106423197,0.080668605,0.14024586,No Change,Dependent_Status
-2830,0.104003601,0.079494152,0.135979482,No Change,Dependent_Status
-330,0.096520622,0.072899584,0.127866354,No Change,Dependent_Status
2170,0.114216419,0.087909222,0.148185247,No Change,Dependent_Status
4670,0.117909573,0.09004868,0.154465133,No Change,Dependent_Status
7170,0.118472108,0.090826396,0.153998252,No Change,Dependent_Status
9670,0.117907414,0.088334324,0.158609672,No Change,Dependent_Status
12170,0.118540507,0.090093821,0.155206563,No Change,Dependent_Status
14670,0.127654449,0.096944638,0.167971415,No Change,Dependent_Status
17170,0.110818006,0.080764081,0.151734881,No Change,Dependent_Status
19670,0.128937309,0.096340915,0.171770543,No Change,Dependent_Status
22170,0.118131441,0.085002383,0.162640803,No Change,Dependent_Status
24670,0.119709217,0.086327163,0.166014485,No Change,Dependent_Status
27170,0.10411712,0.074950663,0.142984861,No Change,Dependent_Status
29670,0.144795073,0.093968197,0.218776838,No Change,Dependent_Status
32170,0.096443171,0.068626565,0.134630625,No Change,Dependent_Status
34670,0.139212665,0.091978702,0.209883742,No Change,Dependent_Status
37170,0.094540298,0.067183642,0.131643891,No Change,Dependent_Status
39670,0.114166246,0.079430247,0.16142902,No Change,Dependent_Status
42170,0.126220468,0.076481246,0.205833155,No Change,Dependent_Status
44670,0.1359698,0.094866644,0.191121448,No Change,Dependent_Status
47170,0.100378006,0.073909494,0.134944227,No Change,Dependent_Status
54670,0.131124289,0.086896042,0.193103103,No Change,Dependent_Status
57170,0.203089439,0.104665736,0.357147454,No Change,Dependent_Status
NA,0.099755913,0.056603138,0.169883014,No Change,Dependent_Status
-75330,0.086208269,0.04613225,0.155426292,Empty Nester,Dependent_Status
-62830,0.12302128,0.079298252,0.185982287,Empty Nester,Dependent_Status
-60330,0.120923388,0.067661952,0.206810657,Empty Nester,Dependent_Status
-52830,0.16517799,0.109074072,0.242291762,Empty Nester,Dependent_Status
-45330,0.115813972,0.073245444,0.17868065,Empty Nester,Dependent_Status
-42830,0.187134593,0.129319688,0.262989594,Empty Nester,Dependent_Status
-40330,0.115042704,0.077071287,0.168340997,Empty Nester,Dependent_Status
-37830,0.090631611,0.049205613,0.161027291,Empty Nester,Dependent_Status
-35330,0.241659839,0.115900341,0.538007031,Empty Nester,Dependent_Status
-32830,0.128438815,0.078155708,0.20863941,Empty Nester,Dependent_Status
-30330,0.121821761,0.081453278,0.178383876,Empty Nester,Dependent_Status
-27830,0.148634744,0.098625288,0.220217039,Empty Nester,Dependent_Status
-25330,0.11733593,0.07699907,0.175775283,Empty Nester,Dependent_Status
-22830,0.12389492,0.086108965,0.176168751,Empty Nester,Dependent_Status
-20330,0.107451609,0.072664696,0.157092757,Empty Nester,Dependent_Status
-17830,0.124118691,0.080562747,0.185982618,Empty Nester,Dependent_Status
-15330,0.140865707,0.099279201,0.196562538,Empty Nester,Dependent_Status
-12830,0.110871972,0.075287199,0.162482327,Empty Nester,Dependent_Status
-10330,0.123735234,0.086991649,0.173234832,Empty Nester,Dependent_Status
-7830,0.13447362,0.087155573,0.204122471,Empty Nester,Dependent_Status
-5330,0.123385663,0.084516284,0.176053113,Empty Nester,Dependent_Status
-2830,0.110050839,0.076128119,0.156685293,Empty Nester,Dependent_Status
-330,0.107846362,0.074681135,0.153883496,Empty Nester,Dependent_Status
2170,0.113930824,0.077125711,0.165829,Empty Nester,Dependent_Status
4670,0.11511974,0.080019009,0.163105128,Empty Nester,Dependent_Status
7170,0.120056261,0.085463492,0.166161499,Empty Nester,Dependent_Status
9670,0.146541023,0.100009531,0.208664296,Empty Nester,Dependent_Status
12170,0.113118744,0.079074065,0.159349162,Empty Nester,Dependent_Status
14670,0.125220568,0.076929211,0.193350893,Empty Nester,Dependent_Status
17170,0.15337726,0.110042701,0.209421469,Empty Nester,Dependent_Status
19670,0.126248374,0.083454765,0.187503648,Empty Nester,Dependent_Status
27170,0.092387401,0.059857639,0.139518409,Empty Nester,Dependent_Status
32170,0.116509239,0.082195156,0.162610424,Empty Nester,Dependent_Status
37170,0.116292566,0.075478853,0.174998121,Empty Nester,Dependent_Status
47170,0.163254754,0.109602319,0.236203825,Empty Nester,Dependent_Status
-52830,0.219087386,0.151690561,0.305590311,Had Child,Dependent_Status
-45330,0.167866432,0.116533774,0.235765598,Had Child,Dependent_Status
-42830,0.19028528,0.137341467,0.257545252,Had Child,Dependent_Status
-40330,0.138921446,0.089802904,0.211340236,Had Child,Dependent_Status
-37830,0.113757043,0.056858142,0.214637465,Had Child,Dependent_Status
-35330,0.141137524,0.091719388,0.215862398,Had Child,Dependent_Status
-32830,0.122798313,0.083290912,0.177467892,Had Child,Dependent_Status
-30330,0.185438215,0.123203855,0.272254342,Had Child,Dependent_Status
-27830,0.160249834,0.111390952,0.225264961,Had Child,Dependent_Status
-25330,0.148616284,0.100873637,0.216082631,Had Child,Dependent_Status
-22830,0.165305269,0.109281129,0.242302147,Had Child,Dependent_Status
-20330,0.154589687,0.109737963,0.213516993,Had Child,Dependent_Status
-17830,0.166155798,0.108918298,0.249733035,Had Child,Dependent_Status
-15330,0.153140051,0.109029653,0.211066854,Had Child,Dependent_Status
-12830,0.178093619,0.124200023,0.249513434,Had Child,Dependent_Status
-10330,0.176527597,0.128461662,0.237917993,Had Child,Dependent_Status
-7830,0.144815607,0.098462664,0.226781378,Had Child,Dependent_Status
-5330,0.132306839,0.091398648,0.188479326,Had Child,Dependent_Status
-2830,0.128825526,0.090531407,0.181240927,Had Child,Dependent_Status
-330,0.125558055,0.086319649,0.18024797,Had Child,Dependent_Status
2170,0.141582419,0.098715476,0.198948294,Had Child,Dependent_Status
4670,0.13197419,0.090614735,0.189284137,Had Child,Dependent_Status
7170,0.126051626,0.08457783,0.183649186,Had Child,Dependent_Status
9670,0.10996611,0.075332337,0.15798193,Had Child,Dependent_Status
12170,0.146246662,0.100540234,0.207824514,Had Child,Dependent_Status
14670,0.149204607,0.104352248,0.20834012,Had Child,Dependent_Status
17170,0.133485601,0.090254447,0.193195588,Had Child,Dependent_Status
19670,0.12417389,0.088571854,0.171395293,Had Child,Dependent_Status
22170,0.131120489,0.09057306,0.186028879,Had Child,Dependent_Status
24670,0.073928304,0.042311795,0.126059816,Had Child,Dependent_Status
32170,0.136420769,0.088063375,0.205352675,Had Child,Dependent_Status
42170,0.214722112,0.148201047,0.300565768,Had Child,Dependent_Status
49670,0.123960184,0.080071283,0.187015073,Had Child,Dependent_Status
-60330,0.120923388,0.067661952,0.206810657,Asian,Race
-50330,0.090861401,0.061720684,0.131827521,Asian,Race
-40330,0.183404263,0.104446119,0.301547095,Asian,Race
-37830,0.097210787,0.066662936,0.139641955,Asian,Race
-35330,0.125181545,0.086901908,0.177359269,Asian,Race
-32830,0.128736113,0.088429918,0.183829929,Asian,Race
-30330,0.1085523,0.073548061,0.157982489,Asian,Race
-27830,0.125205835,0.088279312,0.174559043,Asian,Race
-25330,0.108107601,0.072689609,0.159359361,Asian,Race
-22830,0.117827827,0.07968095,0.172049483,Asian,Race
-20330,0.107677762,0.073273239,0.156781284,Asian,Race
-17830,0.105866093,0.07226915,0.153165682,Asian,Race
-15330,0.123662213,0.079319842,0.187543324,Asian,Race
-12830,0.126697438,0.085389649,0.182796863,Asian,Race
-10330,0.119236535,0.08297957,0.168968494,Asian,Race
-7830,0.100307777,0.071031148,0.140023949,Asian,Race
-5330,0.125050765,0.086172621,0.177345627,Asian,Race
-2830,0.112519878,0.076767079,0.16267397,Asian,Race
-330,0.10698451,0.073392545,0.153457307,Asian,Race
2170,0.119871864,0.079669994,0.1775943,Asian,Race
4670,0.117443747,0.079160956,0.170460658,Asian,Race
7170,0.11206067,0.078913968,0.156717957,Asian,Race
9670,0.099319223,0.06834561,0.142460784,Asian,Race
12170,0.113128284,0.080488248,0.156801565,Asian,Race
14670,0.12465541,0.087289754,0.175178984,Asian,Race
17170,0.091903882,0.06384647,0.130403176,Asian,Race
19670,0.152994707,0.110600779,0.207729623,Asian,Race
22170,0.122460261,0.083164235,0.177482681,Asian,Race
27170,0.118930523,0.07886545,0.175472072,Asian,Race
29670,0.185377007,0.098294634,0.322053826,Asian,Race
32170,0.095526413,0.061337224,0.146097882,Asian,Race
-67830,0.090200958,0.061903671,0.12964579,Black,Race
-62830,0.113541511,0.074928297,0.168472203,Black,Race
-57830,0.073294073,0.052172696,0.10204555,Black,Race
-55330,0.138487115,0.080102456,0.228989204,Black,Race
-52830,0.201117587,0.137485065,0.284490794,Black,Race
-50330,0.103857919,0.07027863,0.152570675,Black,Race
-47830,0.130669947,0.095000014,0.176351112,Black,Race
-45330,0.144077782,0.107450273,0.191099129,Black,Race
-42830,0.17229088,0.124730251,0.233165034,Black,Race
-40330,0.139413314,0.101213935,0.190835582,Black,Race
-37830,0.113327693,0.080137797,0.160210798,Black,Race
-35330,0.141455351,0.096806609,0.213143282,Black,Race
-32830,0.11928825,0.090092764,0.157912391,Black,Race
-30330,0.140747705,0.102215436,0.192769888,Black,Race
-27830,0.137705952,0.101850281,0.1858067,Black,Race
-25330,0.1261052,0.092866983,0.171281169,Black,Race
-22830,0.139685627,0.104489897,0.18702101,Black,Race
-20330,0.14717329,0.11194251,0.192619377,Black,Race
-17830,0.145837185,0.110734286,0.191401028,Black,Race
-15330,0.141448927,0.109570134,0.181892921,Black,Race
-12830,0.138733681,0.106553411,0.17994355,Black,Race
-10330,0.123469978,0.095369367,0.15967413,Black,Race
-7830,0.128563509,0.101796539,0.163782728,Black,Race
-5330,0.115401994,0.090321822,0.14689759,Black,Race
-2830,0.11670852,0.092275574,0.147069446,Black,Race
-330,0.108571398,0.084721462,0.139107672,Black,Race
2170,0.127095117,0.100702553,0.159931299,Black,Race
4670,0.129608501,0.101999177,0.16399745,Black,Race
7170,0.134055486,0.105554699,0.169391159,Black,Race
9670,0.129623898,0.100123052,0.169482679,Black,Race
12170,0.133465516,0.103439155,0.171194153,Black,Race
14670,0.147911049,0.115668973,0.188065124,Black,Race
17170,0.124248111,0.095709654,0.159926065,Black,Race
19670,0.14004661,0.109133344,0.178274933,Black,Race
22170,0.125554897,0.094414259,0.165945297,Black,Race
24670,0.121035639,0.094960515,0.153176368,Black,Race
27170,0.116079277,0.083958532,0.158637272,Black,Race
29670,0.178317406,0.123104766,0.253593409,Black,Race
32170,0.111580194,0.081068724,0.152045894,Black,Race
34670,0.14116146,0.1099491,0.179381351,Black,Race
37170,0.105678984,0.072887044,0.151183135,Black,Race
39670,0.114166246,0.079430247,0.16142902,Black,Race
42170,0.162431276,0.115239536,0.223251735,Black,Race
47170,0.13181638,0.091755907,0.185574026,Black,Race
49670,0.123960184,0.080071283,0.187015073,Black,Race
NA,0.099755913,0.056603138,0.169883014,Black,Race
-75330,0.077091187,0.044293443,0.131271804,Hispanic,Race
-62830,0.145172175,0.098113491,0.209557386,Hispanic,Race
-52830,0.078643012,0.05298753,0.115209169,Hispanic,Race
-45330,0.158135482,0.10923948,0.223427882,Hispanic,Race
-42830,0.067993804,0.049243314,0.093751871,Hispanic,Race
-40330,0.100161325,0.072307278,0.137390967,Hispanic,Race
-37830,0.093926469,0.069474164,0.125799199,Hispanic,Race
-35330,0.146443503,0.107376694,0.196828525,Hispanic,Race
-32830,0.12608048,0.086415197,0.181914373,Hispanic,Race
-30330,0.114734502,0.083375094,0.156142504,Hispanic,Race
-27830,0.115146868,0.081474316,0.161073771,Hispanic,Race
-25330,0.11004536,0.078429548,0.153596637,Hispanic,Race
-22830,0.1104481,0.080686321,0.150350177,Hispanic,Race
-20330,0.118219717,0.086888103,0.160470333,Hispanic,Race
-17830,0.138704314,0.100634963,0.188941454,Hispanic,Race
-15330,0.127012819,0.090596976,0.176724382,Hispanic,Race
-12830,0.121385964,0.090627646,0.162274046,Hispanic,Race
-10330,0.09796454,0.070813675,0.134563209,Hispanic,Race
-7830,0.119597143,0.08493697,0.166511822,Hispanic,Race
-5330,0.095766947,0.070006531,0.130377832,Hispanic,Race
-2830,0.093590673,0.069298804,0.125834603,Hispanic,Race
-330,0.092732143,0.06885188,0.124389776,Hispanic,Race
2170,0.098166127,0.073104107,0.131109814,Hispanic,Race
4670,0.10514201,0.077047602,0.142541939,Hispanic,Race
7170,0.101449181,0.074211173,0.137525093,Hispanic,Race
9670,0.107507818,0.078516279,0.146060445,Hispanic,Race
12170,0.106487984,0.07728281,0.145915428,Hispanic,Race
14670,0.094509391,0.067688249,0.130680593,Hispanic,Race
17170,0.094195995,0.070401196,0.125170221,Hispanic,Race
19670,0.096914568,0.070466208,0.132434229,Hispanic,Race
22170,0.085474154,0.060825734,0.119060108,Hispanic,Race
24670,0.114618698,0.069427594,0.181321652,Hispanic,Race
27170,0.079617849,0.056728228,0.111033162,Hispanic,Race
44670,0.1359698,0.094866644,0.191121448,Hispanic,Race
-50330,0.073488643,0.04726472,0.112724524,Multi,Race
-47830,0.064685993,0.042223342,0.097877481,Multi,Race
-45330,0.113084689,0.073221944,0.171025634,Multi,Race
-42830,0.067846852,0.037521891,0.119633913,Multi,Race
-40330,0.066506826,0.04377859,0.099803167,Multi,Race
-37830,0.102780778,0.069172119,0.150153192,Multi,Race
-35330,0.069644558,0.04887885,0.098302543,Multi,Race
-32830,0.117466522,0.08142417,0.166665695,Multi,Race
-30330,0.114813078,0.080664921,0.160993172,Multi,Race
-27830,0.120527475,0.075682066,0.188769785,Multi,Race
-25330,0.089496427,0.059700148,0.133882823,Multi,Race
-22830,0.097424471,0.065312578,0.14407872,Multi,Race
-20330,0.115824021,0.078908533,0.167983037,Multi,Race
-17830,0.134849038,0.092613117,0.192369392,Multi,Race
-15330,0.113172112,0.075888463,0.166968995,Multi,Race
-12830,0.095517646,0.066457615,0.137812038,Multi,Race
-10330,0.101859093,0.07011276,0.146139274,Multi,Race
-7830,0.086357898,0.060530775,0.12181197,Multi,Race
-5330,0.101608955,0.071699093,0.142204689,Multi,Race
-2830,0.093007233,0.065509485,0.130583931,Multi,Race
-330,0.089238201,0.06209413,0.126555241,Multi,Race
2170,0.100290677,0.069592058,0.142468806,Multi,Race
4670,0.097401117,0.06684208,0.148431491,Multi,Race
7170,0.093551843,0.062756102,0.137833832,Multi,Race
9670,0.106165893,0.069344544,0.157324032,Multi,Race
12170,0.10850513,0.075097558,0.154711979,Multi,Race
14670,0.103739266,0.071610441,0.148146277,Multi,Race
17170,0.11106298,0.073925221,0.163249171,Multi,Race
19670,0.096349399,0.065444518,0.14023825,Multi,Race
22170,0.113045788,0.080456873,0.156581558,Multi,Race
24670,0.073928304,0.042311795,0.126059816,Multi,Race
27170,0.082092515,0.055926005,0.118747936,Multi,Race
29670,0.079881704,0.054214788,0.116207078,Multi,Race
32170,0.089539202,0.061313208,0.12897612,Multi,Race
37170,0.094015193,0.06407205,0.135919633,Multi,Race
-42830,0.089991909,0.041776956,0.183212578,Native American,Race
-30330,0.223252822,0.108606607,0.404062431,Native American,Race
-27830,0.141995587,0.069166014,0.269323966,Native American,Race
-25330,0.141207151,0.066820898,0.273115121,Native American,Race
-22830,0.1546198,0.050407527,0.454789345,Native American,Race
-20330,0.15145257,0.070039555,0.295945752,Native American,Race
-17830,0.139400943,0.068161775,0.261033509,Native American,Race
-15330,0.146875826,0.071764555,0.277130442,Native American,Race
-7830,0.189797497,0.097548827,0.336732059,Native American,Race
-5330,0.171000462,0.085203468,0.313112299,Native American,Race
-2830,0.145576055,0.073029082,0.267950865,Native American,Race
-330,0.145698169,0.071625283,0.272396691,Native American,Race
2170,0.1886456,0.097203899,0.333415559,Native American,Race
4670,0.110307982,0.054158998,0.211643393,Native American,Race
7170,0.127940563,0.062704131,0.243421479,Native American,Race
9670,0.146799693,0.071589234,0.27651525,Native American,Race
14670,0.098735778,0.045979939,0.199372209,Native American,Race
17170,0.143909324,0.069284727,0.274487585,Native American,Race
22170,0.180520339,0.091123254,0.326148757,Native American,Race
24670,0.118475308,0.056558078,0.231541022,Native American,Race
-55330,0.096469067,0.049018354,0.181105442,Other,Race
-42830,0.132353837,0.071059838,0.233243176,Other,Race
-40330,0.227571005,0.099528349,0.426248942,Other,Race
-32830,0.173058138,0.092736201,0.299949311,Other,Race
-27830,0.147151987,0.082994196,0.246775439,Other,Race
-25330,0.104170715,0.055463895,0.187128481,Other,Race
-22830,0.145001746,0.080176203,0.247143284,Other,Race
-20330,0.145928773,0.08037839,0.248829192,Other,Race
-15330,0.073197428,0.038685997,0.134081397,Other,Race
-10330,0.069065024,0.036016355,0.128805568,Other,Race
-7830,0.136454709,0.069390736,0.247175265,Other,Race
-5330,0.140174672,0.077369365,0.239796938,Other,Race
-2830,0.122028273,0.065689395,0.213713841,Other,Race
-330,0.090662776,0.048497728,0.162096731,Other,Race
2170,0.136742081,0.07476445,0.232683942,Other,Race
4670,0.123682677,0.067643726,0.214076711,Other,Race
9670,0.141712137,0.079593684,0.238990303,Other,Race
14670,0.105622781,0.058400972,0.182377945,Other,Race
17170,0.1434203,0.079629552,0.244385811,Other,Race
19670,0.135259558,0.073964365,0.233937584,Other,Race
29670,0.108950119,0.057622626,0.196466016,Other,Race
34670,0.13726387,0.074008304,0.240386133,Other,Race
-62830,0.064098156,0.036805273,0.109332689,White,Race
-52830,0.138441497,0.097125084,0.193565626,White,Race
-50330,0.066883365,0.036825746,0.118457108,White,Race
-45330,0.132646421,0.092262991,0.187046099,White,Race
-42830,0.089383197,0.064817025,0.122188784,White,Race
-40330,0.050455191,0.028507458,0.087773687,White,Race
-37830,0.126641039,0.082857258,0.190052291,White,Race
-35330,0.11161271,0.077902935,0.15787071,White,Race
-32830,0.106253943,0.072618935,0.153187906,White,Race
-30330,0.109499194,0.079387496,0.150382798,White,Race
-27830,0.098579541,0.071566745,0.135386048,White,Race
-25330,0.089275916,0.062710806,0.127186558,White,Race
-22830,0.107118052,0.076591906,0.150661631,White,Race
-20330,0.118860185,0.085229566,0.164490452,White,Race
-17830,0.113386363,0.080238096,0.160006502,White,Race
-15330,0.112535726,0.081340987,0.168111341,White,Race
-12830,0.093916822,0.067331545,0.129798508,White,Race
-10330,0.103481151,0.073896173,0.153377652,White,Race
-7830,0.102062135,0.072408807,0.13993354,White,Race
-5330,0.088949141,0.06568297,0.120512752,White,Race
-2830,0.085574439,0.063126177,0.115486336,White,Race
-330,0.07859555,0.057769728,0.106653212,White,Race
2170,0.095910018,0.069706742,0.130857342,White,Race
4670,0.100214332,0.071445445,0.138572864,White,Race
7170,0.106843568,0.078789207,0.143929641,White,Race
9670,0.099874855,0.072708273,0.136431367,White,Race
12170,0.102999923,0.07668572,0.13712196,White,Race
14670,0.111721204,0.081649869,0.151822239,White,Race
17170,0.101430568,0.072773116,0.139566085,White,Race
19670,0.137592486,0.093834682,0.197916876,White,Race
22170,0.116862599,0.080318201,0.165536663,White,Race
24670,0.122656258,0.09202765,0.161642933,White,Race
27170,0.101599181,0.072627669,0.140332398,White,Race
29670,0.070882129,0.049194462,0.101114144,White,Race
42170,0.142300495,0.070684468,0.265728607,White,Race
54670,0.131124289,0.086896042,0.193103103,White,Race
57170,0.203089439,0.104665736,0.357147454,White,Race
