Rent_Groups,PredictedProb,LL,UL,Grouping_Var,Grouping
2804,0.184757357,0.132512129,0.251626287,Female,Gender
2809,0.161188889,0.120758395,0.21189351,Female,Gender
2814,0.05299982,0.026956498,0.101577616,Female,Gender
2834,0.083298703,0.051373736,0.132295912,Female,Gender
2844,0.066489355,0.042342761,0.102925956,Female,Gender
2849,0.057512943,0.032008074,0.101215739,Female,Gender
2919,0.088311088,0.053770918,0.141715465,Female,Gender
2934,0.106935714,0.070278241,0.159682958,Female,Gender
2974,0.09757419,0.067008444,0.139990433,Female,Gender
2994,0.077996713,0.043157488,0.136680301,Female,Gender
2999,0.117405855,0.063915103,0.205820205,Female,Gender
3004,0.057732334,0.033397639,0.098719023,Female,Gender
3009,0.043289737,0.026277976,0.070516959,Female,Gender
3029,0.18457615,0.13030681,0.2548248,Female,Gender
3039,0.083469634,0.051099192,0.13346202,Female,Gender
3059,0.048273058,0.025599229,0.089191357,Female,Gender
3079,0.156716733,0.106481892,0.224121172,Female,Gender
3099,0.176366981,0.123342258,0.245795685,Female,Gender
3124,0.187706032,0.110851511,0.299874034,Female,Gender
3184,0.084269678,0.051977695,0.134373631,Female,Gender
3194,0.014358283,0.006545829,0.03120206,Female,Gender
3204,0.096391441,0.058401701,0.154896483,Female,Gender
3269,0.078689916,0.047142781,0.128500877,Female,Gender
3364,0.136664368,0.086098437,0.210100565,Female,Gender
3609,0.22114489,0.148670386,0.315842135,Female,Gender
3674,0.086926399,0.054189379,0.136578055,Female,Gender
3694,0.068525601,0.039590068,0.11605397,Female,Gender
3744,0.07748178,0.040337748,0.143756165,Female,Gender
3759,0.14643385,0.086920853,0.23615547,Female,Gender
3999,0.095386575,0.058311851,0.152089552,Female,Gender
4484,0.093455071,0.047694012,0.175051743,Female,Gender
5934,0.087851291,0.033123685,0.213052391,Female,Gender
7244,0.310204071,0.109990523,0.620696852,Female,Gender
524,0.197502399,0.166466851,0.232708712,Male,Gender
534,0.082210282,0.056488197,0.118086692,Male,Gender
539,0.084227506,0.055098488,0.130038253,Male,Gender
559,0.112621483,0.089472731,0.140748064,Male,Gender
569,0.05897933,0.043671009,0.079209331,Male,Gender
574,0.160738403,0.132032922,0.194287807,Male,Gender
579,0.124824633,0.092992434,0.167071587,Male,Gender
584,0.171853497,0.138014615,0.211749027,Male,Gender
589,0.089401613,0.068157446,0.117766255,Male,Gender
594,0.118849768,0.088006456,0.160501523,Male,Gender
599,0.083623468,0.063198834,0.109879652,Male,Gender
604,0.115604541,0.08972897,0.147591009,Male,Gender
609,0.078836981,0.060527367,0.102271561,Male,Gender
614,0.08338778,0.064230461,0.10917773,Male,Gender
619,0.107531594,0.084763118,0.135510454,Male,Gender
624,0.127061724,0.097930214,0.163347773,Male,Gender
629,0.112577669,0.089844234,0.140449946,Male,Gender
634,0.115959493,0.086469423,0.155507171,Male,Gender
639,0.102317828,0.078490983,0.13233886,Male,Gender
644,0.1210338,0.098526779,0.14798735,Male,Gender
649,0.13062654,0.099843348,0.16965346,Male,Gender
654,0.098643318,0.077776206,0.12504788,Male,Gender
659,0.159810574,0.120762433,0.208793644,Male,Gender
664,0.14372262,0.102277314,0.2024865,Male,Gender
669,0.121925766,0.089824412,0.165099516,Male,Gender
674,0.128901209,0.100459843,0.164075872,Male,Gender
679,0.122236501,0.095808219,0.155051526,Male,Gender
684,0.150167945,0.117598238,0.189943156,Male,Gender
689,0.119251862,0.095499132,0.148695205,Male,Gender
694,0.171908511,0.133774156,0.218214884,Male,Gender
699,0.126341133,0.096457377,0.163951426,Male,Gender
704,0.12450941,0.095313025,0.161297256,Male,Gender
709,0.124326771,0.097180285,0.158478534,Male,Gender
714,0.116879194,0.090493971,0.14990437,Male,Gender
719,0.117581628,0.084346759,0.162026207,Male,Gender
724,0.132936004,0.100390211,0.174178084,Male,Gender
729,0.103776416,0.076947517,0.14267832,Male,Gender
734,0.141443839,0.103345853,0.190672345,Male,Gender
739,0.15369956,0.122216206,0.192682482,Male,Gender
744,0.151130944,0.110236312,0.207315062,Male,Gender
749,0.138209702,0.106154444,0.17821696,Male,Gender
754,0.126678661,0.094698612,0.168284912,Male,Gender
759,0.140605816,0.111990104,0.175253233,Male,Gender
764,0.121139786,0.092484524,0.158237358,Male,Gender
769,0.134314079,0.095886824,0.187484594,Male,Gender
774,0.119179486,0.091529979,0.154732211,Male,Gender
779,0.117819071,0.088125262,0.156362061,Male,Gender
784,0.12172492,0.091388221,0.163519595,Male,Gender
789,0.117700329,0.092172314,0.149321916,Male,Gender
794,0.131896872,0.101226819,0.171109574,Male,Gender
799,0.127594884,0.102521378,0.158100346,Male,Gender
804,0.132407854,0.099225015,0.175436649,Male,Gender
809,0.159764502,0.101342917,0.247251,Male,Gender
814,0.129340382,0.094536533,0.176339134,Male,Gender
819,0.10610549,0.078283808,0.146459314,Male,Gender
824,0.139998612,0.09845943,0.200521415,Male,Gender
829,0.146437609,0.105382638,0.198463309,Male,Gender
834,0.140341252,0.110110401,0.17787937,Male,Gender
839,0.13200424,0.098618281,0.176438047,Male,Gender
844,0.105932168,0.081956338,0.135963015,Male,Gender
849,0.1559039,0.112139537,0.214980933,Male,Gender
854,0.14554647,0.118048779,0.178377854,Male,Gender
859,0.122520234,0.093269336,0.160386102,Male,Gender
864,0.116035633,0.081100419,0.165924866,Male,Gender
869,0.130853187,0.102859239,0.165423509,Male,Gender
874,0.151371204,0.112013161,0.202932905,Male,Gender
879,0.112061914,0.086397066,0.144441328,Male,Gender
884,0.119258074,0.090305285,0.156065276,Male,Gender
889,0.147226287,0.115946393,0.185444945,Male,Gender
894,0.11887987,0.085570022,0.164022694,Male,Gender
899,0.100147937,0.073341245,0.136491386,Male,Gender
904,0.145274798,0.113339305,0.184523323,Male,Gender
909,0.136033391,0.101988083,0.183582787,Male,Gender
914,0.09789827,0.071509236,0.13360101,Male,Gender
919,0.15413222,0.118655664,0.199492799,Male,Gender
924,0.113858476,0.087193693,0.147503471,Male,Gender
929,0.125539977,0.093938956,0.166729975,Male,Gender
934,0.132738877,0.095742816,0.183438548,Male,Gender
939,0.126572308,0.095797235,0.168476784,Male,Gender
944,0.116331884,0.091616561,0.148804857,Male,Gender
949,0.129163074,0.101638035,0.163169345,Male,Gender
954,0.113947974,0.082414316,0.156399409,Male,Gender
959,0.106639895,0.081942338,0.137762069,Male,Gender
964,0.146010208,0.108358179,0.196336921,Male,Gender
969,0.118951993,0.086514951,0.162900699,Male,Gender
974,0.133919979,0.09875858,0.180579254,Male,Gender
979,0.125210648,0.092020741,0.170710264,Male,Gender
984,0.135427714,0.103206069,0.1791479,Male,Gender
989,0.13538647,0.10147563,0.179481806,Male,Gender
994,0.133096345,0.092232813,0.189089175,Male,Gender
999,0.12129771,0.083945287,0.172729662,Male,Gender
1004,0.127488607,0.095793658,0.167937414,Male,Gender
1009,0.142470301,0.11080852,0.182147423,Male,Gender
1014,0.135055784,0.098749893,0.185459459,Male,Gender
1019,0.103177791,0.073755461,0.143671871,Male,Gender
1024,0.116251639,0.087824021,0.153429508,Male,Gender
1029,0.125534604,0.092709699,0.169515937,Male,Gender
1034,0.134247882,0.096201335,0.19222616,Male,Gender
1039,0.110921947,0.083013523,0.147093739,Male,Gender
1044,0.13299124,0.098038303,0.179354378,Male,Gender
1049,0.120604718,0.090621392,0.161220865,Male,Gender
1054,0.130066445,0.101426173,0.16530973,Male,Gender
1059,0.115285271,0.089949949,0.147232344,Male,Gender
1064,0.154215816,0.116440894,0.203994998,Male,Gender
1069,0.108433758,0.080767509,0.145609822,Male,Gender
1074,0.146107597,0.105963468,0.19858272,Male,Gender
1079,0.143512821,0.105680181,0.193587298,Male,Gender
1084,0.099221865,0.073077682,0.133800939,Male,Gender
1089,0.126900138,0.091067022,0.173812721,Male,Gender
1094,0.111800714,0.085541688,0.146110645,Male,Gender
1099,0.122263982,0.091341986,0.162591639,Male,Gender
1104,0.122996736,0.088104236,0.171561825,Male,Gender
1109,0.099723275,0.074691314,0.132271015,Male,Gender
1114,0.13277803,0.091080287,0.190685754,Male,Gender
1119,0.133532546,0.101053486,0.175155659,Male,Gender
1124,0.138043352,0.101378036,0.187656088,Male,Gender
1129,0.146805815,0.111368762,0.192150625,Male,Gender
1134,0.122323062,0.09586682,0.155188007,Male,Gender
1139,0.114107945,0.0873555,0.147813329,Male,Gender
1144,0.084595456,0.051346916,0.138937481,Male,Gender
1149,0.133524663,0.105201173,0.168322554,Male,Gender
1154,0.14285547,0.107735598,0.18781607,Male,Gender
1159,0.112508694,0.079842168,0.156816674,Male,Gender
1164,0.120647772,0.089308918,0.161080735,Male,Gender
1169,0.127309174,0.088968119,0.181656134,Male,Gender
1174,0.165063944,0.118538395,0.228353013,Male,Gender
1179,0.108980469,0.074998232,0.158738482,Male,Gender
1184,0.130281991,0.092776457,0.178921371,Male,Gender
1189,0.099328463,0.07716404,0.127332257,Male,Gender
1194,0.102624351,0.07377306,0.141062458,Male,Gender
1199,0.146431031,0.108477909,0.196306078,Male,Gender
1204,0.109918954,0.081763187,0.14795708,Male,Gender
1209,0.110399351,0.085098595,0.142561486,Male,Gender
1214,0.151474737,0.1112502,0.206014414,Male,Gender
1219,0.130522167,0.094744711,0.181062752,Male,Gender
1224,0.127457553,0.092294534,0.174688131,Male,Gender
1229,0.096674137,0.070248733,0.132209496,Male,Gender
1234,0.101154044,0.072699651,0.141051244,Male,Gender
1239,0.134227225,0.080170362,0.220272617,Male,Gender
1244,0.090759551,0.068354,0.119611647,Male,Gender
1249,0.155020885,0.111531899,0.213458873,Male,Gender
1254,0.145096143,0.098713155,0.21234708,Male,Gender
1259,0.162563343,0.125707703,0.207984678,Male,Gender
1269,0.140039585,0.103825235,0.191351433,Male,Gender
1274,0.104364836,0.080724767,0.134293482,Male,Gender
1279,0.114130842,0.083288612,0.156528815,Male,Gender
1284,0.099032486,0.073331376,0.132467787,Male,Gender
1289,0.114589167,0.086335274,0.150393699,Male,Gender
1294,0.130838308,0.100333762,0.16941415,Male,Gender
1299,0.09786853,0.069051296,0.138392594,Male,Gender
1304,0.102263514,0.071894003,0.144174546,Male,Gender
1309,0.113495622,0.081764882,0.157885757,Male,Gender
1314,0.091292799,0.057204625,0.144871194,Male,Gender
1319,0.13103474,0.095112799,0.181704554,Male,Gender
1324,0.225578254,0.186839789,0.269684803,Male,Gender
1329,0.083854715,0.060156473,0.116101733,Male,Gender
1334,0.11908611,0.085338867,0.165853395,Male,Gender
1339,0.091118022,0.065934215,0.126023712,Male,Gender
1344,0.09761876,0.073515601,0.128702926,Male,Gender
1349,0.084058465,0.05886507,0.120095651,Male,Gender
1354,0.108985696,0.082414711,0.143768461,Male,Gender
1364,0.148989841,0.116749554,0.188256995,Male,Gender
1369,0.111932707,0.073897673,0.169883331,Male,Gender
1374,0.077441692,0.056567078,0.10516089,Male,Gender
1379,0.166282555,0.11019387,0.244681542,Male,Gender
1384,0.085362605,0.062717418,0.114959306,Male,Gender
1389,0.074825108,0.053347012,0.104051759,Male,Gender
1394,0.155460214,0.085725086,0.265452607,Male,Gender
1399,0.086320162,0.063865961,0.115751072,Male,Gender
1404,0.097712095,0.07595202,0.125034092,Male,Gender
1409,0.074244715,0.054074102,0.104266771,Male,Gender
1414,0.168798077,0.126912532,0.221540133,Male,Gender
1419,0.084662473,0.056886726,0.127139304,Male,Gender
1424,0.098641619,0.05817532,0.162289628,Male,Gender
1429,0.146088551,0.105780483,0.198576798,Male,Gender
1434,0.119781162,0.089785735,0.157681727,Male,Gender
1439,0.109135935,0.085005214,0.139501052,Male,Gender
1444,0.068347934,0.0363091,0.124433838,Male,Gender
1449,0.06874458,0.050722829,0.093664433,Male,Gender
1454,0.087053776,0.056310773,0.135159904,Male,Gender
1459,0.135569711,0.105948001,0.171884975,Male,Gender
1464,0.115705097,0.081820191,0.164163898,Male,Gender
1469,0.095596819,0.070353648,0.12859038,Male,Gender
1474,0.078983022,0.056188468,0.110220522,Male,Gender
1479,0.082268998,0.057713795,0.118325918,Male,Gender
1484,0.024424045,0.014835232,0.039959239,Male,Gender
1489,0.146661514,0.105105577,0.201276964,Male,Gender
1494,0.09125147,0.061191873,0.133970205,Male,Gender
1499,0.09074213,0.065563192,0.124807198,Male,Gender
1504,0.085438878,0.063734227,0.114143328,Male,Gender
1509,0.147859917,0.108859505,0.205981863,Male,Gender
1514,0.123866588,0.088078068,0.170703235,Male,Gender
1519,0.117325705,0.081662256,0.16680138,Male,Gender
1524,0.111863334,0.080214661,0.153914764,Male,Gender
1529,0.102624686,0.079154969,0.132083863,Male,Gender
1534,0.113515958,0.083702094,0.152171909,Male,Gender
1539,0.131390228,0.091276858,0.18946593,Male,Gender
1544,0.034978091,0.02377986,0.051173277,Male,Gender
1549,0.13054079,0.095493609,0.17615907,Male,Gender
1554,0.13473064,0.093965264,0.18875397,Male,Gender
1559,0.11546285,0.079378407,0.166367505,Male,Gender
1564,0.201894247,0.15560198,0.25775468,Male,Gender
1574,0.10020787,0.067799465,0.149663111,Male,Gender
1579,0.1359698,0.094866644,0.191121448,Male,Gender
1584,0.121043802,0.092481043,0.156941053,Male,Gender
1589,0.146607401,0.114020165,0.186547145,Male,Gender
1594,0.131936068,0.083703665,0.201843705,Male,Gender
1604,0.099319854,0.068714586,0.141515404,Male,Gender
1609,0.093846599,0.059774288,0.142286538,Male,Gender
1614,0.072957943,0.051410802,0.103021602,Male,Gender
1619,0.085791371,0.064614599,0.113069647,Male,Gender
1624,0.108185549,0.082097715,0.141317875,Male,Gender
1629,0.08858014,0.061170748,0.132910632,Male,Gender
1634,0.076433401,0.057031409,0.1017237,Male,Gender
1639,0.134420487,0.092639057,0.191056282,Male,Gender
1644,0.102458821,0.074224753,0.143402364,Male,Gender
1649,0.121962918,0.081235167,0.178554806,Male,Gender
1654,0.118494659,0.084619966,0.163380202,Male,Gender
1659,0.072182489,0.049839834,0.105702672,Male,Gender
1664,0.123047068,0.090947664,0.164160511,Male,Gender
1679,0.095974157,0.073282226,0.124976413,Male,Gender
1684,0.140380241,0.105608482,0.183931614,Male,Gender
1689,0.115967433,0.088244196,0.150958293,Male,Gender
1694,0.104295378,0.073588226,0.146957993,Male,Gender
1699,0.081137298,0.060751543,0.10850068,Male,Gender
1704,0.157550179,0.123118037,0.199421912,Male,Gender
1709,0.098140948,0.0704449,0.135490036,Male,Gender
1714,0.0978061,0.06956425,0.13754954,Male,Gender
1724,0.134866352,0.094270705,0.189087218,Male,Gender
1729,0.150712284,0.096957796,0.226784546,Male,Gender
1739,0.10565523,0.065640523,0.16490157,Male,Gender
1744,0.058727729,0.041486271,0.082517409,Male,Gender
1749,0.130395257,0.099270006,0.169443706,Male,Gender
1754,0.130648701,0.099156372,0.170261402,Male,Gender
1764,0.103004675,0.073440104,0.142873702,Male,Gender
1769,0.05946575,0.040338821,0.086783399,Male,Gender
1774,0.147373528,0.102548634,0.207568947,Male,Gender
1779,0.073310069,0.050761116,0.104862332,Male,Gender
1784,0.133489071,0.093049939,0.18777342,Male,Gender
1789,0.116081711,0.080005917,0.165447201,Male,Gender
1794,0.159310672,0.104529165,0.235259317,Male,Gender
1804,0.097642209,0.06326135,0.152515815,Male,Gender
1809,0.102556472,0.074423112,0.140383235,Male,Gender
1814,0.217596884,0.176115805,0.265697311,Male,Gender
1819,0.056555818,0.039757763,0.079874082,Male,Gender
1829,0.06619753,0.046629387,0.093186029,Male,Gender
1834,0.05864613,0.040341272,0.084563498,Male,Gender
1839,0.157777469,0.108630564,0.227959053,Male,Gender
1849,0.07461051,0.047685685,0.11490363,Male,Gender
1864,0.074111786,0.053769581,0.101325786,Male,Gender
1869,0.100658017,0.070508539,0.141648567,Male,Gender
1874,0.131924352,0.098841873,0.175222915,Male,Gender
1884,0.050455191,0.028507458,0.087773687,Male,Gender
1889,0.05451405,0.023069055,0.123406752,Male,Gender
1899,0.139562334,0.105070347,0.183291423,Male,Gender
1909,0.085234537,0.053185256,0.133698786,Male,Gender
1914,0.100579655,0.070954865,0.140813409,Male,Gender
1919,0.108684202,0.076334444,0.152440316,Male,Gender
1924,0.093891833,0.067404266,0.129586945,Male,Gender
1929,0.089040512,0.061679511,0.127448179,Male,Gender
1939,0.194302633,0.121456943,0.298135451,Male,Gender
1944,0.060777847,0.040054234,0.091204908,Male,Gender
1949,0.088890086,0.061374019,0.129556882,Male,Gender
1954,0.061962244,0.041888987,0.093069514,Male,Gender
1959,0.085503128,0.060402712,0.119913349,Male,Gender
1964,0.116825077,0.085273087,0.158101696,Male,Gender
1969,0.143500706,0.112847366,0.180783799,Male,Gender
1974,0.107943731,0.080566118,0.143175947,Male,Gender
1979,0.159580001,0.105972134,0.234180612,Male,Gender
1984,0.112787846,0.074947507,0.166298844,Male,Gender
1989,0.069805178,0.047747072,0.100973104,Male,Gender
1999,0.066357657,0.04370901,0.099520785,Male,Gender
2004,0.159345205,0.114604038,0.217267041,Male,Gender
2009,0.063920348,0.046221143,0.087775147,Male,Gender
2019,0.050843417,0.030433269,0.085675586,Male,Gender
2024,0.208284589,0.10506287,0.370064926,Male,Gender
2029,0.154236341,0.112948199,0.207730378,Male,Gender
2034,0.129734687,0.09665722,0.172111402,Male,Gender
2039,0.112829593,0.075982032,0.165514061,Male,Gender
2049,0.097097164,0.048624223,0.188049775,Male,Gender
2054,0.095970777,0.065270035,0.13985067,Male,Gender
2064,0.057657758,0.040723651,0.081905142,Male,Gender
2079,0.028365359,0.019117837,0.041894963,Male,Gender
2084,0.087546268,0.05956008,0.126969509,Male,Gender
2089,0.061453058,0.042479128,0.088193662,Male,Gender
2094,0.152456357,0.101963997,0.221777552,Male,Gender
2099,0.124000577,0.089413588,0.16957139,Male,Gender
2104,0.126362307,0.0805128,0.191804012,Male,Gender
2109,0.099349498,0.066003851,0.146962663,Male,Gender
2114,0.151169637,0.096621331,0.231632872,Male,Gender
2119,0.132401906,0.100520826,0.17245572,Male,Gender
2134,0.13513304,0.089157378,0.199620997,Male,Gender
2139,0.165165696,0.105227547,0.249716693,Male,Gender
2149,0.080263047,0.05338261,0.11962316,Male,Gender
2154,0.064303352,0.044793117,0.091469807,Male,Gender
2174,0.066293272,0.047568656,0.091679042,Male,Gender
2184,0.158862058,0.109927002,0.223990987,Male,Gender
2194,0.187967303,0.119475709,0.283099076,Male,Gender
2199,0.05513223,0.028984839,0.102380328,Male,Gender
2219,0.073862021,0.050978721,0.105871283,Male,Gender
2229,0.138114235,0.091142908,0.202513864,Male,Gender
2234,0.091056999,0.064494817,0.126721428,Male,Gender
2244,0.08400905,0.036106674,0.183372865,Male,Gender
2249,0.103949515,0.07492206,0.142490954,Male,Gender
2254,0.116052866,0.073725839,0.176678102,Male,Gender
2259,0.121849374,0.088083783,0.166135514,Male,Gender
2269,0.073547983,0.051779508,0.103661046,Male,Gender
2274,0.135085304,0.095634874,0.186862038,Male,Gender
2279,0.032040075,0.012900084,0.077352882,Male,Gender
2294,0.053916657,0.028073042,0.101077296,Male,Gender
2304,0.165936324,0.096360999,0.270698247,Male,Gender
2309,0.122807294,0.071581526,0.202688517,Male,Gender
2319,0.082797498,0.054025731,0.12486927,Male,Gender
2324,0.175029146,0.113453161,0.260215806,Male,Gender
2359,0.12608942,0.090365704,0.17324586,Male,Gender
2364,0.132138336,0.075654849,0.223533073,Male,Gender
2369,0.092872146,0.060991571,0.139050223,Male,Gender
2399,0.11541788,0.077207094,0.169074789,Male,Gender
2414,0.152947939,0.09345142,0.242536621,Male,Gender
2424,0.029157852,0.018690988,0.045216032,Male,Gender
2429,0.099273364,0.070841243,0.137319654,Male,Gender
2434,0.181088113,0.133440443,0.241017357,Male,Gender
2449,0.120923388,0.067661952,0.206810657,Male,Gender
2454,0.14666299,0.104003707,0.203005327,Male,Gender
2459,0.131146715,0.090108876,0.189436496,Male,Gender
2479,0.04189175,0.02273041,0.07595043,Male,Gender
2484,0.142269265,0.077602206,0.246427624,Male,Gender
2489,0.400649918,0.165652217,0.692355718,Male,Gender
2494,0.288667618,0.183618341,0.422698577,Male,Gender
2504,0.062613867,0.033421872,0.114205327,Male,Gender
2509,0.148608999,0.107421505,0.202014408,Male,Gender
2514,0.15751053,0.107396387,0.225111791,Male,Gender
2539,0.100687827,0.063641422,0.156005943,Male,Gender
2544,0.011179777,0.006012241,0.020696345,Male,Gender
2554,0.044663179,0.02896776,0.068283555,Male,Gender
2559,0.107753108,0.076714124,0.149319599,Male,Gender
2574,0.108984526,0.075609167,0.154628026,Male,Gender
2579,0.06886905,0.047951851,0.097971641,Male,Gender
2589,0.071786488,0.048350746,0.105253778,Male,Gender
2594,0.097745857,0.055416135,0.169873872,Male,Gender
2599,0.024924871,0.01357289,0.049705713,Male,Gender
2639,0.209342793,0.143139235,0.294941187,Male,Gender
2649,0.069946612,0.047673241,0.101517001,Male,Gender
2659,0.115819946,0.073300524,0.178259209,Male,Gender
2669,0.173773622,0.113761111,0.256289356,Male,Gender
2679,0.058490411,0.032253781,0.103780356,Male,Gender
2694,0.069958605,0.04481081,0.107629102,Male,Gender
2754,0.067316447,0.03500725,0.125564678,Male,Gender
2774,0.113757043,0.056858142,0.214637465,Male,Gender
2784,0.109319535,0.06727205,0.172779864,Male,Gender
2789,0.169477234,0.081392974,0.307764914,Male,Gender
2794,0.049564942,0.033305459,0.073161441,Male,Gender
2814,0.043443193,0.023644715,0.078486911,Male,Gender
2839,0.133185899,0.091478155,0.18993408,Male,Gender
2844,0.086208269,0.04613225,0.155426292,Male,Gender
2874,0.039079814,0.024735588,0.061220129,Male,Gender
2909,0.152627776,0.104004318,0.218441338,Male,Gender
2919,0.070460231,0.039862947,0.1215692,Male,Gender
2929,0.056654919,0.036304576,0.087378243,Male,Gender
2934,0.130334378,0.078911144,0.212142137,Male,Gender
2974,0.13507817,0.084910176,0.219078049,Male,Gender
3039,0.149539815,0.092037907,0.2337193,Male,Gender
3044,0.070967631,0.04381757,0.112953061,Male,Gender
3059,0.145100615,0.080346301,0.255198798,Male,Gender
3079,0.157088364,0.094538424,0.251669411,Male,Gender
3084,0.079793979,0.051383981,0.121766399,Male,Gender
3184,0.092864085,0.051393859,0.167130117,Male,Gender
3194,0.29213912,0.154501296,0.483090095,Male,Gender
3199,0.227793687,0.115300266,0.400372258,Male,Gender
3234,0.142424241,0.080170272,0.240386296,Male,Gender
3314,0.103745958,0.059360045,0.175141403,Male,Gender
3319,0.032594084,0.019135858,0.054999129,Male,Gender
3394,0.169264689,0.088871036,0.298553203,Male,Gender
3399,0.082763724,0.040555359,0.161506179,Male,Gender
3674,0.066806149,0.041154492,0.106667839,Male,Gender
3694,0.064557132,0.03846201,0.106397796,Male,Gender
3744,0.063427241,0.033231265,0.117720117,Male,Gender
3824,0.182405507,0.108603533,0.290041381,Male,Gender
3834,0.228021347,0.133839355,0.360866529,Male,Gender
3934,0.100415428,0.055183047,0.175824232,Male,Gender
4309,0.071958134,0.026974631,0.176715473,Male,Gender
4539,0.197257319,0.102378915,0.346155137,Male,Gender
599,0.116884244,0.015735186,0.52284688,Trans,Gender
694,0.124172411,0.016676575,0.542382198,Trans,Gender
804,0.112495472,0.014999879,0.512650189,Trans,Gender
1039,0.140593982,0.017724769,0.597288036,Trans,Gender
1059,0.089110402,0.011521955,0.45086431,Trans,Gender
1344,0.14842184,0.020614808,0.590697555,Trans,Gender
1414,0.155826179,0.021790302,0.604684944,Trans,Gender
524,0.13020836,0.10736415,0.157146619,No,High_School_Grad
534,0.092729672,0.070226098,0.121271181,No,High_School_Grad
539,0.114115404,0.091232318,0.141951161,No,High_School_Grad
544,0.124602767,0.100938164,0.152938173,No,High_School_Grad
554,0.081305299,0.056877575,0.115638707,No,High_School_Grad
559,0.100923708,0.080036188,0.126421395,No,High_School_Grad
564,0.087186132,0.059927448,0.127332511,No,High_School_Grad
569,0.101188903,0.077887189,0.130605126,No,High_School_Grad
574,0.1022658,0.080723394,0.129510508,No,High_School_Grad
579,0.095152611,0.0680906,0.133672798,No,High_School_Grad
584,0.121962383,0.097986146,0.151075594,No,High_School_Grad
589,0.121241099,0.097834395,0.149661494,No,High_School_Grad
594,0.093222403,0.072390882,0.120442441,No,High_School_Grad
599,0.096043372,0.067999155,0.150320568,No,High_School_Grad
604,0.092870421,0.066710107,0.128593914,No,High_School_Grad
609,0.09598986,0.074238655,0.123449517,No,High_School_Grad
614,0.094542457,0.073010278,0.124598796,No,High_School_Grad
619,0.088585448,0.069792945,0.112115693,No,High_School_Grad
624,0.109255363,0.083650461,0.142541199,No,High_School_Grad
629,0.09808529,0.077098279,0.124475138,No,High_School_Grad
634,0.107649979,0.083797468,0.138116609,No,High_School_Grad
639,0.100879005,0.077567844,0.130502078,No,High_School_Grad
644,0.105029589,0.084014872,0.130896955,No,High_School_Grad
649,0.105992082,0.081030647,0.138865512,No,High_School_Grad
654,0.114411432,0.089479845,0.145745925,No,High_School_Grad
659,0.123327899,0.094435795,0.159851553,No,High_School_Grad
664,0.116357571,0.092054892,0.146249043,No,High_School_Grad
669,0.097506862,0.072629929,0.1306236,No,High_School_Grad
674,0.12074488,0.093904436,0.154356353,No,High_School_Grad
679,0.118720245,0.093922213,0.149208163,No,High_School_Grad
684,0.114387911,0.087418268,0.148882475,No,High_School_Grad
689,0.111366896,0.087004181,0.141992193,No,High_School_Grad
694,0.126226897,0.094748416,0.176466045,No,High_School_Grad
699,0.108417379,0.081744001,0.143340401,No,High_School_Grad
704,0.114558521,0.08368229,0.154240067,No,High_School_Grad
709,0.127475417,0.097829233,0.166031367,No,High_School_Grad
714,0.104304856,0.080119744,0.135157502,No,High_School_Grad
719,0.113277286,0.082758213,0.154974109,No,High_School_Grad
724,0.118543955,0.092916175,0.150525951,No,High_School_Grad
729,0.101154567,0.077953825,0.132446713,No,High_School_Grad
734,0.126175045,0.095240058,0.165894539,No,High_School_Grad
739,0.13225288,0.103754541,0.168103394,No,High_School_Grad
744,0.131626455,0.100256511,0.172863037,No,High_School_Grad
749,0.119831227,0.093369487,0.153246184,No,High_School_Grad
754,0.117115236,0.089236044,0.15407232,No,High_School_Grad
759,0.1280383,0.100733213,0.161915377,No,High_School_Grad
764,0.107324543,0.08106314,0.141471428,No,High_School_Grad
769,0.131169559,0.100029824,0.172011213,No,High_School_Grad
774,0.118063348,0.091137623,0.152321823,No,High_School_Grad
779,0.11154168,0.086465542,0.143561572,No,High_School_Grad
784,0.1123121,0.087689229,0.143835536,No,High_School_Grad
789,0.114433282,0.088696222,0.146947771,No,High_School_Grad
794,0.12360972,0.092305538,0.165257901,No,High_School_Grad
799,0.127590567,0.101167224,0.160000119,No,High_School_Grad
804,0.12109413,0.089008854,0.181205292,No,High_School_Grad
809,0.113938045,0.08350042,0.155511986,No,High_School_Grad
814,0.12565308,0.098593758,0.16004076,No,High_School_Grad
819,0.128417076,0.100539163,0.164195569,No,High_School_Grad
824,0.13300895,0.099705253,0.178353942,No,High_School_Grad
829,0.104464853,0.079414801,0.137073271,No,High_School_Grad
834,0.124102986,0.098190086,0.156508194,No,High_School_Grad
839,0.123629156,0.096376978,0.15803883,No,High_School_Grad
844,0.117635755,0.093302082,0.147953694,No,High_School_Grad
849,0.125965161,0.097602839,0.162200522,No,High_School_Grad
854,0.129974543,0.102924974,0.164335189,No,High_School_Grad
859,0.127617367,0.099385833,0.164122162,No,High_School_Grad
864,0.126380308,0.097118212,0.163892536,No,High_School_Grad
869,0.119648401,0.091363193,0.156290041,No,High_School_Grad
874,0.136555701,0.106548349,0.174227406,No,High_School_Grad
879,0.118259454,0.091128447,0.152940917,No,High_School_Grad
884,0.122283536,0.095136462,0.156486966,No,High_School_Grad
889,0.115634351,0.088568284,0.15118332,No,High_School_Grad
894,0.122266452,0.0931968,0.160059586,No,High_School_Grad
899,0.106272898,0.080956556,0.14032739,No,High_School_Grad
